Wood Buffalo Environmental Association - Continuous Ambient Air Quality Monitoring Program
For authorized use only
AMS26, L1, 5Mn
Exported On:,2022/08/24,11:06
Date Range:,2022/5/23,0:00,to,2022/8/23,23:00

Date/Time, SO2 (ppb), H2S (ppb), NO (ppb), NO2 (ppb), NOx (ppb), Wind Speed @ 10m (km/h), Wind Direction @ 10m (deg.), Relative Humidity (%), Temp @ 2m (deg. C)
2022-07-02 06:45:00,1.09,0.62,0.79,1.38,2.17,7.96,233.4,75,11.31
2022-07-02 06:50:00,0.89,0.45,0.38,0.87,1.25,7.25,232.1,74,11.49
2022-07-02 06:55:00,0.76,0.58,0.55,1.1,1.65,7.46,217.6,74,11.62
2022-07-02 07:00:00,0.55,0.55,0.62,1.22,1.85,6.9,229.2,72,11.93
2022-07-02 07:05:00,0.78,0.86,0.85,1.56,2.41,6.51,213.3,71,12.19
2022-07-02 07:10:00,1.24,0.6,1.13,1.86,2.99,5.23,195.3,71,12.45
2022-07-02 07:15:00,2.47,0.72,1.39,2.13,3.52,5.31,191.8,70,12.81
2022-07-02 07:20:00,2.43,0.78,0.81,1.55,2.36,4.48,170.6,69,13.19
2022-07-02 07:25:00,4.16,0.55,1.74,2.71,4.45,6.05,75.14,67,13.87
2022-07-02 07:30:00,3.84,0.61,1.4,2.4,3.8,4.25,115.7,65,14.12
2022-07-02 07:35:00,3.26,0.62,1.41,2.83,4.24,5.59,143.7,63,14.06
2022-07-02 07:40:00,3.4,0.63,2.15,3.38,5.52,4.49,114.7,63,14.2
2022-07-02 07:45:00,3.96,0.53,1.63,2.94,4.56,3.86,133.3,61,14.58
2022-07-02 07:50:00,3.08,0.52,0.83,2.16,3,3.84,111.6,58,14.75
2022-07-02 07:55:00,2.96,0.45,0.84,2.36,3.2,4.73,130.1,57,15
2022-07-02 08:00:00,3.55,0.56,1.09,2.55,3.64,3.74,194.6,56,15.22
2022-07-02 08:05:00,2.43,0.23,0.51,1.49,2,8.83,284.5,52,15.78
2022-07-02 08:10:00,21.62,0.05,6.68,8.8,15.48,7.74,292.4,51,16.03
2022-07-02 08:15:00,13.17,0.32,3.9,7.45,11.35,8.13,296.2,49,16.43
2022-07-02 08:20:00,15.44,0.24,4.67,8.12,12.79,5.95,282.2,50,16.39
2022-07-02 08:25:00,6.63,0.38,1.7,3.89,5.59,4.89,265.8,49,16.76
2022-07-02 08:30:00,3.04,0.35,0.81,2.48,3.29,7.02,255.4,49,16.51
2022-07-02 08:35:00,3.44,0.25,0.69,2.6,3.3,6.73,271.2,48,16.81
2022-07-02 08:40:00,7.88,0.49,1.94,4.53,6.47,7.9,304.5,47,17.12
2022-07-02 08:45:00,5.88,0.25,1.97,4.15,6.13,8.72,295.5,46,17.06
2022-07-02 08:50:00,10.32,0.38,3.69,5.97,9.65,8.98,295.3,46,16.81
2022-07-02 08:55:00,9.11,0,2.64,4.85,7.5,10.05,274.3,47,17.09
2022-07-02 09:00:00,1.32,0.05,0.2,1.2,1.4,8.97,284,45,17.29
2022-07-02 09:05:00,6.67,0.05,2.32,3.31,5.62,10.26,285.3,45,17.32
2022-07-02 09:10:00,2.22,0.29,1.02,2.87,3.88,6.39,293.9,45,17.58
2022-07-02 09:15:00,1.28,0.25,0.26,1.45,1.71,6.06,209.6,45,17.37
2022-07-02 09:20:00,4.3,0.08,1.21,3.03,4.24,9.92,293.6,45,17.62
2022-07-02 09:25:00,8.57,0.17,2.19,4.33,6.52,8.83,331.4,43,17.53
2022-07-02 09:30:00,25.14,0.38,8.2,11.98,20.18,7.58,349.5,44,17.44
2022-07-02 09:35:00,6.9,0.21,1.77,3.62,5.39,6.16,247.8,44,17.49
2022-07-02 09:40:00,1.15,0.09,0.17,1.3,1.47,5.17,239.1,42,17.74
2022-07-02 09:45:00,1.87,0.12,0.29,1.47,1.76,7.22,331.1,41,18
2022-07-02 09:50:00,1.42,0.22,0.14,1.3,1.45,9.89,43.53,42,17.48
2022-07-02 09:55:00,0.86,0.32,0.03,1,1.03,8.32,49.82,43,17.71
2022-07-02 10:00:00,1.05,-0.03,0.09,1.06,1.15,3.6,139.2,40,18.09
2022-07-02 10:05:00,1.85,0.29,0.48,1.51,1.99,7.74,332.3,40,18.32
2022-07-02 10:10:00,1.31,0.31,0.2,1.28,1.49,9.55,336.3,39,18.46
2022-07-02 10:15:00,0.53,0.14,0.07,0.85,0.92,9.97,15.64,38,18.18
2022-07-02 10:20:00,0.47,0.23,-0.01,0.57,0.55,11.66,32.91,39,17.93
2022-07-02 10:25:00,0.54,0.33,0,0.78,0.77,10.08,44.51,39,17.9
2022-07-02 10:30:00,0.51,0.13,0.18,1.21,1.39,10.51,61.25,39,18.12
2022-07-02 10:35:00,0.92,0.4,0.37,1.55,1.93,7.02,66.41,37,18.47
2022-07-02 10:40:00,0.94,0.17,0.04,1.12,1.16,7.08,116.9,35,18.49
2022-07-02 10:45:00,0.62,0.06,0.59,1.89,2.47,8.56,109.2,38,17.97
2022-07-02 10:50:00,0.61,0.01,1.34,2.76,4.11,8,92.4,39,18.19
2022-07-02 10:55:00,0.56,0.2,0.05,1.05,1.11,7.54,18.19,37,18.68
2022-07-02 11:00:00,0.73,0.38,0.02,1.06,1.09,9.93,359.8,36,18.54
2022-07-02 11:05:00,0.38,0.08,0.02,0.92,0.94,8.55,1.2,35,18.35
2022-07-02 11:10:00,0.47,0.18,0.05,0.94,0.99,8.4,9.35,36,18.8
2022-07-02 11:15:00,0.48,0.08,0.3,1.31,1.61,11.56,59.47,38,18.79
2022-07-02 11:20:00,1.02,0.07,0.12,1.21,1.33,8.59,91.9,36,18.74
2022-07-02 11:25:00,1.44,-0.07,0.21,1.44,1.65,6.97,118.2,36,18.66
2022-07-02 11:30:00,1.21,0.08,0.19,1.31,1.49,8.67,104.1,37,18.59
2022-07-02 11:35:00,1.19,0.16,0.22,1.4,1.62,7.74,100,38,18.88
2022-07-02 11:40:00,0.86,0,0.12,1.11,1.24,9.86,74.6,37,18.98
2022-07-02 11:45:00,0.68,0.2,0.06,0.89,0.94,9.52,68.07,36,18.95
2022-07-02 11:50:00,0.42,0.25,0.22,0.97,1.19,5.65,67.85,36,18.99
2022-07-02 11:55:00,0.71,0.19,0.28,1.03,1.3,5.53,146.2,35,19.19
2022-07-02 12:00:00,0.51,0.18,0.04,0.82,0.86,10.63,141.7,36,19.08
2022-07-02 12:05:00,0.54,0.23,0.17,1.05,1.22,11.96,116.8,36,19.04
2022-07-02 12:10:00,1.3,0.1,0.15,1.23,1.38,9.87,135.2,36,18.95
2022-07-02 12:15:00,0.98,0.23,0.08,0.9,0.97,7.37,143.6,36,19.15
2022-07-02 12:20:00,0.67,0.29,0.06,0.85,0.91,8.59,65.23,36,19.28
2022-07-02 12:25:00,0.8,0.1,0.03,0.76,0.79,4.5,162.5,36,19.36
2022-07-02 12:30:00,0.64,0.42,0.07,0.7,0.77,9.37,2.95,35,19.76
2022-07-02 12:35:00,1.55,0.24,0.39,1.34,1.72,9.46,294.5,34,19.37
2022-07-02 12:40:00,1.79,0.24,0.37,1.6,1.97,8.29,43.83,35,19.04
2022-07-02 12:45:00,1.13,0.28,0.16,0.93,1.09,6.37,77.77,37,18.9
2022-07-02 12:50:00,0.84,0.04,0.15,0.89,1.04,5.97,70.12,36,19.66
2022-07-02 12:55:00,0.78,0,0.18,0.76,0.94,6.54,30.54,35,19.94
2022-07-02 13:00:00,1.78,0.16,0.43,1.42,1.85,5.89,338.9,33,20.11
2022-07-02 13:05:00,4.54,0.23,1.63,3.29,4.92,9.21,280.3,32,20.24
2022-07-02 13:10:00,5.81,0.1,1.6,2.99,4.6,8.25,332.9,33,20.24
2022-07-02 13:15:00,1.69,-0.01,0.34,1.04,1.38,9.73,36.42,34,20.02
2022-07-02 13:20:00,0.25,0.3,0.01,0.53,0.53,13.97,15.8,36,19.5
2022-07-02 13:25:00,0.38,0.83,0.11,0.86,0.97,13.88,339.4,38,18.73
2022-07-02 13:30:00,0.83,0.39,0.62,1.87,2.49,12.62,313.9,37,18.71
2022-07-02 13:35:00,1.1,0.38,0.57,1.79,2.35,11.33,343.9,37,18.7
2022-07-02 13:40:00,0.27,0.31,0,0.46,0.46,9.92,24.06,36,19.1
2022-07-02 13:45:00,0.65,0.3,0.03,0.51,0.55,7.94,38.59,35,19.18
2022-07-02 13:50:00,0.58,0.28,0.04,0.64,0.69,8.12,95.1,36,19.18
2022-07-02 13:55:00,1.31,0.31,0.2,0.93,1.13,9.69,47.82,35,19.97
2022-07-02 14:00:00,1.74,0.24,0.29,1.1,1.38,9.77,66.74,33,20.01
2022-07-02 14:05:00,1.66,0.3,0.23,1.16,1.38,10.84,17,34,19.97
2022-07-02 14:10:00,1,0.48,0.19,0.91,1.1,8.95,20.66,32,19.89
2022-07-02 14:15:00,2.36,0.18,0.46,1.55,2.01,4.81,66.78,32,20.24
2022-07-02 14:20:00,1.24,0.15,0.16,0.97,1.13,3.63,213.1,31,20.37
2022-07-02 14:25:00,1.36,0.01,0.11,1.07,1.18,3.73,320.8,32,20.33
2022-07-02 14:30:00,1.51,0.23,0.37,1.39,1.76,9.54,329.7,34,20.21
2022-07-02 14:35:00,1.47,0.34,0.73,2.31,3.04,11.89,346.8,35,19.7
2022-07-02 14:40:00,0.35,0.47,0,0.43,0.43,10.13,21.98,36,19.27
2022-07-02 14:45:00,0.73,0.35,0.04,0.77,0.82,8.07,23.28,35,19.15
2022-07-02 14:50:00,1.12,0.23,0.09,0.83,0.92,6.89,35.48,34,19.28
2022-07-02 14:55:00,0.92,0.27,0.09,0.93,1.02,6.39,68.89,34,19.29
2022-07-02 15:00:00,0.78,0.18,0.07,0.84,0.91,6.69,52.97,35,19.25
2022-07-02 15:05:00,1.16,0.2,0.1,1.02,1.11,8.74,31.24,36,19.37
2022-07-02 15:10:00,0.72,0.09,0.03,0.71,0.73,10.69,22.3,36,19.3
2022-07-02 15:15:00,0.61,0.24,0.09,0.81,0.9,6.69,310.8,37,19.42
2022-07-02 15:20:00,9.41,0.38,2.61,5.68,8.29,4.13,323.5,36,19.54
2022-07-02 15:25:00,3.5,0.43,1.08,3.96,5.04,5.17,241.9,38,19.66
2022-07-02 15:30:00,2.15,0.42,1.09,3.65,4.74,4.39,207.6,36,20.02
2022-07-02 15:35:00,0.63,0.18,0.4,1.49,1.9,7.38,205.3,34,20.39
2022-07-02 15:40:00,0.63,0.21,0.37,1.32,1.69,10.7,235.9,33,20.39
2022-07-02 15:45:00,0.53,0.52,0.27,1.17,1.44,8.73,290.7,31,20.99
2022-07-02 15:50:00,0.66,0.38,0.13,0.85,0.99,11.99,318.6,35,20.64
2022-07-02 15:55:00,0.32,0.08,0.05,0.53,0.58,15.2,314.5,36,19.83
2022-07-02 16:00:00,0.38,0.21,0.06,0.46,0.52,14.62,322,36,19.54
2022-07-02 16:05:00,0.34,0.15,0.04,0.49,0.53,15.05,320.5,37,19.41
2022-07-02 16:10:00,0.05,0.36,0.06,0.64,0.71,13.89,318.6,38,19.4
2022-07-02 16:15:00,0.31,0.23,0.06,0.63,0.68,11.14,312.2,39,19.42
2022-07-02 16:20:00,0.24,0.23,0.03,0.46,0.5,14.58,316,38,19.48
2022-07-02 16:25:00,0.32,0.05,0.01,0.52,0.53,14.54,318.2,38,19.4
2022-07-02 16:30:00,0.56,0.1,0.16,1.01,1.17,11.36,320.4,39,19.43
2022-07-02 16:35:00,0.25,0.51,0.04,0.53,0.57,11.14,302,39,19.5
2022-07-02 16:40:00,0.33,0.44,0.03,0.58,0.61,12.65,320,38,19.44
2022-07-02 16:45:00,0.36,0.38,0.03,0.49,0.52,12.75,297.8,38,19.44
2022-07-02 16:50:00,0.26,0.14,0.07,0.48,0.54,13.9,296.6,37,19.5
2022-07-02 16:55:00,0.68,0.22,0.1,0.63,0.73,11.88,300.1,37,19.54
2022-07-02 17:00:00,1.44,0.3,0.36,0.97,1.33,12.42,287.8,37,19.86
2022-07-02 17:05:00,0.62,0.21,0.07,0.57,0.64,9.83,294.7,37,20.14
2022-07-02 17:10:00,16.49,0.09,4.54,8.75,13.29,8.81,294.1,37,20.44
2022-07-02 17:15:00,12.96,0.37,3.6,6.64,10.23,9.71,311.5,37,20.63
2022-07-02 17:20:00,0.49,0.4,0.1,0.74,0.84,10.92,326.1,38,20.07
2022-07-02 17:25:00,0.39,0.15,0.07,0.46,0.53,12.22,317.8,39,19.88
2022-07-02 17:30:00,0.3,0.32,0.04,0.51,0.55,10.97,309.8,39,19.72
2022-07-02 17:35:00,0.36,0.22,0.07,0.47,0.54,15.43,302,39,19.88
2022-07-02 17:40:00,0.57,0.23,0.07,0.46,0.53,16.07,319.2,39,19.5
2022-07-02 17:45:00,0.78,0.3,0.05,0.46,0.5,16.54,320,39,19.31
2022-07-02 17:50:00,0.7,0.1,0.06,0.47,0.53,13.57,313.5,40,19.3
2022-07-02 17:55:00,0.57,0.51,0.05,0.54,0.59,11.38,298.1,41,19.44
2022-07-02 18:00:00,0.76,0.48,0.04,0.59,0.62,12.31,307.9,41,19.62
2022-07-02 18:05:00,0.71,0.26,0.07,0.67,0.74,12.44,318.3,41,19.4
2022-07-02 18:10:00,0.88,0.2,0.03,0.56,0.6,12.52,317,41,19.26
2022-07-02 18:15:00,0.6,0.27,0.03,0.56,0.59,10.69,309.2,43,19.19
2022-07-02 18:20:00,0.84,0.32,0.07,0.63,0.7,12.72,311.5,41,19.1
2022-07-02 18:25:00,0.82,-0.01,0.05,0.5,0.55,13.15,315.1,41,19.1
2022-07-02 18:30:00,1,0.32,0.01,0.49,0.51,14.14,319.9,40,19.1
2022-07-02 18:35:00,1.13,0.22,0.04,0.48,0.52,13.93,319.8,40,19.1
2022-07-02 18:40:00,1.25,0.03,0.01,0.53,0.54,13.75,316.5,40,19.1
2022-07-02 18:45:00,1.12,0.17,0.03,0.61,0.64,11.67,309.1,40,19.11
2022-07-02 18:50:00,0.91,0.67,0.06,0.82,0.88,7.97,296.5,41,19.2
2022-07-02 18:55:00,1.1,0.54,0.02,0.51,0.53,12.32,294,41,19.2
2022-07-02 19:00:00,1.09,0.47,0.03,0.51,0.54,13.6,298.7,40,19.2
2022-07-02 19:05:00,1.37,0.29,0.04,0.57,0.61,13.21,300.4,40,19.2
2022-07-02 19:10:00,1.36,0.57,0.04,0.63,0.66,13.93,295,40,19.2
2022-07-02 19:15:00,1.48,0.89,0.08,1.23,1.3,14.08,298.3,40,19.2
2022-07-02 19:20:00,1.31,0.18,0.05,1.05,1.11,10.99,299.3,41,19.1
2022-07-02 19:25:00,1.51,1.23,0.22,2.29,2.51,9.9,285.2,41,19.1
2022-07-02 19:30:00,1.47,0.71,0.09,1.52,1.61,7.51,252.7,44,19.06
2022-07-02 19:35:00,1.11,0.34,0.04,0.82,0.86,11.37,237.3,44,18.86
2022-07-02 19:40:00,1.11,0.23,0.03,0.81,0.84,11.84,234.9,45,18.69
2022-07-02 19:45:00,1.45,0.25,0.12,1.99,2.11,12.08,236.5,45,18.59
2022-07-02 19:50:00,1.41,0.41,0.06,1.29,1.34,11.29,236.7,46,18.47
2022-07-02 19:55:00,1.28,0.34,0.07,1.07,1.14,12.16,235.8,46,18.4
2022-07-02 20:00:00,1.14,0.41,0.03,0.82,0.85,11.83,239.2,45,18.34
2022-07-02 20:05:00,1.03,0.36,0.05,1.46,1.5,11.63,236.3,45,18.3
2022-07-02 20:10:00,1.23,0.47,0.1,3.01,3.11,11.35,237.2,45,18.23
2022-07-02 20:15:00,1.06,0.38,0.1,2.16,2.25,11.12,238,46,18.1
2022-07-02 20:20:00,1.08,0.17,0.08,2.26,2.34,11.58,237.7,46,18.1
2022-07-02 20:25:00,0.89,0.04,0.11,2.28,2.39,11.43,238.3,46,18.1
2022-07-02 20:30:00,0.81,0.02,0.05,1.52,1.57,11.95,237.2,45,18.09
2022-07-02 20:35:00,1.07,0.27,0.01,0.71,0.72,11.48,236.4,46,17.93
2022-07-02 20:40:00,0.88,0.15,0,0.69,0.69,10.84,238.9,47,17.74
2022-07-02 20:45:00,0.82,0.34,0.02,1.22,1.24,10.77,235.9,47,17.69
2022-07-02 20:50:00,0.79,0.23,0.02,2.19,2.21,10.79,236.7,48,17.44
2022-07-02 20:55:00,0.86,0.11,0.01,3.12,3.13,10.6,230.7,50,17.19
2022-07-02 21:00:00,0.94,0.02,0.03,3.81,3.84,10.78,229.8,52,16.89
2022-07-02 21:05:00,0.99,0.23,-0.01,1.66,1.65,11.21,230.8,52,16.69
2022-07-02 21:10:00,1.03,0.28,-0.02,1.32,1.3,12.09,229.8,54,16.47
2022-07-02 21:15:00,0.97,0.36,-0.02,0.86,0.84,12.16,227.8,55,16.25
2022-07-02 21:20:00,0.76,-0.05,0,0.86,0.86,12.56,229.3,57,16.01
2022-07-02 21:25:00,0.91,0.19,0.01,0.9,0.91,12.16,230.5,58,15.87
2022-07-02 21:30:00,1,0.41,0.01,2.08,2.08,12.6,227.2,57,15.8
2022-07-02 21:35:00,0.82,0.21,-0.01,1.13,1.12,12.22,224.9,58,15.65
2022-07-02 21:40:00,0.54,0.21,-0.04,1.33,1.29,12.71,219.3,58,15.39
2022-07-02 21:45:00,0.75,0.09,-0.01,0.84,0.83,13.07,212.8,57,15.45
2022-07-02 21:50:00,0.55,0.2,-0.04,0.68,0.64,13.51,213.5,59,15.22
2022-07-02 21:55:00,0.55,0.3,-0.03,0.62,0.59,12.96,213.9,62,14.96
2022-07-02 22:00:00,0.17,0.07,-0.03,0.6,0.57,12.41,216.5,63,14.75
2022-07-02 22:05:00,0.57,-0.05,-0.02,0.57,0.55,10.4,218.4,64,14.56
2022-07-02 22:10:00,0.35,0.14,-0.03,0.55,0.53,10.16,219,65,14.42
2022-07-02 22:15:00,0.49,0.25,-0.03,0.62,0.59,9.92,219.7,66,14.26
2022-07-02 22:20:00,0.55,0.27,-0.01,0.47,0.46,10.49,222.8,67,14.13
2022-07-02 22:25:00,0.39,0.24,-0.03,0.43,0.4,12.25,226,66,14.18
2022-07-02 22:30:00,0.36,0.34,0,0.54,0.54,11.73,230.9,66,14.23
2022-07-02 22:35:00,0.63,0.09,-0.02,0.66,0.64,11.31,234,66,14.16
2022-07-02 22:40:00,0.39,0.33,0,0.52,0.52,11.92,236,66,14.09
2022-07-02 22:45:00,0.4,0.16,0,0.53,0.53,12.1,234,67,14
2022-07-02 22:50:00,0.32,0.47,0.03,0.45,0.47,12.05,233.6,67,13.88
2022-07-02 22:55:00,0.31,0.36,0.03,0.81,0.84,11.65,235.7,67,13.8
2022-07-02 23:00:00,0.5,0.3,0.04,1.7,1.74,10.78,234.9,67,13.77
2022-07-02 23:05:00,0.44,0.18,0.12,2.49,2.6,9.8,239.1,67,13.7
2022-07-02 23:10:00,0.4,0.35,0.11,2.28,2.39,11.27,236.7,67,13.66
2022-07-02 23:15:00,0.4,0.19,0.04,2.27,2.3,9.94,237.8,68,13.55
2022-07-02 23:20:00,0.54,0.26,0.03,1.94,1.97,10.68,237.3,67,13.5
2022-07-02 23:25:00,0.56,0.06,0.01,1.66,1.67,10.28,241.2,67,13.45
2022-07-02 23:30:00,1.09,0.17,0.02,2.02,2.04,9.38,236.5,67,13.44
2022-07-02 23:35:00,1.72,0.08,0.01,1.97,1.98,10.47,234.3,67,13.37
2022-07-02 23:40:00,1.61,0.13,0,1.69,1.69,10.41,234.1,67,13.25
2022-07-02 23:45:00,1.67,0.21,-0.01,1.61,1.6,10.68,233.4,68,13.16
2022-07-02 23:50:00,1.22,0.17,-0.02,1.44,1.42,10.52,229.6,69,12.95
2022-07-02 23:55:00,1.03,0.41,-0.01,1.09,1.08,10.86,229.6,69,12.8
2022-07-03 00:00:00,0.83,0.15,-0.01,0.83,0.82,11.27,231.7,69,12.8
2022-07-03 00:05:00,0.98,Z/S,0.02,1.1,1.12,10.6,231.8,69,12.76
2022-07-03 00:10:00,0.91,Z/S,0.07,2.16,2.23,10.54,233.9,69,12.7
2022-07-03 00:15:00,0.95,Z/S,0.08,2.73,2.81,11.63,231.9,68,12.7
2022-07-03 00:20:00,0.82,39.89,0.06,2.62,2.68,10.91,232.2,69,12.63
2022-07-03 00:25:00,1.32,Z/S,0.07,2.74,2.81,11.13,232.7,69,12.6
2022-07-03 00:30:00,0.95,80.4,0.16,4.15,4.32,11.43,229,69,12.5
2022-07-03 00:35:00,0.95,80.5,0.09,3.15,3.24,11.17,228.4,70,12.32
2022-07-03 00:40:00,1.05,20.46,0.04,1.53,1.58,10.79,229.8,71,12.2
2022-07-03 00:45:00,1.24,0.58,0.12,2.74,2.86,11.14,229.2,71,12.16
2022-07-03 00:50:00,1.18,Z/S,0.11,3.64,3.75,11,227.9,71,12.09
2022-07-03 00:55:00,1.26,Z/S,0.07,2.37,2.44,10.93,224.6,72,12
2022-07-03 01:00:00,1.01,Z/S,0.01,1.26,1.26,11.32,224.7,72,11.91
2022-07-03 01:05:00,1.06,0.17,0.04,1.29,1.33,11.37,223.6,73,11.8
2022-07-03 01:10:00,1.16,0.24,0.02,1.36,1.39,11.85,220,73,11.72
2022-07-03 01:15:00,1.25,0.32,-0.02,1.08,1.06,11.69,220.6,72,11.75
2022-07-03 01:20:00,1.08,0.29,-0.01,0.83,0.83,11.49,220.1,73,11.61
2022-07-03 01:25:00,0.69,0.33,-0.02,0.64,0.62,13.18,222.4,73,11.6
2022-07-03 01:30:00,0.64,0.28,-0.01,0.6,0.59,12.53,223.1,73,11.53
2022-07-03 01:35:00,0.52,0.3,-0.02,0.54,0.52,12.19,223.2,73,11.47
2022-07-03 01:40:00,0.79,0.25,-0.02,0.66,0.63,11.89,224.5,74,11.4
2022-07-03 01:45:00,0.92,0.22,-0.01,0.66,0.66,12.35,222.7,74,11.3
2022-07-03 01:50:00,0.87,0.07,-0.01,0.74,0.73,12.73,222.4,74,11.3
2022-07-03 01:55:00,0.57,0.14,-0.02,0.55,0.54,13.24,223.5,74,11.3
2022-07-03 02:00:00,0.52,0.21,-0.02,0.49,0.48,13.44,224.3,73,11.26
2022-07-03 02:05:00,0.52,0.15,-0.04,0.54,0.5,12.22,223.9,74,11.18
2022-07-03 02:10:00,0.57,0.23,-0.01,0.46,0.45,12.56,224,74,11.1
2022-07-03 02:15:00,0.51,0.17,-0.01,0.39,0.38,12.58,225.5,74,11.1
2022-07-03 02:20:00,0.46,0.1,-0.01,0.43,0.42,12,224.6,74,11.07
2022-07-03 02:25:00,0.59,0.44,-0.03,0.63,0.59,12.59,226,74,11.01
2022-07-03 02:30:00,0.73,0.38,-0.03,0.88,0.85,12.13,226.4,75,11
2022-07-03 02:35:00,0.89,0.41,-0.02,0.6,0.58,12.07,226.2,75,10.92
2022-07-03 02:40:00,0.7,0.65,-0.04,0.61,0.57,11.57,226,75,10.87
2022-07-03 02:45:00,0.86,0.3,-0.03,0.61,0.59,11.36,226.8,75,10.85
2022-07-03 02:50:00,0.79,0.24,-0.03,0.65,0.61,10.67,227.2,76,10.8
2022-07-03 02:55:00,0.75,0.32,0.01,1.01,1.03,11.4,227.6,76,10.8
2022-07-03 03:00:00,0.84,0.25,0.03,1.64,1.67,10.8,227.9,75,10.78
2022-07-03 03:05:00,0.48,0.37,Z/S,Z/S,Z/S,7.14,233.3,77,10.6
2022-07-03 03:10:00,0.46,0.35,Z/S,Z/S,Z/S,7.1,235.3,77,10.5
2022-07-03 03:15:00,0.7,0.46,Z/S,Z/S,Z/S,4.01,285.3,77,10.5
2022-07-03 03:20:00,0.59,0.33,Z/S,Z/S,Z/S,6.02,233.1,78,10.41
2022-07-03 03:25:00,0.79,0.22,Z/S,Z/S,Z/S,10.97,235.6,77,10.57
2022-07-03 03:30:00,0.54,0.3,Z/S,Z/S,Z/S,11.13,230.2,77,10.6
2022-07-03 03:35:00,0.63,0.25,Z/S,Z/S,Z/S,10.34,232.5,77,10.59
2022-07-03 03:40:00,0.58,0.43,Z/S,Z/S,Z/S,11.17,227.6,77,10.61
2022-07-03 03:45:00,0.56,0.43,Z/S,Z/S,Z/S,7.35,234,78,10.54
2022-07-03 03:50:00,0.77,0.47,Z/S,Z/S,Z/S,4.86,242.2,79,10.47
2022-07-03 03:55:00,0.77,0.59,Z/S,Z/S,Z/S,10.33,228,79,10.43
2022-07-03 04:00:00,0.48,0.72,Z/S,Z/S,Z/S,6.04,258.1,78,10.5
2022-07-03 04:05:00,0.68,0.46,0.06,1.56,1.62,8.07,215.5,78,10.43
2022-07-03 04:10:00,0.82,0.18,0.1,2.24,2.34,9.4,212,80,10.18
2022-07-03 04:15:00,0.93,0.3,0.08,1.91,2,11.31,214.3,79,10.15
2022-07-03 04:20:00,1.27,0.21,1.48,4.81,6.29,10.13,213.2,79,10.29
2022-07-03 04:25:00,1.3,0.72,0.83,3.6,4.43,8.53,206.4,79,10.13
2022-07-03 04:30:00,1.09,0.33,0.4,1.58,1.99,10.58,206.7,81,9.7
2022-07-03 04:35:00,0.89,0.59,0.07,0.91,0.98,9.11,202.4,81,9.68
2022-07-03 04:40:00,0.61,0.51,0.01,0.76,0.77,9.98,201.8,81,9.51
2022-07-03 04:45:00,0.57,0.36,0.02,0.64,0.66,10.62,199.1,80,9.66
2022-07-03 04:50:00,0.59,0.25,2.56,2.05,4.61,10.27,200.8,80,9.73
2022-07-03 04:55:00,0.51,0.34,2.57,2.65,5.23,10.92,205.9,80,9.79
2022-07-03 05:00:00,0.6,0.57,0.33,1.48,1.81,10.12,212,79,10.16
2022-07-03 05:05:00,Z/S,0.23,0.41,2.08,2.48,10.37,214.1,78,10.49
2022-07-03 05:10:00,Z/S,0.44,0.28,1.62,1.9,10.79,214.9,77,10.79
2022-07-03 05:15:00,Z/S,0.07,0.36,1.67,2.03,10.78,218.1,76,10.92
2022-07-03 05:20:00,Z/S,0.16,0.29,1.4,1.69,11.67,217.4,76,11.05
2022-07-03 05:25:00,Z/S,0.05,0.32,1.58,1.89,11.09,216,76,11.18
2022-07-03 05:30:00,Z/S,0.25,0.41,1.86,2.26,11.16,210.6,75,11.28
2022-07-03 05:35:00,Z/S,0.29,0.33,1.56,1.89,10.78,208.8,75,11.37
2022-07-03 05:40:00,Z/S,0.12,0.33,1.41,1.74,9.44,205.9,74,11.56
2022-07-03 05:45:00,Z/S,0.46,0.41,1.6,2.01,9.13,205.5,73,11.74
2022-07-03 05:50:00,Z/S,0.03,0.69,2.18,2.88,7.93,206.5,73,11.92
2022-07-03 05:55:00,Z/S,0.18,1.71,3.74,5.45,9.48,208.8,73,12.12
2022-07-03 06:00:00,Z/S,0.32,1.1,2.56,3.65,11.06,213,72,12.25
2022-07-03 06:05:00,1.54,-0.08,0.83,2.16,2.98,11.28,215.4,71,12.33
2022-07-03 06:10:00,1.63,0.27,0.78,2.04,2.83,10.3,209.4,70,12.51
2022-07-03 06:15:00,1.71,0.24,1.21,2.73,3.93,11.35,205.7,70,12.67
2022-07-03 06:20:00,1.57,0.26,1.06,2.44,3.5,10.75,210.9,70,12.83
2022-07-03 06:25:00,1.45,0.24,0.72,1.78,2.5,11.44,221.2,68,13.06
2022-07-03 06:30:00,1.31,0.22,0.53,1.51,2.04,11.15,228.4,67,13.27
2022-07-03 06:35:00,1.34,0.45,0.47,1.28,1.75,11.24,224.2,67,13.45
2022-07-03 06:40:00,1.15,0.43,0.4,1.13,1.53,12.54,229,66,13.62
2022-07-03 06:45:00,0.85,0.51,0.55,1.47,2.02,10.53,236.8,66,13.81
2022-07-03 06:50:00,0.9,0.73,0.34,0.94,1.29,10.86,217.3,65,13.93
2022-07-03 06:55:00,1.18,0.44,0.66,1.61,2.27,9.28,234.5,65,14.14
2022-07-03 07:00:00,1.01,0.41,0.48,0.87,1.34,8.74,239.5,65,14.39
2022-07-03 07:05:00,0.81,0.42,0.53,1.02,1.55,8.68,242.4,64,14.68
