Wood Buffalo Environmental Association - Continuous Ambient Air Quality Monitoring Program
For authorized use only
AMS19, L1, 5Mn
Exported On:,2022/08/24,11:04
Date Range:,2022/5/23,0:00,to,2022/8/23,23:00

Date/Time, SO2 (ppb), H2S (ppb), THC (ppm), NO (ppb), NO2 (ppb), NOx (ppb), Wind Speed @ 10m (km/h), Wind Direction @ 10m (deg.), Relative Humidity (%), Temp @ 2m (deg. C)
2022-07-17 14:45:00,1.75,1.31,2.08,-0.05,1.19,1.15,15.26,280,43,24.61
2022-07-17 14:50:00,1.68,1.06,2.04,-0.07,1.2,1.13,16.15,270,42,24.49
2022-07-17 14:55:00,1.86,1.45,2.05,-0.05,1.3,1.25,14.43,254.8,41,24.58
2022-07-17 15:00:00,1.71,1.33,2.05,-0.02,1.2,1.18,13.67,249.6,41,24.85
2022-07-17 15:05:00,2.24,1.42,2.03,-0.02,1.48,1.45,15.3,255.5,38,24.73
2022-07-17 15:10:00,1.52,1.37,2.06,0,1.3,1.3,13.45,251.6,38,24.91
2022-07-17 15:15:00,0.92,1.21,2.04,-0.06,1.18,1.12,13.29,231.7,36,25.12
2022-07-17 15:20:00,0.41,1.39,2.1,-0.08,0.97,0.89,19.59,246.8,34,25.24
2022-07-17 15:25:00,0.24,1.35,2.02,-0.11,0.79,0.68,14.02,228.4,33,25.14
2022-07-17 15:30:00,0.1,1.19,2.04,-0.09,0.67,0.59,15.36,257.7,34,25.26
2022-07-17 15:35:00,0.07,1.22,2.07,-0.14,0.82,0.68,18.05,246,33,25.35
2022-07-17 15:40:00,-0.04,1.22,2.05,-0.08,0.71,0.63,17.89,247.6,32,25.04
2022-07-17 15:45:00,0.08,1.3,2.08,-0.14,0.65,0.51,17.81,256.2,34,25.15
2022-07-17 15:50:00,0.08,1.42,2.03,-0.08,0.63,0.55,15.73,254.5,34,25.44
2022-07-17 15:55:00,-0.17,1.09,2.05,-0.09,0.7,0.61,12.65,256,33,25.27
2022-07-17 16:00:00,-0.03,1.33,2.03,-0.1,0.68,0.58,19.17,249.8,32,25.3
2022-07-17 16:05:00,0.1,1.33,2.04,-0.08,0.71,0.63,16.03,237.5,32,25.27
2022-07-17 16:10:00,-0.11,1,2.05,-0.11,0.73,0.62,16.16,239.2,33,25.49
2022-07-17 16:15:00,0.09,1.16,2.02,-0.1,0.73,0.63,15.98,242.6,33,25.5
2022-07-17 16:20:00,-0.1,0.99,2.05,-0.09,0.72,0.62,17.58,247.7,34,25.46
2022-07-17 16:25:00,-0.15,1.19,2,-0.14,0.75,0.61,15.3,262.3,34,25.22
2022-07-17 16:30:00,0,1.1,2.05,-0.09,0.77,0.68,13.96,253.3,33,25.29
2022-07-17 16:35:00,0.1,1.18,2.03,-0.08,0.73,0.65,15.61,255.9,33,25.36
2022-07-17 16:40:00,0.05,1.26,2.06,-0.08,0.76,0.68,14.9,276.3,35,25.08
2022-07-17 16:45:00,0.23,1.3,2.07,-0.08,0.84,0.76,13.29,265.1,35,24.55
2022-07-17 16:50:00,0.46,1.23,2.05,-0.08,0.87,0.79,10.25,240.3,34,25.2
2022-07-17 16:55:00,0.16,1.18,2.08,-0.06,0.76,0.7,17.45,261.7,33,25.52
2022-07-17 17:00:00,0,1.39,2.01,-0.1,0.74,0.64,17.42,265.1,33,25.04
2022-07-17 17:05:00,0.04,1.25,2.07,-0.12,0.73,0.61,13.44,263.9,34,25.26
2022-07-17 17:10:00,0.1,1.22,2.05,-0.1,0.65,0.54,14.12,243.4,32,25.38
2022-07-17 17:15:00,-0.06,1.44,2.06,-0.08,0.62,0.54,11.1,255,34,25.01
2022-07-17 17:20:00,0.1,1.28,2.05,-0.08,0.7,0.62,14.35,238.3,35,24.62
2022-07-17 17:25:00,0.13,1.28,2.03,-0.09,0.72,0.63,15.99,223.6,33,24.74
2022-07-17 17:30:00,0.07,1.07,2.04,-0.07,0.68,0.62,16.35,229.3,31,25.35
2022-07-17 17:35:00,0.12,1.22,2.03,-0.11,0.74,0.63,16.02,231.4,32,25.29
2022-07-17 17:40:00,0.06,1.27,2.05,-0.1,0.68,0.57,13.77,236.9,32,25.36
2022-07-17 17:45:00,0.1,1.22,2.02,-0.08,0.64,0.56,14.16,242.5,31,25.34
2022-07-17 17:50:00,-0.04,1.07,2.03,-0.08,0.69,0.6,12.8,239.1,32,25.45
2022-07-17 17:55:00,0.24,1.11,2.05,-0.1,0.69,0.59,15.5,224.1,31,25.42
2022-07-17 18:00:00,0.16,1.08,2.01,-0.13,0.73,0.61,14.08,224.3,31,25.4
2022-07-17 18:05:00,0.17,1.13,2.05,-0.1,0.75,0.65,14.97,234.1,31,25.45
2022-07-17 18:10:00,0.06,1.04,2.02,-0.13,0.71,0.58,11.15,264.1,33,25.33
2022-07-17 18:15:00,0.04,1.33,2.04,-0.13,0.77,0.64,12.09,244.9,33,25.29
2022-07-17 18:20:00,0.21,1.13,2.11,-0.12,0.8,0.69,12.94,246.1,32,25.12
2022-07-17 18:25:00,0.29,1.32,2.03,-0.1,0.82,0.73,12.9,232.7,32,25.15
2022-07-17 18:30:00,0.17,0.98,2.07,-0.1,0.84,0.74,9.15,245,33,25.14
2022-07-17 18:35:00,0.16,1.16,2.08,-0.11,0.8,0.68,11.52,212.1,31,25.24
2022-07-17 18:40:00,0.25,1.19,2.05,-0.06,0.7,0.64,9.01,215.9,32,25.47
2022-07-17 18:45:00,0.03,1.11,2.08,-0.13,0.7,0.57,12.55,239.2,32,25.29
2022-07-17 18:50:00,0.14,0.93,2.06,-0.1,0.78,0.68,13.59,224.3,32,25.14
2022-07-17 18:55:00,0.07,1.25,2.1,-0.08,0.76,0.68,14.22,237.9,32,25.02
2022-07-17 19:00:00,0.03,1.09,2.05,-0.08,0.78,0.71,14.08,239.8,33,24.85
2022-07-17 19:05:00,0.44,0.96,2.05,-0.1,0.93,0.83,12.4,233.2,33,24.77
2022-07-17 19:10:00,0.63,1.16,2.09,-0.15,0.92,0.77,11.15,238.6,33,24.78
2022-07-17 19:15:00,0.31,0.94,2.05,-0.1,0.95,0.84,9.62,235.3,33,24.67
2022-07-17 19:20:00,0.77,1.29,2.09,-0.09,1.09,1,10.08,229.4,35,24.53
2022-07-17 19:25:00,1.26,1.06,2.09,-0.06,1.32,1.27,11.7,223.4,34,24.51
2022-07-17 19:30:00,1.39,1.17,2.08,-0.08,1.34,1.26,11.5,227.9,35,24.36
2022-07-17 19:35:00,1.17,1.25,2.09,-0.08,1.34,1.26,11.9,222.9,34,24.32
2022-07-17 19:40:00,1.51,1.19,2.05,-0.1,1.39,1.29,11.32,222.9,35,24.08
2022-07-17 19:45:00,1.56,1.29,2.06,-0.12,1.46,1.34,10.01,219.8,36,23.78
2022-07-17 19:50:00,1.44,1.1,2.11,-0.11,1.37,1.26,8.37,218.4,37,23.44
2022-07-17 19:55:00,1.55,1.02,2.05,-0.1,1.32,1.21,7.36,212.9,38,23.24
2022-07-17 20:00:00,1.57,1.01,2.09,-0.09,1.33,1.24,7.63,202.9,39,23.14
2022-07-17 20:05:00,1.5,1.09,2.09,-0.1,1.48,1.38,7.78,198.4,40,22.99
2022-07-17 20:10:00,1.57,1.11,2.09,-0.09,2.03,1.94,7.02,196.4,40,22.82
2022-07-17 20:15:00,1.65,1.3,2.12,-0.04,2.09,2.05,6.86,192.4,42,22.56
2022-07-17 20:20:00,2.03,1.09,2.1,-0.07,1.91,1.84,7.45,190,44,22.3
2022-07-17 20:25:00,1.97,1.34,2.09,-0.11,1.59,1.48,7.62,192.4,44,22.1
2022-07-17 20:30:00,1.98,1.24,2.09,-0.11,1.56,1.45,8.18,185.9,45,21.97
2022-07-17 20:35:00,2.04,0.98,2.06,-0.1,1.58,1.48,8.16,186.3,46,21.74
2022-07-17 20:40:00,2.08,1.21,2.07,-0.12,1.48,1.35,8.69,192.8,45,21.74
2022-07-17 20:45:00,1.91,1.16,2.11,-0.14,1.44,1.3,8.31,189.8,45,21.66
2022-07-17 20:50:00,1.68,1.17,2.05,-0.11,1.88,1.77,7.88,186.7,46,21.49
2022-07-17 20:55:00,1.52,1.25,2.07,-0.13,2.12,1.99,7.56,183.8,48,21.35
2022-07-17 21:00:00,1.04,1.26,2.11,-0.15,2.3,2.16,7.85,184.3,50,21.11
2022-07-17 21:05:00,0.8,1.24,2.17,-0.13,2.57,2.45,7.78,187.1,49,20.98
2022-07-17 21:10:00,0.67,1.17,2.1,-0.14,1.73,1.59,7.52,184.8,49,20.9
2022-07-17 21:15:00,0.42,1.31,2.12,-0.12,1.93,1.81,7.74,182.5,50,20.77
2022-07-17 21:20:00,0.35,1.63,2.16,0.03,5.04,5.07,7.47,185.5,50,20.65
2022-07-17 21:25:00,0.16,1.39,2.09,-0.15,2.68,2.53,7.57,186.3,49,20.51
2022-07-17 21:30:00,0.24,1.39,2.09,-0.16,2.05,1.88,7.86,185,49,20.45
2022-07-17 21:35:00,0.3,1.35,2.07,-0.14,1.6,1.45,7.85,186.4,49,20.4
2022-07-17 21:40:00,0.21,1.23,2.08,-0.15,1.36,1.21,8.13,186.1,49,20.34
2022-07-17 21:45:00,0.05,1.27,2.05,-0.16,0.93,0.76,8.81,186.3,49,20.3
2022-07-17 21:50:00,0.07,1.19,2.12,-0.15,0.87,0.72,8.31,185.1,48,20.21
2022-07-17 21:55:00,0.02,1.21,2.09,-0.16,0.95,0.79,7.91,183.9,50,20.15
2022-07-17 22:00:00,-0.07,1.16,2.13,-0.1,1.27,1.17,7.81,184.7,50,19.96
2022-07-17 22:05:00,-0.01,1.39,2.12,-0.17,1.55,1.38,8.1,186.2,50,19.84
2022-07-17 22:10:00,0.04,0.99,2.07,-0.19,1.34,1.15,9.79,186.3,49,19.9
2022-07-17 22:15:00,0.06,1.09,2.05,-0.12,1.31,1.19,10.09,187.4,48,19.9
2022-07-17 22:20:00,-0.13,1.13,2.09,-0.15,1.56,1.41,9.88,188.2,49,19.84
2022-07-17 22:25:00,0.08,1.14,2.1,-0.15,1.39,1.24,10.29,188,49,19.8
2022-07-17 22:30:00,0.1,1.28,2.09,-0.16,1.66,1.51,10.57,188.7,48,19.8
2022-07-17 22:35:00,-0.13,1.22,2.1,-0.17,2.03,1.86,10.64,190.9,48,19.73
2022-07-17 22:40:00,0.31,1.11,2.08,-0.12,2.33,2.21,10.38,190.9,49,19.63
2022-07-17 22:45:00,0.37,1.17,2.08,-0.17,2.92,2.75,10.49,194.1,48,19.52
2022-07-17 22:50:00,0.73,1.29,2.08,-0.15,3.22,3.07,10.84,196.5,48,19.38
2022-07-17 22:55:00,0.77,1.11,2.08,-0.16,3.51,3.36,10.1,195,49,19.26
2022-07-17 23:00:00,1.36,1.2,2.09,-0.18,3.69,3.51,9.14,196,49,19.2
2022-07-17 23:05:00,1.62,0.95,2.1,-0.14,3.48,3.34,9.25,193.9,49,19.18
2022-07-17 23:10:00,0.88,1.04,2.09,-0.18,3.26,3.08,9.81,196.4,50,19.02
2022-07-17 23:15:00,1.34,1.02,2.1,-0.13,3.09,2.97,10.33,197.1,50,18.99
2022-07-17 23:20:00,1.01,1,2.09,-0.12,3.06,2.94,10.32,199.6,50,19.1
2022-07-17 23:25:00,0.7,1.08,2.09,-0.12,3.08,2.96,10.53,202.2,50,19.11
2022-07-17 23:30:00,0.23,1,2.12,-0.14,3.1,2.95,10.54,201.5,51,19.07
2022-07-17 23:35:00,-0.09,1.05,2.13,-0.12,3.11,2.99,11.11,201.4,50,19.06
2022-07-17 23:40:00,0.11,1.11,2.06,-0.16,3.19,3.03,10.75,201.3,51,19.04
2022-07-17 23:45:00,0.16,1.19,2.04,-0.1,3.24,3.14,10.15,200.4,51,18.96
2022-07-17 23:50:00,0.07,1.01,2.05,-0.12,3.48,3.36,10.76,201.2,51,18.94
2022-07-17 23:55:00,0.31,1.32,2.06,-0.14,3.77,3.63,10.36,201.8,51,18.9
2022-07-18 00:00:00,0.26,1.19,2.06,-0.15,4.16,4.01,9.84,202.6,51,18.86
2022-07-18 00:05:00,0.09,1.22,2.07,Z/S,Z/S,Z/S,10.13,202.7,52,18.79
2022-07-18 00:10:00,0.12,1.18,2.08,Z/S,Z/S,Z/S,11.03,201.9,52,18.7
2022-07-18 00:15:00,-0.1,1.22,2.13,Z/S,Z/S,Z/S,11.3,201.8,52,18.64
2022-07-18 00:20:00,0.12,1.11,2.12,Z/S,Z/S,Z/S,11.43,203.1,52,18.56
2022-07-18 00:25:00,0.1,1.12,2.07,Z/S,Z/S,Z/S,11.13,199.2,53,18.53
2022-07-18 00:30:00,0.55,1.08,2.07,Z/S,Z/S,Z/S,10.49,195.8,54,18.4
2022-07-18 00:35:00,1.71,1.03,2.09,Z/S,Z/S,Z/S,11.08,199.3,54,18.38
2022-07-18 00:40:00,0.58,1.08,2.09,Z/S,Z/S,Z/S,12.62,201.1,53,18.38
2022-07-18 00:45:00,0.07,1.3,2.08,Z/S,Z/S,Z/S,14.99,204.3,53,18.34
2022-07-18 00:50:00,0.07,1.19,2.11,Z/S,Z/S,Z/S,13.53,201.6,53,18.31
2022-07-18 00:55:00,-0.04,0.99,2.04,Z/S,Z/S,Z/S,11.37,203.9,54,18.29
2022-07-18 01:00:00,0,0.94,2.05,-0.15,2,1.85,10.21,202.8,54,18.24
2022-07-18 01:05:00,0.04,1.01,2.06,-0.15,1.91,1.76,9.79,203.8,54,18.15
2022-07-18 01:10:00,0.16,0.91,2.05,-0.12,1.83,1.72,9.91,201.2,55,17.92
2022-07-18 01:15:00,-0.03,1.2,2.09,-0.13,2.25,2.12,9.7,199.4,56,17.79
2022-07-18 01:20:00,0.19,1.17,2.09,-0.11,2.85,2.74,11.42,201.9,55,17.84
2022-07-18 01:25:00,-0.17,1.04,2.11,-0.13,2.74,2.6,12.64,203.7,55,17.82
2022-07-18 01:30:00,0.21,0.96,2.1,-0.12,2.76,2.64,13.68,206.7,55,17.76
2022-07-18 01:35:00,0.24,1.02,2.09,-0.14,2.97,2.83,13.84,206.3,56,17.72
2022-07-18 01:40:00,0.02,1.1,2.1,-0.11,2.53,2.42,14.03,204.2,56,17.61
2022-07-18 01:45:00,0.08,1.16,2.1,-0.17,2.58,2.42,11.91,208.4,57,17.5
2022-07-18 01:50:00,0.11,1.11,2.07,-0.17,2.94,2.77,13.35,208.6,58,17.4
2022-07-18 01:55:00,0.35,1.03,2.03,-0.14,3.21,3.07,12.48,206.8,59,17.38
2022-07-18 02:00:00,0.22,0.92,2.04,-0.12,3.23,3.11,12.41,208,59,17.28
2022-07-18 02:05:00,Z/S,1.17,Z/S,-0.12,2.86,2.74,12.22,202.5,60,17.19
2022-07-18 02:10:00,Z/S,0.87,Z/S,-0.11,2.61,2.5,12.6,201.8,61,17.1
2022-07-18 02:15:00,Z/S,1.06,Z/S,-0.14,2.56,2.42,13.6,201.9,61,17.1
2022-07-18 02:20:00,Z/S,1.02,Z/S,-0.1,2.54,2.44,13.02,201.4,61,17.08
2022-07-18 02:25:00,Z/S,1.05,Z/S,-0.15,2.58,2.43,14.03,202,62,17.05
2022-07-18 02:30:00,Z/S,1.13,Z/S,-0.14,2.39,2.25,13.87,202.4,62,17.01
2022-07-18 02:35:00,Z/S,1.07,Z/S,-0.13,2.1,1.97,12.81,203.3,63,16.92
2022-07-18 02:40:00,Z/S,1,Z/S,-0.15,1.92,1.77,12.73,201.1,64,16.83
2022-07-18 02:45:00,Z/S,1.03,Z/S,-0.15,1.78,1.64,14.17,206.1,65,16.86
2022-07-18 02:50:00,Z/S,1.06,Z/S,-0.16,1.68,1.52,14.05,202.3,66,16.8
2022-07-18 02:55:00,Z/S,1.21,Z/S,-0.14,1.65,1.51,14.49,206.1,66,16.82
2022-07-18 03:00:00,0.13,1.35,2.08,-0.13,1.6,1.47,13.83,204.1,67,16.73
2022-07-18 03:05:00,-0.02,Z/S,2.07,-0.13,1.68,1.54,13.63,205.5,67,16.74
2022-07-18 03:10:00,0.13,Z/S,2.06,-0.15,1.69,1.54,13.22,204,68,16.68
2022-07-18 03:15:00,0.1,Z/S,2.08,-0.13,1.62,1.49,13.72,204.4,68,16.61
2022-07-18 03:20:00,0.15,Z/S,2.11,-0.17,1.68,1.51,13.84,201.2,68,16.6
2022-07-18 03:25:00,0.03,Z/S,2.09,-0.13,1.53,1.41,12.99,204.8,69,16.6
2022-07-18 03:30:00,0.05,Z/S,2.07,-0.16,1.56,1.4,13.13,204.2,69,16.5
2022-07-18 03:35:00,0.04,Z/S,2.09,-0.15,1.53,1.39,13.83,201.3,70,16.45
2022-07-18 03:40:00,-0.05,Z/S,2.09,-0.12,1.42,1.3,13.54,203,70,16.48
2022-07-18 03:45:00,-0.03,Z/S,2.05,-0.13,1.4,1.27,14.04,204.5,70,16.45
2022-07-18 03:50:00,0.09,Z/S,2.03,-0.19,1.51,1.32,13.44,204.3,71,16.47
2022-07-18 03:55:00,0.08,Z/S,2.04,-0.13,1.53,1.4,12.52,203.1,71,16.38
2022-07-18 04:00:00,0.05,0.82,2.05,-0.1,1.59,1.49,13.9,203,72,16.39
2022-07-18 04:05:00,0.21,0.91,2.07,-0.14,1.63,1.49,13.58,203.8,72,16.46
2022-07-18 04:10:00,0.15,0.62,2.08,-0.13,1.57,1.45,13.54,203.7,72,16.44
2022-07-18 04:15:00,0.07,0.89,2.08,-0.08,1.42,1.34,13.15,205.5,72,16.44
2022-07-18 04:20:00,0.15,0.92,2.06,-0.15,1.42,1.27,13.16,203,73,16.3
2022-07-18 04:25:00,0.08,0.78,2.04,-0.08,1.31,1.22,11.48,204.8,73,16.22
2022-07-18 04:30:00,0.11,0.87,2.05,-0.12,1.34,1.22,11.98,201.8,74,16.2
2022-07-18 04:35:00,0.27,0.9,2.06,-0.12,1.33,1.21,12.2,201.4,74,16.3
2022-07-18 04:40:00,0.39,0.92,2.04,10000,1.33,1.27,11.87,197.8,74,16.38
2022-07-18 04:45:00,0.83,0.89,2.04,10000,1.51,1.43,12.65,199.4,74,16.47
2022-07-18 04:50:00,0.96,0.77,2.05,10000,1.59,1.47,12.48,199.7,74,16.5
2022-07-18 04:55:00,0.87,1.25,2.04,-0.08,1.47,1.39,11.49,199.4,74,16.5
2022-07-18 05:00:00,1.19,1.22,2.05,-0.08,1.55,1.47,12.85,200.8,74,16.54
2022-07-18 05:05:00,1.1,0.96,2.05,-0.04,1.65,1.62,12.24,202.9,74,16.64
2022-07-18 05:10:00,1.29,0.93,2.08,-0.11,1.64,1.53,13.25,199.5,73,16.86
2022-07-18 05:15:00,1.47,1.19,2.08,-0.07,1.46,1.39,14.24,198.8,73,17.04
2022-07-18 05:20:00,1.54,1.16,2.06,-0.03,1.56,1.52,13.86,200.1,72,17.31
2022-07-18 05:25:00,1.72,1.21,2.04,-0.01,1.54,1.53,13.17,204.3,71,17.48
2022-07-18 05:30:00,1.07,1.15,2.04,0.01,1.63,1.63,14.22,206.4,71,17.56
2022-07-18 05:35:00,1.16,1.15,2.04,0.02,1.72,1.74,16.36,204.4,71,17.67
2022-07-18 05:40:00,1.01,1.22,2.07,-0.03,1.58,1.55,16.84,204.3,71,17.76
2022-07-18 05:45:00,1.2,1.14,2.08,-0.04,1.51,1.48,16.54,203.2,70,17.87
2022-07-18 05:50:00,2.11,1.15,2.06,0.01,1.77,1.77,17.59,197.7,71,17.99
2022-07-18 05:55:00,1.97,1.18,2.02,-0.02,1.7,1.68,15.7,201.4,71,17.99
2022-07-18 06:00:00,1.51,0.95,2.05,-0.02,1.58,1.56,15.72,203.8,71,17.81
2022-07-18 06:05:00,0.92,1.13,2.06,0.08,1.76,1.83,16.07,203.6,72,17.71
2022-07-18 06:10:00,1.15,1.12,2.04,-0.01,1.28,1.27,16.18,199.5,71,17.86
2022-07-18 06:15:00,1.27,1.15,2.03,-0.04,1.3,1.26,17.72,201,71,18.07
2022-07-18 06:20:00,1.38,1.14,2.03,-0.02,1.35,1.33,16.61,199,70,18.28
2022-07-18 06:25:00,2.27,1.14,2,0.09,1.74,1.83,17.31,197,70,18.46
2022-07-18 06:30:00,2.75,1.18,2.02,0.13,1.77,1.9,15.54,200.5,69,18.71
2022-07-18 06:35:00,3.35,1.03,2.06,0.14,2.21,2.34,15.36,203,69,18.88
2022-07-18 06:40:00,3.64,1.13,2.07,0.19,2.19,2.38,12.36,201.1,69,18.95
2022-07-18 06:45:00,4.09,1.32,2.03,0.27,2.29,2.56,13.26,194.1,68,19.1
2022-07-18 06:50:00,3.81,1.14,2.01,0.19,2.01,2.2,14.97,193.8,68,19.04
2022-07-18 06:55:00,3.74,1.07,2.02,0.19,1.96,2.14,13.43,194.7,69,19.04
2022-07-18 07:00:00,4.58,1.14,2.03,0.21,2.18,2.39,15.08,199,68,19.06
2022-07-18 07:05:00,4.37,1.12,2.04,0.3,2.33,2.63,15.57,200.1,67,19.2
2022-07-18 07:10:00,4.34,1.19,2.02,0.34,2.31,2.65,15.54,197.1,67,19.31
2022-07-18 07:15:00,5,1.22,2.03,0.33,2.43,2.76,14.49,196.3,67,19.49
2022-07-18 07:20:00,5.51,1.14,2.04,0.48,2.7,3.18,14.42,203.1,66,19.69
2022-07-18 07:25:00,6.57,1.05,2.02,0.56,2.94,3.5,15.51,202.1,65,19.9
2022-07-18 07:30:00,6.98,1.32,2.01,0.58,3.11,3.7,14.39,201.2,64,20.09
2022-07-18 07:35:00,6.45,1.21,2.08,0.5,2.94,3.44,14.88,192.4,64,20.1
2022-07-18 07:40:00,6.15,1.07,2.02,0.43,2.92,3.34,15.99,200.7,64,20.07
2022-07-18 07:45:00,6.73,1.27,2.03,0.46,2.96,3.42,15.11,200.7,64,20.22
2022-07-18 07:50:00,5.86,1.12,2.08,0.4,2.44,2.84,16.82,199,63,20.43
2022-07-18 07:55:00,4.04,1.08,2.08,0.13,1.86,1.99,15.49,200.3,62,20.72
2022-07-18 08:00:00,3.21,1,2.04,0.06,1.6,1.66,16.21,190.5,63,20.67
2022-07-18 08:05:00,2.69,1.16,2.06,13.75,0.44,14.19,17.35,197.4,62,20.74
2022-07-18 08:10:00,2.25,1.23,2.03,10.08,6.94,17.02,17.81,188.7,62,20.88
2022-07-18 08:15:00,1.93,1.46,2.22,19.56,-0.24,19.32,15.69,205.8,62,20.97
2022-07-18 08:20:00,2.18,1.25,2.05,0.49,1.51,1.99,13.28,207.4,61,21.2
2022-07-18 08:25:00,1.91,1.16,2.04,0.07,1.62,1.69,15.52,212.9,61,21.26
2022-07-18 08:30:00,2.03,1.12,2,0.05,1.53,1.57,13.15,219.8,60,21.4
2022-07-18 08:35:00,1.91,1.08,2.06,0.05,1.47,1.52,16.88,210.1,58,21.6
2022-07-18 08:40:00,1.22,1.05,2.07,2.92,2.54,5.46,15.62,210.7,59,21.71
2022-07-18 08:45:00,1.49,1.44,2.04,17.75,6.7,24.44,13.23,206,59,21.86
2022-07-18 08:50:00,2.06,0.89,2.04,3.63,2.61,6.24,15.95,200.8,57,21.99
2022-07-18 08:55:00,1.77,1.39,2.01,4.81,1.63,6.44,16.58,201.4,55,22.25
2022-07-18 09:00:00,1.93,1.19,1.99,6.46,3.36,9.81,17.85,207.5,54,22.87
2022-07-18 09:05:00,2.77,1.16,2.02,7.97,1.83,9.8,19.59,212,53,22.67
2022-07-18 09:10:00,3.35,1.31,2.01,1.55,1.43,2.98,15.83,224.7,55,22.31
2022-07-18 09:15:00,3.76,1.5,2.02,0.83,3,3.83,15.06,218,55,22.38
2022-07-18 09:20:00,3.96,1.51,2.06,0.06,1.94,1.99,15.74,222.5,53,22.43
2022-07-18 09:25:00,3.34,1.61,2.02,0.07,2,2.08,13.95,214.2,54,22.68
2022-07-18 09:30:00,4.71,1.41,2.01,0.17,2.18,2.35,18.16,222.7,51,23.06
2022-07-18 09:35:00,3.55,1.42,2.03,0.09,1.63,1.73,15.3,222.1,51,23.62
2022-07-18 09:40:00,2.26,1.29,1.98,-0.04,1.28,1.23,18.67,225.4,50,23.59
2022-07-18 09:45:00,1.65,1.43,2.02,-0.08,1.08,1,18.11,229.2,50,23.25
2022-07-18 09:50:00,1.02,1.53,2.05,-0.04,0.99,0.95,15.72,222.3,49,23.89
2022-07-18 09:55:00,0.37,1.41,2.02,-0.07,0.82,0.75,18.66,216,47,24.16
2022-07-18 10:00:00,0.13,1.26,2.05,-0.1,0.75,0.66,18.13,217.9,46,23.88
2022-07-18 10:05:00,0.16,1.35,2.02,-0.09,0.87,0.78,18.64,222.7,46,24.44
2022-07-18 10:10:00,0.21,1.31,1.99,-0.08,0.85,0.78,18.24,226.3,44,24.81
2022-07-18 10:15:00,0.04,1.22,2.05,-0.1,1.01,0.91,18.68,212.6,44,24.93
2022-07-18 10:20:00,0.14,1.26,1.99,-0.08,0.88,0.8,23.25,218.5,42,24.84
2022-07-18 10:25:00,0,1.27,2.02,-0.09,0.94,0.86,21.15,223.3,43,24.6
2022-07-18 10:30:00,0.21,1.28,2.01,-0.1,0.87,0.76,20.33,228.7,42,24.54
2022-07-18 10:35:00,0.24,1.15,2.01,-0.08,0.81,0.73,20.86,241.8,43,24.52
2022-07-18 10:40:00,0.19,1.14,2.05,-0.13,0.95,0.83,20.61,230.9,43,24.89
2022-07-18 10:45:00,0.03,1.23,1.99,-0.06,0.9,0.84,17.33,223.9,42,25.54
2022-07-18 10:50:00,0.08,1.15,2,-0.04,1.07,1.03,24,202.4,40,25.37
2022-07-18 10:55:00,0.24,1.13,2.04,-0.1,0.86,0.76,24.22,226.5,40,25.3
2022-07-18 11:00:00,0.17,1.24,2.02,-0.14,0.95,0.81,21.09,216.6,40,25.24
2022-07-18 11:05:00,0.18,1.24,2.06,-0.08,0.99,0.91,17.91,210.8,40,25.25
2022-07-18 11:10:00,0.03,1.12,2.03,-0.06,0.98,0.92,18.33,218.3,41,24.92
2022-07-18 11:15:00,0.13,1.34,2.05,-0.04,0.96,0.92,20.19,225.6,41,24.63
2022-07-18 11:20:00,0.16,0.98,2.07,-0.09,0.8,0.71,22.88,222.5,41,24.58
2022-07-18 11:25:00,0.25,1.09,2.05,-0.11,0.73,0.62,28.03,219.2,37,25.02
2022-07-18 11:30:00,0.15,1.36,2.02,-0.08,0.68,0.6,21.28,217.9,35,25.83
2022-07-18 11:35:00,0.04,1.22,1.99,-0.13,0.73,0.6,31.98,204.4,34,26.05
2022-07-18 11:40:00,0.17,1.42,2.01,-0.08,0.84,0.77,30.69,210,37,25.84
2022-07-18 11:45:00,0.07,1.17,2.01,-0.07,0.7,0.63,31.84,214.3,37,26.01
2022-07-18 11:50:00,0.09,1.22,2.04,-0.14,0.99,0.85,31.82,214,38,26
2022-07-18 11:55:00,0.26,1.12,2.07,-0.06,0.94,0.88,30.73,212.4,38,26.04
2022-07-18 12:00:00,0.06,1.28,2.06,-0.05,1.05,1,27.23,219.6,40,25.9
2022-07-18 12:05:00,-0.12,1.4,2.07,-0.09,1.13,1.05,23.08,220.5,42,26.2
2022-07-18 12:10:00,0.12,1,2.06,-0.08,1.28,1.19,28.8,203.9,42,26.26
2022-07-18 12:15:00,-0.03,1.36,2.06,-0.09,1.33,1.24,29.71,221.5,43,26.04
2022-07-18 12:20:00,0.03,1.32,2.02,-0.07,1.1,1.03,27.1,226.9,43,26.06
2022-07-18 12:25:00,0.22,1,2.05,-0.06,1.13,1.07,29.24,213.3,43,26.14
2022-07-18 12:30:00,0.13,1.12,2.04,-0.04,1.2,1.16,27.88,209.1,43,26.41
2022-07-18 12:35:00,0.15,1.18,2,-0.04,1.04,1,29.43,220.6,41,26.57
2022-07-18 12:40:00,0.1,1.23,2.02,-0.11,1.1,0.99,26.33,224.7,41,26.57
2022-07-18 12:45:00,0.32,1.22,2.02,-0.08,1.08,1.01,27.23,224.6,40,26.64
2022-07-18 12:50:00,0.2,1.22,2.05,-0.03,1.15,1.12,21.87,221.2,41,26.75
