Wood Buffalo Environmental Association - Continuous Ambient Air Quality Monitoring Program
For authorized use only
AMS11, L1, 5Mn
Exported On:,2022/08/24,10:54
Date Range:,2021/8/23,0:00,to,2022/8/23,23:00

Date/Time, SO2 (ppb), H2S (ppb), THC (ppm), CH4 (ppm), NMHC (ppm), Temp @ 2m (deg. C), RH (%), Wind Speed @ 10m (km/h), Wind Dir. @ 10m (deg.)
2022-07-11 13:30:00,0.2,0,2.03,1.99,0.038,25.92,40,15.26,279.1
2022-07-11 13:35:00,0.25,0,2.02,2,0.024,25.94,38,16.02,263.1
2022-07-11 13:40:00,0,0,2.03,2,0.033,26.17,40,15.17,267.1
2022-07-11 13:45:00,0.04,0,2.03,1.99,0.037,26.24,39,14.92,283
2022-07-11 13:50:00,0,0.02,2.04,1.99,0.047,26.23,39,19.44,273.8
2022-07-11 13:55:00,0.08,0,2.04,1.99,0.042,26.32,39,14.89,278.4
2022-07-11 14:00:00,0.19,0,2.03,1.99,0.038,26.33,38,17.83,258.8
2022-07-11 14:05:00,0.15,0,2.04,2,0.046,26.27,38,17.21,262.4
2022-07-11 14:10:00,0.13,0.06,2.04,1.99,0.046,26.36,38,16.4,272.8
2022-07-11 14:15:00,0.06,0,2.03,1.99,0.035,26.5,38,16.98,281.4
2022-07-11 14:20:00,0.09,0,2.03,2,0.024,26.2,37,17.55,274.1
2022-07-11 14:25:00,0.16,0,2.03,2,0.025,26.34,37,15.26,275.7
2022-07-11 14:30:00,0,0,2.03,2,0.031,26.54,36,14.27,249.2
2022-07-11 14:35:00,0.14,0,2.06,2.01,0.053,26.38,36,17.31,272.6
2022-07-11 14:40:00,0.11,0.14,2.05,2.01,0.046,26.74,37,14.56,271.8
2022-07-11 14:45:00,0.15,0,2.06,2.01,0.054,26.67,36,14.18,280.1
2022-07-11 14:50:00,0.05,0,2.03,2,0.029,26.63,36,16.59,280.4
2022-07-11 14:55:00,0.05,0,2.04,2.01,0.033,26.62,36,13.99,280.3
2022-07-11 15:00:00,0.12,0,2.04,2.01,0.036,26.95,35,16.29,280.5
2022-07-11 15:05:00,0.09,0,2.05,2.01,0.042,26.87,35,17.36,263.9
2022-07-11 15:10:00,0.05,0,2.04,2.01,0.03,26.93,36,15.89,275.4
2022-07-11 15:15:00,0.21,0,2.03,2.01,0.02,26.82,35,19.87,280.4
2022-07-11 15:20:00,0.12,0,2.04,2,0.035,27,35,17.02,277.7
2022-07-11 15:25:00,0.05,0,2.05,2,0.045,26.85,35,17.79,280.8
2022-07-11 15:30:00,0.04,0,2.04,2,0.036,26.7,35,18.15,273.4
2022-07-11 15:35:00,0.07,0,2.03,2,0.026,26.76,35,19.01,275.4
2022-07-11 15:40:00,0.12,0,2.04,2,0.041,26.89,33,21.24,261.7
2022-07-11 15:45:00,0,0,2.04,2,0.034,26.51,33,20.78,262.2
2022-07-11 15:50:00,0.05,0,2.03,2,0.024,26.38,33,18.92,276.6
2022-07-11 15:55:00,0.01,0,2.02,2.01,0.012,26.29,32,19.51,270.6
2022-07-11 16:00:00,0.06,0,2.03,2,0.03,26.78,33,18.07,268
2022-07-11 16:05:00,0.11,0,2.04,2,0.037,27.11,33,17.73,272.1
2022-07-11 16:10:00,0.19,0,2.04,2,0.032,26.77,32,19.02,279
2022-07-11 16:15:00,0.21,0,2.04,2,0.037,26.63,33,19.54,264.9
2022-07-11 16:20:00,0.13,0.09,2.02,2,0.016,26.15,35,20.55,266
2022-07-11 16:25:00,0.1,0,2.03,2,0.026,26.03,35,17.07,252.4
2022-07-11 16:30:00,0.1,0,2.03,2,0.024,26.18,35,15.63,265.7
2022-07-11 16:35:00,0.16,0,2.03,2,0.029,26.81,34,19.46,270.5
2022-07-11 16:40:00,0,0,2.03,2,0.034,26.97,34,19.15,277.4
2022-07-11 16:45:00,0.06,0,2.04,2,0.035,26.87,33,21.98,265.5
2022-07-11 16:50:00,0.03,0,2.03,2,0.028,26.35,34,19.12,270.6
2022-07-11 16:55:00,0.01,0,2.04,2,0.033,26.08,35,18.67,271.8
2022-07-11 17:00:00,0.08,0,2.03,2,0.029,26.53,34,21.18,264.9
2022-07-11 17:05:00,0.17,0,2.05,2,0.042,26.5,34,17.28,268.7
2022-07-11 17:10:00,0.14,0,2.03,2.01,0.025,26.86,34,17.04,293
2022-07-11 17:15:00,0,0.11,2.05,2.01,0.043,27.11,34,16.87,291
2022-07-11 17:20:00,0,0,2.04,2.01,0.039,27.06,34,20.76,287.7
2022-07-11 17:25:00,0,0,2.02,2,0.017,26.99,34,17.66,282.7
2022-07-11 17:30:00,0,0,2.04,2.01,0.034,27.07,34,13.76,281.2
2022-07-11 17:35:00,0.12,0.06,2.05,2.01,0.038,27.08,34,15.62,293.4
2022-07-11 17:40:00,1.07,0,2.05,2.01,0.045,26.88,34,15.22,277.5
2022-07-11 17:45:00,4.87,0.13,2.06,2.02,0.044,26.94,35,21.78,292.3
2022-07-11 17:50:00,1.85,0.01,2.05,2.02,0.034,26.76,36,19.58,290.2
2022-07-11 17:55:00,9.17,0.08,2.05,2.01,0.036,26.61,36,18.09,293.8
2022-07-11 18:00:00,6.53,0,2.05,2.01,0.036,26.5,37,19.12,289.3
2022-07-11 18:05:00,0.95,0,2.04,2.01,0.027,26.43,36,18.22,290.5
2022-07-11 18:10:00,5.33,0,2.06,2.01,0.046,26.42,36,14.21,295.6
2022-07-11 18:15:00,6.17,0.08,2.05,2.02,0.027,26.48,37,14.54,297.8
2022-07-11 18:20:00,1.36,0,2.05,2.01,0.04,26.35,36,15.95,295.8
2022-07-11 18:25:00,0.99,0.07,2.06,2.02,0.037,26.43,37,11.74,295.9
2022-07-11 18:30:00,0.24,0,2.05,2.02,0.031,26.35,36,13.85,295.2
2022-07-11 18:35:00,0.08,0,2.07,2.03,0.045,26.43,37,12.22,282.5
2022-07-11 18:40:00,0.19,0,2.04,2.02,0.024,26.3,36,16.02,280
2022-07-11 18:45:00,0.22,0.1,2.07,2.02,0.041,25.98,38,19.02,272.5
2022-07-11 18:50:00,0.18,0,2.06,2.03,0.03,25.78,39,17.55,272.9
2022-07-11 18:55:00,0.1,0,2.07,2.03,0.043,25.78,39,17,277
2022-07-11 19:00:00,0.15,0,2.06,2.02,0.042,25.6,38,17.64,276.9
2022-07-11 19:05:00,0.18,0,2.05,2.02,0.033,25.54,38,15.65,286.3
2022-07-11 19:10:00,0.14,0,2.05,2.01,0.037,25.44,39,14.03,282.9
2022-07-11 19:15:00,0.18,0,2.04,2.01,0.026,25.4,38,15.54,280.4
2022-07-11 19:20:00,0,0.06,2.06,2.02,0.039,25.3,39,12.41,271.2
2022-07-11 19:25:00,0,0.03,2.06,2.03,0.034,25.1,40,12.71,274.7
2022-07-11 19:30:00,0.06,0,2.06,2.03,0.025,25.1,40,12.61,275
2022-07-11 19:35:00,0.33,0.15,2.09,2.04,0.044,25.19,41,8.61,269.9
2022-07-11 19:40:00,0.16,0.11,2.07,2.04,0.03,25.31,40,8.92,268.3
2022-07-11 19:45:00,0.07,0,2.09,2.05,0.037,25.27,41,9.36,274.5
2022-07-11 19:50:00,0.14,0,2.09,2.05,0.046,25.21,41,8.6,272.4
2022-07-11 19:55:00,0.17,0,2.09,2.04,0.05,25.2,41,9.18,275.7
2022-07-11 20:00:00,0.05,0,2.08,2.03,0.047,25.11,41,8.86,268.9
2022-07-11 20:05:00,0,0.03,2.07,2.03,0.033,25.01,41,8.9,271.3
2022-07-11 20:10:00,0.1,0,2.11,2.06,0.052,24.87,42,7.52,266.9
2022-07-11 20:15:00,0.29,0,2.11,2.07,0.04,24.72,44,6.88,266.9
2022-07-11 20:20:00,0.2,0,2.09,2.06,0.037,24.57,44,6.61,265.1
2022-07-11 20:25:00,0.05,0.09,2.09,2.04,0.054,24.52,45,5.27,267.7
2022-07-11 20:30:00,0.46,0,2.07,2.03,0.047,24.58,45,4.36,274.9
2022-07-11 20:35:00,0.4,0.24,2.09,2.02,0.062,24.09,47,2.48,258.5
2022-07-11 20:40:00,0.42,0.06,2.09,2.02,0.069,22.86,52,2.8,238.9
2022-07-11 20:45:00,0.27,0.23,2.09,2.02,0.068,22.23,58,2.21,230.6
2022-07-11 20:50:00,0.25,0.32,2.11,2.03,0.078,21.24,64,1.88,248.4
2022-07-11 20:55:00,4.7,2.58,2.24,2.17,0.075,20.17,67,2.06,223.4
2022-07-11 21:00:00,13.24,5.87,2.39,2.32,0.072,19.62,68,3.25,85.9
2022-07-11 21:05:00,25.89,8.24,2.49,2.41,0.074,19.44,67,3.48,93.4
2022-07-11 21:10:00,24.78,6.66,2.49,2.41,0.083,19.36,67,2.82,91
2022-07-11 21:15:00,19.99,5.55,2.47,2.39,0.078,19.27,68,3.21,92.7
2022-07-11 21:20:00,17.81,5.51,2.44,2.36,0.085,19.16,69,3.7,103.2
2022-07-11 21:25:00,14.74,4.86,2.45,2.38,0.075,18.9,70,3.54,95.9
2022-07-11 21:30:00,12.81,4.76,2.39,2.31,0.082,18.49,75,2.89,52.61
2022-07-11 21:35:00,9.39,3.87,2.37,2.29,0.081,18.33,79,2.22,19.62
2022-07-11 21:40:00,5.37,1.91,2.33,2.27,0.067,18.18,80,1.52,319.7
2022-07-11 21:45:00,3.63,1.69,2.3,2.22,0.074,17.92,81,2.26,42.2
2022-07-11 21:50:00,2.43,1.38,2.25,2.19,0.069,17.71,83,2.38,355.4
2022-07-11 21:55:00,2.05,1.22,2.23,2.16,0.069,17.73,84,1.7,24
2022-07-11 22:00:00,1.89,1.35,2.27,2.2,0.072,17.62,86,0,0
2022-07-11 22:05:00,2.01,2.37,2.83,2.72,0.108,17.29,86,0,0
2022-07-11 22:10:00,1.93,1.67,2.97,2.86,0.111,16.98,86,0,0
2022-07-11 22:15:00,1.62,1.33,2.7,2.6,0.095,16.81,86,0,0
2022-07-11 22:20:00,2.08,1.76,3.07,2.95,0.121,16.95,86,0,197.6
2022-07-11 22:25:00,1.8,1.75,3.2,3.06,0.136,16.88,88,0,23.76
2022-07-11 22:30:00,1.1,1.21,2.77,2.68,0.096,16.84,87,0.16,279.8
2022-07-11 22:35:00,1.84,0.93,2.59,2.51,0.084,17.2,76,0.5,256.4
2022-07-11 22:40:00,2.22,0.49,2.27,2.21,0.06,18.8,61,6.51,249.7
2022-07-11 22:45:00,2.28,0,2.13,2.08,0.047,19.88,55,10.19,251.4
2022-07-11 22:50:00,2.33,0.16,2.1,2.06,0.039,20.48,52,10.22,250.6
2022-07-11 22:55:00,2.09,0,2.08,2.05,0.026,20.39,52,10.46,249.7
2022-07-11 23:00:00,1.66,0.04,2.1,2.05,0.05,20.09,54,10.65,247.2
2022-07-11 23:05:00,1.53,0.11,2.1,2.05,0.047,19.91,54,11.09,246.9
2022-07-11 23:10:00,1.56,0,2.09,2.06,0.038,19.95,53,11.5,251.2
2022-07-11 23:15:00,1.76,0.16,2.08,2.05,0.026,20.18,52,11.11,254.7
2022-07-11 23:20:00,1.6,0.13,2.08,2.05,0.034,20.34,50,10.55,261.9
2022-07-11 23:25:00,0.91,0.03,2.08,2.05,0.037,20.37,50,8.56,270.7
2022-07-11 23:30:00,0.67,0.1,2.07,2.05,0.027,20.29,50,8.14,275.1
2022-07-11 23:35:00,0.57,0.05,2.07,2.04,0.025,20.12,51,6.34,276.6
2022-07-11 23:40:00,0.67,0.11,2.08,2.05,0.032,19.71,52,6.02,267.6
2022-07-11 23:45:00,0.9,0.24,2.2,2.16,0.04,19.26,61,3.15,304.4
2022-07-11 23:50:00,0.7,0.44,2.36,2.3,0.061,18.45,68,4.07,30.64
2022-07-11 23:55:00,0.65,0.41,2.56,2.49,0.07,17.75,74,4.43,56.11
2022-07-12 00:00:00,0.54,0.63,2.53,2.48,0.051,17.3,76,3.86,73.32
2022-07-12 00:05:00,0.52,0.56,2.53,2.46,0.07,17.03,76,4.36,113.8
2022-07-12 00:10:00,1.86,1.33,2.45,2.38,0.068,16.7,76,4.62,131
2022-07-12 00:15:00,2.49,1.41,2.42,2.36,0.064,16.38,75,4.76,129.5
2022-07-12 00:20:00,2.65,1.5,2.36,2.3,0.06,16.14,75,4.57,154
2022-07-12 00:25:00,2.36,1.32,2.31,2.26,0.05,15.74,76,4.02,156.3
2022-07-12 00:30:00,2.78,1.08,2.26,2.22,0.046,15.82,73,4.07,170.6
2022-07-12 00:35:00,2.6,1.14,2.27,2.21,0.058,15.67,74,3.36,168.9
2022-07-12 00:40:00,2.36,1.4,2.29,2.23,0.06,15.42,76,3.42,180.1
2022-07-12 00:45:00,1.94,1.56,2.32,2.25,0.073,15.2,78,4.19,185
2022-07-12 00:50:00,1.61,1.28,2.32,2.25,0.077,15.53,78,5.51,145.7
2022-07-12 00:55:00,1.02,1.31,2.37,2.29,0.08,15.35,83,4.53,135.9
2022-07-12 01:00:00,0.9,1.15,2.66,2.58,0.073,15.45,86,4.92,146.6
2022-07-12 01:05:00,0.9,1.46,2.48,2.4,0.08,15.22,82,5.14,157.7
2022-07-12 01:10:00,0.87,1.82,2.51,2.4,0.107,15.17,82,5.78,154.2
2022-07-12 01:15:00,0.81,1.88,2.47,2.37,0.102,15.39,81,4.93,153
2022-07-12 01:20:00,1.02,1.85,2.45,2.35,0.101,15.38,81,4.96,146.3
2022-07-12 01:25:00,0.64,1.78,2.4,2.32,0.086,15.13,82,5.9,151.7
2022-07-12 01:30:00,0.67,1.53,2.37,2.29,0.083,15.1,83,7.29,154.1
2022-07-12 01:35:00,0.67,1.43,2.34,2.26,0.079,15.02,85,6.71,148.6
2022-07-12 01:40:00,0.46,1.18,2.3,2.23,0.07,14.99,86,6.3,154.6
2022-07-12 01:45:00,0.34,1.34,2.28,2.21,0.067,14.85,88,7.23,154.5
2022-07-12 01:50:00,0.32,1.35,2.25,2.19,0.062,14.76,87,6.31,153
2022-07-12 01:55:00,0.39,1.39,2.25,2.19,0.061,14.68,88,6.5,146.9
2022-07-12 02:00:00,0.44,1.33,2.26,2.19,0.069,14.46,89,6.18,151.5
2022-07-12 02:05:00,0.45,1.28,2.25,2.19,0.061,14.41,89,6.92,150.3
2022-07-12 02:10:00,0.46,1.3,2.25,2.18,0.065,14.32,89,5.56,149.1
2022-07-12 02:15:00,0.28,1.3,2.24,2.17,0.067,14.3,88,5.51,154
2022-07-12 02:20:00,0.36,0.97,2.2,2.15,0.053,14.29,87,3.46,222.3
2022-07-12 02:25:00,0.29,1.23,2.23,2.16,0.065,14.02,87,5.62,152
2022-07-12 02:30:00,0.18,0.82,2.2,2.15,0.055,13.88,88,7.24,150.4
2022-07-12 02:35:00,0.32,0.95,2.22,2.16,0.061,13.95,88,8.06,151.5
2022-07-12 02:40:00,0.27,1.06,2.24,2.18,0.057,14.03,87,8.49,153.5
2022-07-12 02:45:00,0.19,1.17,2.25,2.19,0.059,14.11,86,6.56,149.4
2022-07-12 02:50:00,0.21,1.12,2.24,2.19,0.055,13.97,87,4.86,166.8
2022-07-12 02:55:00,0.1,1.52,2.24,2.18,0.06,13.83,88,4.48,171.3
2022-07-12 03:00:00,0.26,1.92,Z/S,Z/S,Z/S,13.77,89,4.61,180.5
2022-07-12 03:05:00,Z/S,1.89,Z/S,Z/S,Z/S,13.7,89,4.15,164.2
2022-07-12 03:10:00,Z/S,1.96,Z/S,Z/S,Z/S,13.48,90,5.64,158.9
2022-07-12 03:15:00,Z/S,1.74,Z/S,Z/S,Z/S,13.33,90,6.2,154.3
2022-07-12 03:20:00,Z/S,1.83,Z/S,Z/S,Z/S,13.34,90,7.83,153.9
2022-07-12 03:25:00,Z/S,1.64,Z/S,Z/S,Z/S,13.54,89,6.93,151
2022-07-12 03:30:00,Z/S,1.32,Z/S,Z/S,Z/S,13.52,88,7.8,152.5
2022-07-12 03:35:00,Z/S,1.01,Z/S,Z/S,Z/S,13.76,87,9.58,158.8
2022-07-12 03:40:00,Z/S,0.82,Z/S,Z/S,Z/S,13.83,86,7.61,160.2
2022-07-12 03:45:00,Z/S,1.15,Z/S,Z/S,Z/S,13.73,87,9.93,153.5
2022-07-12 03:50:00,Z/S,1.39,Z/S,Z/S,Z/S,13.65,87,9.36,152.5
2022-07-12 03:55:00,Z/S,1.97,Z/S,Z/S,Z/S,13.6,89,8.79,152.4
2022-07-12 04:00:00,0.28,2.14,2.25,2.19,0.057,13.54,89,7.13,154.2
2022-07-12 04:05:00,0.18,Z/S,2.25,2.19,0.062,13.65,89,7.78,152.4
2022-07-12 04:10:00,0.26,Z/S,2.23,2.18,0.053,13.72,88,8.72,152.7
2022-07-12 04:15:00,0.27,Z/S,2.23,2.18,0.051,13.74,86,10.25,154.5
2022-07-12 04:20:00,0.16,Z/S,2.26,2.19,0.068,13.76,87,7.87,140.5
2022-07-12 04:25:00,0.24,Z/S,2.26,2.19,0.066,13.71,88,11.79,135.7
2022-07-12 04:30:00,0.39,Z/S,2.24,2.19,0.05,14,87,12.21,110.2
2022-07-12 04:35:00,0.18,Z/S,2.26,2.2,0.063,14.32,85,9.69,108.5
2022-07-12 04:40:00,0.03,Z/S,2.23,2.18,0.051,14.11,85,12.89,120.4
2022-07-12 04:45:00,0.17,Z/S,2.21,2.18,0.034,13.9,85,14.36,128.1
2022-07-12 04:50:00,0.23,Z/S,2.25,2.19,0.058,13.8,86,11.33,133.7
2022-07-12 04:55:00,0.44,Z/S,2.24,2.2,0.043,13.78,86,12.28,127.3
2022-07-12 05:00:00,0.37,Z/S,2.27,2.21,0.058,13.81,84,11.96,127
2022-07-12 05:05:00,0.18,2.77,2.31,2.24,0.072,13.98,84,10.41,131.4
2022-07-12 05:10:00,0.24,3.58,2.43,2.33,0.098,14.29,83,8.88,138.1
2022-07-12 05:15:00,0.42,3.96,2.51,2.4,0.11,14.7,81,8.24,141
2022-07-12 05:20:00,0.31,4.18,2.51,2.4,0.113,14.89,81,8.31,147.3
2022-07-12 05:25:00,0.22,3.83,2.42,2.32,0.1,14.98,79,10.14,138.6
2022-07-12 05:30:00,0.45,2.86,2.33,2.24,0.083,15.29,77,9.75,139.1
2022-07-12 05:35:00,0.44,2.24,2.29,2.22,0.07,15.51,75,10.23,138.6
2022-07-12 05:40:00,0.57,2.41,2.32,2.24,0.081,15.8,73,10.42,131.9
2022-07-12 05:45:00,1.06,2.2,2.34,2.25,0.096,16.09,71,10.05,134.9
2022-07-12 05:50:00,2.36,1.35,2.31,2.22,0.087,16.25,70,9.22,143.2
2022-07-12 05:55:00,1.56,1.49,2.35,2.25,0.092,16.59,69,9.27,146
2022-07-12 06:00:00,0.65,1.57,2.4,2.31,0.09,16.87,69,10.12,146.9
2022-07-12 06:05:00,0.46,1.75,2.42,2.33,0.093,16.25,70,9.45,149
2022-07-12 06:10:00,0.61,1.67,2.34,2.26,0.088,15.87,73,10.22,142.5
2022-07-12 06:15:00,0.69,1.01,2.22,2.16,0.061,15.73,73,12.06,138.6
2022-07-12 06:20:00,1.58,0.88,2.16,2.12,0.046,15.78,74,7.81,146.5
2022-07-12 06:25:00,9.75,1.06,2.16,2.11,0.047,15.85,72,4.84,169.1
2022-07-12 06:30:00,30.5,1.11,2.16,2.11,0.051,16,71,4.47,165.7
2022-07-12 06:35:00,43.49,0.88,2.18,2.11,0.079,16.15,70,3.97,172.8
2022-07-12 06:40:00,18.92,0.67,2.16,2.1,0.056,16.26,68,5.71,157.9
2022-07-12 06:45:00,8.59,0.56,2.17,2.1,0.065,16.4,68,5.93,154.5
2022-07-12 06:50:00,4.48,0.5,2.17,2.11,0.061,16.37,69,6.34,142.1
2022-07-12 06:55:00,3.34,0.37,2.16,2.1,0.054,16.37,69,7.96,139.3
2022-07-12 07:00:00,2.93,0.28,2.16,2.1,0.061,16.32,69,8.51,136
2022-07-12 07:05:00,2.55,0,2.16,2.1,0.054,16.35,72,8.82,122.8
2022-07-12 07:10:00,2.51,0.36,2.13,2.09,0.037,16.4,73,7.68,122.2
2022-07-12 07:15:00,2.42,0.34,2.15,2.09,0.06,16.33,72,6.95,105.1
2022-07-12 07:20:00,2.79,0.39,2.16,2.1,0.06,16.24,72,3.38,131
2022-07-12 07:25:00,2.78,0.5,2.17,2.12,0.054,16.12,72,6.31,328
2022-07-12 07:30:00,1.49,0.26,2.16,2.12,0.045,16.03,73,10.94,288
2022-07-12 07:35:00,0.7,0.13,2.13,2.1,0.028,16.18,73,8.72,298.5
2022-07-12 07:40:00,0.68,0.36,2.13,2.11,0.016,16.27,71,3.78,279.9
2022-07-12 07:45:00,0.64,0.33,2.15,2.11,0.04,16.2,76,4.38,199.4
2022-07-12 07:50:00,0.58,0.05,2.15,2.11,0.037,15.9,83,4.55,115.2
2022-07-12 07:55:00,0.53,0.2,2.18,2.13,0.047,15.57,89,6.1,110.3
2022-07-12 08:00:00,0.59,0.32,2.25,2.2,0.058,15.45,90,7.15,130.2
2022-07-12 08:05:00,0.58,0.34,2.21,2.15,0.061,15.4,91,5.28,146.1
2022-07-12 08:10:00,0.83,0.53,2.21,2.16,0.056,15.52,88,4.72,158.1
2022-07-12 08:15:00,0.62,0.38,2.21,2.15,0.061,15.75,88,4.3,162.6
2022-07-12 08:20:00,0.82,0.61,2.19,2.14,0.05,16.09,89,5.85,144.2
2022-07-12 08:25:00,0.8,0.63,2.23,2.16,0.072,16.2,87,8.02,136.5
2022-07-12 08:30:00,0.7,1.14,2.29,2.21,0.087,16.13,84,9.03,147.3
2022-07-12 08:35:00,0.83,1.37,2.32,2.24,0.081,16.08,82,9.49,150.7
2022-07-12 08:40:00,0.7,1.6,2.36,2.26,0.095,15.93,83,8.32,156.6
2022-07-12 08:45:00,0.59,2.19,2.33,2.23,0.1,16.07,80,5.65,171.2
2022-07-12 08:50:00,0.92,2.96,2.38,2.27,0.119,16.45,80,6.91,162.7
2022-07-12 08:55:00,0.71,2.78,2.31,2.2,0.114,16.88,78,7.13,156.9
2022-07-12 09:00:00,0.68,2.87,2.26,2.16,0.096,17.24,78,5.81,162.4
2022-07-12 09:05:00,0.78,2.42,2.24,2.16,0.086,17.52,78,5.8,159.1
2022-07-12 09:10:00,0.5,2.49,2.23,2.16,0.075,17.69,79,4.03,179.1
2022-07-12 09:15:00,0.51,2.81,2.29,2.2,0.09,17.82,76,4.99,169.4
2022-07-12 09:20:00,0.52,2.8,2.36,2.25,0.112,17.96,75,4.74,188
2022-07-12 09:25:00,0.76,2.58,2.4,2.29,0.109,18.18,74,6.31,164.9
2022-07-12 09:30:00,0.57,2.03,2.42,2.31,0.114,18.41,74,5.96,170
2022-07-12 09:35:00,0.59,1.45,2.39,2.28,0.106,18.53,72,5.67,151.1
2022-07-12 09:40:00,0.49,1.52,2.46,2.35,0.113,18.79,72,4.61,164.2
2022-07-12 09:45:00,0.46,1.12,2.38,2.28,0.098,19.01,71,4.36,163
2022-07-12 09:50:00,0.53,1.22,2.36,2.25,0.104,18.94,73,4.77,158.4
2022-07-12 09:55:00,0.39,2.03,2.44,2.31,0.123,18.9,74,4.99,154.1
2022-07-12 10:00:00,0.52,2.14,2.49,2.35,0.142,18.92,75,5.49,154.7
2022-07-12 10:05:00,0.31,1.98,2.51,2.38,0.136,19.06,76,4.64,163.5
2022-07-12 10:10:00,0.61,1.28,2.42,2.3,0.116,19.27,73,10.38,139
2022-07-12 10:15:00,0.5,0.69,2.27,2.17,0.092,19.04,73,13.82,135.9
2022-07-12 10:20:00,0.59,0.32,2.16,2.09,0.068,18.75,76,12.77,137.9
2022-07-12 10:25:00,0.37,0.25,2.12,2.07,0.05,18.61,75,15.11,136.8
2022-07-12 10:30:00,0.37,0.32,2.11,2.07,0.044,18.52,76,14.06,138.3
2022-07-12 10:35:00,0.42,0.66,2.14,2.1,0.041,18.31,77,10.68,147.2
2022-07-12 10:40:00,0.23,0.3,2.22,2.15,0.062,18.04,80,6.7,154.9
2022-07-12 10:45:00,0.27,0.53,2.18,2.12,0.061,18.2,79,6.61,161.6
2022-07-12 10:50:00,0.15,0.22,2.2,2.14,0.066,18.33,80,6.76,145.2
2022-07-12 10:55:00,0.22,0.13,2.18,2.13,0.052,18.19,82,9.52,136.6
2022-07-12 11:00:00,0.11,0.25,2.16,2.1,0.058,18.16,81,4.76,193.7
2022-07-12 11:05:00,0.27,0.42,2.18,2.12,0.063,18.29,80,5.15,181.8
2022-07-12 11:10:00,0.34,0.34,2.19,2.12,0.065,18.68,77,5.35,150
2022-07-12 11:15:00,0.61,0.51,2.21,2.13,0.082,18.8,76,5.02,226.2
2022-07-12 11:20:00,2.22,0.84,2.19,2.09,0.103,19.08,76,3.33,223.9
2022-07-12 11:25:00,4.96,0.82,2.17,2.07,0.1,19.47,72,2.67,228.7
2022-07-12 11:30:00,7.9,1.49,2.2,2.09,0.109,19.69,72,3.85,245.2
2022-07-12 11:35:00,23.35,2.98,2.28,2.18,0.103,19.81,69,3.48,263.9
2022-07-12 11:40:00,19.93,2.07,2.28,2.18,0.1,19.81,68,9.15,285
2022-07-12 11:45:00,2.08,0.97,2.38,2.3,0.08,19.7,66,10.8,276.1
2022-07-12 11:50:00,1.49,0.48,2.27,2.2,0.068,19.8,68,4.55,211.2
2022-07-12 11:55:00,1.29,0.55,2.27,2.21,0.063,19.92,69,3.97,158.2
2022-07-12 12:00:00,1.96,0.62,2.29,2.21,0.078,20.24,70,5.79,142.1
2022-07-12 12:05:00,2.9,1.23,2.35,2.26,0.095,20.61,71,8.27,134.1
2022-07-12 12:10:00,4.38,1.25,2.35,2.26,0.092,21.1,68,7.45,139.5
2022-07-12 12:15:00,4.56,1.48,2.39,2.29,0.104,21.3,66,6.13,134
2022-07-12 12:20:00,16.16,1.91,2.44,2.32,0.117,21.78,64,6.66,118.1
2022-07-12 12:25:00,18.93,1.84,2.46,2.34,0.123,22.26,65,8.02,119.3
2022-07-12 12:30:00,21.92,1.31,2.42,2.29,0.122,22.53,61,8.48,117.3
2022-07-12 12:35:00,22.69,1.96,2.43,2.29,0.135,22.59,60,6.83,126.3
2022-07-12 12:40:00,20.64,1.86,2.43,2.29,0.141,23,60,6.13,145.7
2022-07-12 12:45:00,29.96,1.51,2.35,2.22,0.129,23.8,57,5.51,156
2022-07-12 12:50:00,16.71,0.58,2.28,2.18,0.099,24.63,56,5.34,155.8
2022-07-12 12:55:00,4.97,0.9,2.28,2.18,0.102,24.42,57,10.41,134.9
2022-07-12 13:00:00,8.29,1.09,2.29,2.18,0.111,24.09,59,8.98,136.7
2022-07-12 13:05:00,10.05,1.12,2.28,2.17,0.116,23.88,60,5.75,153.6
2022-07-12 13:10:00,6.95,1,2.27,2.14,0.127,24.96,56,3.81,191.5
2022-07-12 13:15:00,2.59,0.8,2.26,2.12,0.137,25.43,53,2.72,123.7
2022-07-12 13:20:00,2.57,0.55,2.24,2.12,0.124,25.33,54,3.09,112.6
2022-07-12 13:25:00,1.61,0.48,2.24,2.1,0.133,25.33,54,3.5,111
2022-07-12 13:30:00,2.33,0.69,2.22,2.09,0.134,25.8,53,5.93,131
2022-07-12 13:35:00,6.43,0.44,2.21,2.09,0.125,25.76,55,7.48,96.7
2022-07-12 13:40:00,4.99,0.54,2.23,2.09,0.133,25.81,56,6.39,103.8
2022-07-12 13:45:00,3.27,0.45,2.23,2.1,0.129,25.74,56,4.15,96.6
2022-07-12 13:50:00,5,0.58,2.22,2.1,0.126,25.54,56,4.14,36.84
2022-07-12 13:55:00,16.84,0.77,2.34,2.21,0.132,26.14,54,7,344.6
2022-07-12 14:00:00,18.86,0.79,2.26,2.14,0.124,26.3,52,7.47,26.88
2022-07-12 14:05:00,17.57,0.93,2.24,2.12,0.124,25.94,53,6.42,22.09
2022-07-12 14:10:00,16.16,0.59,2.22,2.11,0.108,26.31,52,6.65,359.1
2022-07-12 14:15:00,14.9,0.76,2.25,2.13,0.127,26.52,51,6.5,11.76
2022-07-12 14:20:00,12.84,0.75,2.24,2.13,0.108,25.65,53,9.95,10.73
