Wood Buffalo Environmental Association - Continuous Ambient Air Quality Monitoring Program
For authorized use only
AMS02, L1, 5Mn
Exported On:,2022/08/24,10:45
Date Range:,2010/8/23,0:00,to,2022/8/23,23:00

Date/Time, SO2 (ppb), H2S (ppb), THC (ppm), NMHC (ppm), CH4 (ppm), Temp @ 2m (deg. C), RH (%), Wind Speed @ 10m (km/h), Wind Dir. @ 10m (deg.)
2022-07-06 11:15:00,0,0.61,1.99,0,1.99,23.41,44,5.99,172.2
2022-07-06 11:20:00,0,0.85,1.98,0,1.98,23.35,44,9.18,148.7
2022-07-06 11:25:00,0.1,0.5,1.99,0,1.99,23.46,42,9.44,171.7
2022-07-06 11:30:00,0.04,0.78,1.99,0,1.99,23.6,42,7.5,194.2
2022-07-06 11:35:00,0.14,0.79,1.98,0,1.98,23.54,42,6.87,144
2022-07-06 11:40:00,0.18,1.1,2.08,0.084,1.99,23.38,43,7.69,169.7
2022-07-06 11:45:00,0.03,0.82,1.99,0,1.99,23.61,43,9.1,155.7
2022-07-06 11:50:00,0.04,1.06,1.99,0,1.99,23.49,42,7.93,142.3
2022-07-06 11:55:00,0.06,0.97,1.98,0,1.98,23.55,43,6.78,133.4
2022-07-06 12:00:00,0,0.98,2.02,0,2.02,23.67,43,9.28,140.8
2022-07-06 12:05:00,0.11,1,2,0,2,23.72,43,8.66,210.7
2022-07-06 12:10:00,0.01,0.87,1.98,0,1.98,24.07,41,7.77,163.6
2022-07-06 12:15:00,0,1.2,2,0,2,24.91,40,5.02,191.8
2022-07-06 12:20:00,0,1.12,1.97,0,1.97,24.66,38,7.08,183.9
2022-07-06 12:25:00,0,0.75,1.96,0,1.96,24.33,38,8.17,193.5
2022-07-06 12:30:00,0,1.08,1.96,0,1.96,24.63,38,8.49,191.1
2022-07-06 12:35:00,0,0.9,1.97,0,1.97,24.66,37,8.98,200.3
2022-07-06 12:40:00,0,1.39,1.96,0,1.96,24.4,36,7.19,213.9
2022-07-06 12:45:00,0,0.95,1.98,0,1.98,24.26,32,10.24,217.5
2022-07-06 12:50:00,0,0.94,1.98,0,1.98,24.38,34,10.17,152.3
2022-07-06 12:55:00,0,0.57,1.98,0,1.98,24.03,32,9.15,138.3
2022-07-06 13:00:00,0,0.75,1.97,0,1.97,24.32,32,8.58,144.4
2022-07-06 13:05:00,0.13,0.69,1.96,0,1.96,24.38,33,9.91,136.7
2022-07-06 13:10:00,1.11,0.56,1.98,0,1.98,23.94,32,8.39,84.3
2022-07-06 13:15:00,0.8,0.99,1.98,0,1.98,24.29,32,4.45,161.3
2022-07-06 13:20:00,0.24,0.56,1.97,0,1.97,24.88,33,8.69,146.7
2022-07-06 13:25:00,0.17,0.45,1.98,0,1.98,25.09,32,5.98,164.7
2022-07-06 13:30:00,0.18,1.02,1.99,0,1.99,24.99,33,6.05,150.1
2022-07-06 13:35:00,0.19,1.16,1.98,0,1.98,24.88,34,9.09,176.1
2022-07-06 13:40:00,0.71,0.63,1.99,0,1.99,25.17,32,9.02,144
2022-07-06 13:45:00,0.96,0.74,1.99,0,1.99,24.56,30,10.3,136.8
2022-07-06 13:50:00,1.02,0.97,1.96,0,1.96,24.62,30,7.23,115
2022-07-06 13:55:00,1.62,0.65,2.03,0.049,1.98,24.72,29,8.33,89.9
2022-07-06 14:00:00,1.62,0.83,1.97,0,1.97,24.44,29,9.17,101.2
2022-07-06 14:05:00,3.02,0.85,1.99,0,1.99,24.5,29,8.62,138.5
2022-07-06 14:10:00,2.79,0.77,1.98,0,1.98,24.98,29,8.36,141
2022-07-06 14:15:00,1.86,0.68,1.98,0,1.98,24.98,29,6.64,135.4
2022-07-06 14:20:00,1.57,0.63,1.95,0,1.95,24.7,28,6.58,107.9
2022-07-06 14:25:00,1.91,0.99,1.95,0,1.95,24.4,28,6.98,99.7
2022-07-06 14:30:00,4.02,0.78,2.47,0.404,2.06,24.57,28,7.18,80.7
2022-07-06 14:35:00,3.75,0.8,1.97,0,1.97,24.67,29,6.89,66.96
2022-07-06 14:40:00,1.31,0.76,1.97,0,1.97,25.17,29,7.01,146.3
2022-07-06 14:45:00,0.86,0.87,1.97,0,1.97,24.96,30,8.13,110.2
2022-07-06 14:50:00,0.83,0.7,1.99,0,1.99,25.08,28,6.27,141.7
2022-07-06 14:55:00,0.75,0.66,2.01,0,2.01,25.01,27,4.82,148.2
2022-07-06 15:00:00,0.38,0.62,1.98,0,1.98,25.15,27,3.69,256.3
2022-07-06 15:05:00,3.26,0.79,1.97,0,1.97,25.37,26,7.54,81.3
2022-07-06 15:10:00,9.48,0.59,1.99,0,1.99,24.64,28,7.75,60.21
2022-07-06 15:15:00,4.88,1.03,1.99,0,1.99,24.92,28,7.13,109.7
2022-07-06 15:20:00,0.43,0.81,1.97,0,1.97,25.07,28,8.07,142.4
2022-07-06 15:25:00,0,0.57,1.97,0,1.97,25.26,28,10.17,142.4
2022-07-06 15:30:00,0.14,0.97,1.98,0,1.98,24.99,27,8.82,101
2022-07-06 15:35:00,0.31,0.83,1.98,0,1.98,25.08,26,6.28,138.8
2022-07-06 15:40:00,0,0.68,2,0,2,25.22,27,6.48,134.8
2022-07-06 15:45:00,0.02,0.65,2.01,0,2.01,25.42,27,7.69,146.1
2022-07-06 15:50:00,0,0.52,1.99,0,1.99,25.79,28,6.52,198.8
2022-07-06 15:55:00,0.08,0.75,2,0,2,25.88,26,8.14,154.7
2022-07-06 16:00:00,0.05,0.3,2.01,0,2.01,25.42,26,8.6,179.2
2022-07-06 16:05:00,0.02,0.6,2.08,0.052,2.02,25.45,27,7.09,143.2
2022-07-06 16:10:00,0,0.84,2,0,2,25.4,27,9.3,155.9
2022-07-06 16:15:00,0,0.61,1.96,0,1.96,25.2,27,9.71,190.6
2022-07-06 16:20:00,0,0.72,1.98,0,1.98,25.41,27,9,170.9
2022-07-06 16:25:00,0,0.93,1.97,0,1.97,25.38,26,8.75,146.1
2022-07-06 16:30:00,0,0.87,1.98,0,1.98,25.14,26,10.99,152.3
2022-07-06 16:35:00,0,0.74,1.98,0,1.98,25.08,25,7.06,117.9
2022-07-06 16:40:00,0,0.97,1.99,0,1.99,24.96,25,10.26,131.2
2022-07-06 16:45:00,0.17,1.02,2,0,2,25.07,25,7.86,123.1
2022-07-06 16:50:00,0,0.61,1.98,0,1.98,25.24,25,5.4,150.5
2022-07-06 16:55:00,0,0.83,1.98,0,1.98,25.5,25,6.29,135.7
2022-07-06 17:00:00,0,0.78,1.98,0,1.98,25.42,24,7.89,175.2
2022-07-06 17:05:00,0,0.5,1.98,0,1.98,25.39,23,3.49,199
2022-07-06 17:10:00,0,0.61,1.99,0,1.99,25.5,23,6.19,104.3
2022-07-06 17:15:00,0,0.47,1.98,0,1.98,25.15,24,6.89,104.1
2022-07-06 17:20:00,0,0.81,1.98,0,1.98,25.21,25,7.04,155
2022-07-06 17:25:00,0,0.97,1.98,0,1.98,25.44,25,5.83,168.6
2022-07-06 17:30:00,0.02,0.67,1.97,0,1.97,25.54,26,8.64,174.9
2022-07-06 17:35:00,0,0.92,1.98,0,1.98,25.33,25,5.64,182.5
2022-07-06 17:40:00,0.18,0.49,1.98,0,1.98,25.24,25,5.52,240.5
2022-07-06 17:45:00,0.01,0.79,1.98,0,1.98,25.49,26,4.36,199.8
2022-07-06 17:50:00,0.02,0.69,1.99,0,1.99,25.67,25,5.23,212
2022-07-06 17:55:00,0.06,0.71,1.98,0,1.98,25.54,26,4.65,183.8
2022-07-06 18:00:00,0,0.68,2.01,0,2.01,25.6,27,6.47,160.7
2022-07-06 18:05:00,0,0.87,2.02,0,2.02,25.48,27,6.61,147.1
2022-07-06 18:10:00,0,0.71,2.02,0,2.02,25.13,27,7.62,123.2
2022-07-06 18:15:00,0.05,1.22,2.02,0,2.02,24.95,28,9.16,141.9
2022-07-06 18:20:00,0,1,2.02,0,2.02,24.9,28,7.96,149.6
2022-07-06 18:25:00,0,0.56,2.01,0,2.01,24.89,27,7.39,143.1
2022-07-06 18:30:00,0,0.32,2,0,2,24.9,27,6.73,158.7
2022-07-06 18:35:00,0,0.57,2,0,2,24.85,28,7.04,151.9
2022-07-06 18:40:00,0,0.69,2,0,2,24.61,28,6.49,160.7
2022-07-06 18:45:00,0,0.92,2,0,2,24.31,29,6.38,166.1
2022-07-06 18:50:00,0,0.69,2.02,0,2.02,24.17,29,5.86,151.2
2022-07-06 18:55:00,0.03,0.86,2.03,0,2.03,24.24,30,5.54,129.5
2022-07-06 19:00:00,0,0.77,2.02,0,2.02,23.99,31,5.06,126.5
2022-07-06 19:05:00,0,1.02,2.05,0,2.05,23.72,32,5.88,121.1
2022-07-06 19:10:00,0,0.57,2.06,0,2.06,23.44,34,5.04,113.7
2022-07-06 19:15:00,0,0.49,2.04,0,2.04,23.24,35,4.82,101.8
2022-07-06 19:20:00,0.02,0.33,2.03,0,2.03,22.81,38,4.14,100.4
2022-07-06 19:25:00,0.16,0.34,2.04,0,2.04,22.29,40,4.33,91.8
2022-07-06 19:30:00,0.26,0.91,2.04,0,2.04,21.88,40,4.46,124.9
2022-07-06 19:35:00,0.16,1.01,2.03,0,2.03,21.58,42,4.22,132
2022-07-06 19:40:00,0.02,0.94,2.04,0,2.04,21.23,42,4.69,139.7
2022-07-06 19:45:00,0.01,1.18,2.02,0,2.02,21.08,43,4.69,141
2022-07-06 19:50:00,0.08,0.92,2.04,0,2.04,21.05,42,5.63,150.5
2022-07-06 19:55:00,0.12,0.74,2.05,0,2.05,20.78,44,5.46,146.9
2022-07-06 20:00:00,0,0.63,2.07,0,2.07,20.89,44,6.24,147
2022-07-06 20:05:00,0,0.93,2.08,0,2.08,20.53,45,5.37,146.8
2022-07-06 20:10:00,0,0.91,2.07,0,2.07,20.57,45,5.23,153.8
2022-07-06 20:15:00,0,0.48,2.08,0,2.08,20.44,46,5.69,146.1
2022-07-06 20:20:00,0,0.6,2.13,0,2.13,20.39,46,5.66,148.8
2022-07-06 20:25:00,0,0.75,2.17,0,2.17,20.12,47,5.68,148.3
2022-07-06 20:30:00,0,0.69,2.29,0.067,2.23,19.96,48,6.23,150.9
2022-07-06 20:35:00,0,0.34,2.51,0.19,2.32,20.1,48,6.1,152.4
2022-07-06 20:40:00,0.18,0.76,2.56,0.236,2.33,19.94,49,5.63,151.2
2022-07-06 20:45:00,0,0.7,2.37,0.135,2.24,19.18,51,4.36,138
2022-07-06 20:50:00,0.01,0.81,2.48,0.222,2.26,19.13,52,4.3,136.7
2022-07-06 20:55:00,0,1.25,2.53,0.238,2.29,19.03,52,4.73,141.8
2022-07-06 21:00:00,0.09,0.74,2.55,0.242,2.3,18.48,54,4.54,139.2
2022-07-06 21:05:00,0.16,1.11,2.62,0.293,2.33,18.33,55,4.97,143.4
2022-07-06 21:10:00,0.34,0.93,2.83,0.373,2.46,18.27,56,5.16,144.3
2022-07-06 21:15:00,0.19,0.89,2.53,0.246,2.29,17.98,57,4.6,138.7
2022-07-06 21:20:00,0.07,0.77,2.95,0.444,2.51,17.79,58,4.69,133.1
2022-07-06 21:25:00,0.06,0.86,3.25,0.585,2.67,17.8,58,4.19,131.7
2022-07-06 21:30:00,0.07,1.04,3.48,0.672,2.81,17.95,58,4.93,143.5
2022-07-06 21:35:00,0.16,1.18,3.12,0.512,2.6,17.58,59,3.6,135.7
2022-07-06 21:40:00,0.23,1.5,3.58,0.701,2.87,17.1,61,3.8,119
2022-07-06 21:45:00,0.07,1.16,3.02,0.486,2.54,16.37,64,4.7,115.7
2022-07-06 21:50:00,0.15,0.97,2.75,0.368,2.38,15.89,66,5.29,103.7
2022-07-06 21:55:00,0.05,1.09,2.77,0.393,2.37,15.47,68,5.38,98.3
2022-07-06 22:00:00,0.23,0.96,2.96,0.518,2.44,15.47,67,5.27,103.9
2022-07-06 22:05:00,0.06,1.06,2.9,0.497,2.41,15.77,64,5.67,103.2
2022-07-06 22:10:00,0.32,1.21,2.83,0.477,2.36,16.34,61,6.39,105.6
2022-07-06 22:15:00,0.79,1.28,2.76,0.453,2.31,16.34,60,6.48,106.6
2022-07-06 22:20:00,1.46,1.31,2.69,0.423,2.27,17.23,56,6.77,110
2022-07-06 22:25:00,1.89,1.57,2.71,0.461,2.25,17.76,54,6.67,109.1
2022-07-06 22:30:00,1.82,1.47,2.71,0.444,2.27,17.64,54,6.66,110
2022-07-06 22:35:00,1.93,1.8,2.67,0.406,2.26,16.77,57,5.28,113.6
2022-07-06 22:40:00,1.67,1.33,2.74,0.45,2.29,16.86,57,4.08,117.8
2022-07-06 22:45:00,2.34,1.65,2.75,0.455,2.29,16.69,57,4.19,127.8
2022-07-06 22:50:00,2.48,1.28,2.85,0.509,2.35,16.81,58,4.5,114.7
2022-07-06 22:55:00,1.36,1.67,2.84,0.467,2.38,16.1,61,4.09,115.1
2022-07-06 23:00:00,1.24,1.73,2.89,0.503,2.39,15.57,63,4.68,108
2022-07-06 23:05:00,1.78,1.76,2.91,0.546,2.37,15.48,62,5.73,112.7
2022-07-06 23:10:00,2.04,1.28,2.96,0.545,2.42,16.07,61,5.16,117.9
2022-07-06 23:15:00,1.78,1.55,3.11,0.603,2.51,15.85,62,3.68,137
2022-07-06 23:20:00,2.37,1.64,3.18,0.638,2.54,15.97,62,3.61,131.2
2022-07-06 23:25:00,1.65,1.7,3.02,0.542,2.48,15.66,63,4.22,113.1
2022-07-06 23:30:00,1,1.63,3.05,0.561,2.49,15.32,64,4.47,115.7
2022-07-06 23:35:00,0.95,1.71,3.27,0.656,2.62,15.43,65,4.74,137
2022-07-06 23:40:00,0.87,1.64,3.57,0.798,2.77,15.62,64,5.07,129.8
2022-07-06 23:45:00,0.83,1.64,3.4,0.726,2.67,15.16,65,3.42,118
2022-07-06 23:50:00,0.69,1.26,3.49,0.786,2.71,15.4,65,4.1,133.7
2022-07-06 23:55:00,0.72,1.72,3.76,0.879,2.88,15.48,65,3.68,156.7
2022-07-07 00:00:00,0.61,1.76,Z/S,Z/S,Z/S,15.28,67,3.35,178.1
2022-07-07 00:05:00,Z/S,1.82,Z/S,Z/S,Z/S,15.05,69,4.13,167.3
2022-07-07 00:10:00,Z/S,1.57,Z/S,Z/S,Z/S,15.14,71,4.35,162.5
2022-07-07 00:15:00,Z/S,1.65,Z/S,Z/S,Z/S,15.35,71,4.67,152.7
2022-07-07 00:20:00,Z/S,1.76,Z/S,Z/S,Z/S,15.43,68,5.08,152.9
2022-07-07 00:25:00,Z/S,1.69,Z/S,Z/S,Z/S,15.1,69,4.7,169.9
2022-07-07 00:30:00,Z/S,1.55,Z/S,Z/S,Z/S,15.15,70,5.28,154.7
2022-07-07 00:35:00,Z/S,1.45,Z/S,Z/S,Z/S,15.29,70,3.54,164.9
2022-07-07 00:40:00,Z/S,1.68,Z/S,Z/S,Z/S,15.07,71,3.66,153.3
2022-07-07 00:45:00,Z/S,1.75,Z/S,Z/S,Z/S,14.9,71,3.27,158.5
2022-07-07 00:50:00,Z/S,1.58,Z/S,Z/S,Z/S,14.65,72,3.54,135
2022-07-07 00:55:00,Z/S,1.39,Z/S,Z/S,Z/S,14.44,74,3.38,158.1
2022-07-07 01:00:00,0.13,1.51,3.21,0.563,2.65,14.63,74,1.15,173.9
2022-07-07 01:05:00,0,Z/S,3.03,0.517,2.51,14.89,72,1.25,199.2
2022-07-07 01:10:00,0,Z/S,2.8,0.375,2.43,14.84,71,2.2,171.9
2022-07-07 01:15:00,0,Z/S,2.77,0.351,2.41,14.34,73,5.1,169.2
2022-07-07 01:20:00,0.06,34.83,2.18,0.059,2.12,14.34,72,5.57,170.1
2022-07-07 01:25:00,0,Z/S,2.33,0.113,2.22,14.47,71,5.7,171.5
2022-07-07 01:30:00,0,Z/S,2.08,0,2.08,14.82,69,6.82,172.4
2022-07-07 01:35:00,0,Z/S,2.07,0,2.07,15.06,68,6.49,171.5
2022-07-07 01:40:00,0.04,Z/S,2.06,0.008,2.06,14.75,70,7.75,165.1
2022-07-07 01:45:00,0,Z/S,2.03,0,2.03,14.93,71,4.97,162.2
2022-07-07 01:50:00,0,1.04,2.05,0,2.05,14.72,72,4.47,177.2
2022-07-07 01:55:00,0,Z/S,2.04,0,2.04,14.66,73,4.54,172.9
2022-07-07 02:00:00,0.11,Z/S,2.04,0,2.04,14.2,74,5.43,158.1
2022-07-07 02:05:00,0.08,1.18,2.1,0,2.1,14.02,75,3.87,167
2022-07-07 02:10:00,0,1,2.14,0,2.14,14.04,74,4.69,158.8
2022-07-07 02:15:00,0.15,1.12,2.29,0.12,2.17,14.06,75,5.94,170.6
2022-07-07 02:20:00,0.07,1.34,2.51,0.329,2.19,14.13,74,4.98,163.9
2022-07-07 02:25:00,0.09,1.23,2.53,0.323,2.21,13.82,76,4.97,169.6
2022-07-07 02:30:00,0.01,1.34,2.38,0.213,2.17,13.11,76,3.87,160.2
2022-07-07 02:35:00,0,1.71,2.71,0.388,2.32,12.59,80,3.72,139.9
2022-07-07 02:40:00,0.32,1.67,3.49,0.774,2.71,13.26,78,6.7,161.3
2022-07-07 02:45:00,0.98,2.16,3.44,0.772,2.67,13.61,78,6,186
2022-07-07 02:50:00,1.4,2.19,3.56,0.825,2.74,14.02,77,4.24,190.3
2022-07-07 02:55:00,1.05,1.46,3.51,0.804,2.71,14.02,76,3.42,174.2
2022-07-07 03:00:00,0.78,1.53,3.21,0.638,2.57,12.98,77,5.95,162.4
2022-07-07 03:05:00,0.55,1.91,3.38,0.74,2.64,13.07,82,5.73,167.9
2022-07-07 03:10:00,0.56,1.62,3.1,0.603,2.49,13.71,78,5.21,175.1
2022-07-07 03:15:00,0.41,1.9,3.03,0.572,2.46,13.91,76,4.56,172.6
2022-07-07 03:20:00,0.4,1.9,3,0.562,2.44,13.71,78,4.53,192.7
2022-07-07 03:25:00,0.03,1.79,3.07,0.559,2.51,13.25,77,0.8,188.5
2022-07-07 03:30:00,0,1.55,3.11,0.59,2.52,12.3,82,4.54,172.5
2022-07-07 03:35:00,0.17,1.93,3.11,0.601,2.51,12.61,83,6.65,177.2
2022-07-07 03:40:00,0.21,1.57,3.42,0.731,2.69,13.4,80,6.94,173.9
2022-07-07 03:45:00,0.22,1.7,3.83,0.898,2.94,13.28,79,4.9,176.5
2022-07-07 03:50:00,0.13,1.91,3.73,0.848,2.89,13.31,80,6.01,180.3
2022-07-07 03:55:00,0,1.41,2.86,0.447,2.41,13.32,79,5.8,194.9
2022-07-07 04:00:00,0.08,1.73,2.77,0.372,2.4,13.11,79,5.5,170.4
2022-07-07 04:05:00,0.16,1.57,2.9,0.46,2.44,12.77,81,5.83,163.5
2022-07-07 04:10:00,0.31,1.86,2.7,0.364,2.33,12.86,81,5.83,159.3
2022-07-07 04:15:00,0.06,1.3,2.71,0.398,2.31,13.04,80,5.02,148.2
2022-07-07 04:20:00,0,1.01,2.97,0.525,2.44,12.32,82,4.01,119.6
2022-07-07 04:25:00,0,1.69,3.05,0.557,2.49,12.67,82,3.04,93.7
2022-07-07 04:30:00,0.08,1.81,3.17,0.595,2.57,12.83,80,4.05,73.67
2022-07-07 04:35:00,1.01,2.28,3.35,0.711,2.64,12.62,81,5.44,118.6
2022-07-07 04:40:00,2.35,2.8,3.17,0.652,2.51,13.07,79,6.01,125.2
2022-07-07 04:45:00,6.05,4.21,3.02,0.596,2.42,13.13,79,6.42,115.8
2022-07-07 04:50:00,8.8,5.9,2.95,0.579,2.37,13.38,80,5.53,136.8
2022-07-07 04:55:00,8.63,5.52,3.03,0.591,2.44,13.76,78,5.77,150.6
2022-07-07 05:00:00,5.3,4.6,3.28,0.694,2.58,14.29,76,9.21,149.9
2022-07-07 05:05:00,2.47,3.3,3.66,0.787,2.88,14.76,74,8.86,163.5
2022-07-07 05:10:00,1.62,2.28,3.35,0.622,2.73,15.13,72,7.59,173.3
2022-07-07 05:15:00,0.98,2.14,2.99,0.479,2.51,15.27,71,7.47,173.4
2022-07-07 05:20:00,0.87,1.95,2.53,0.264,2.26,15.34,71,6.99,171.2
2022-07-07 05:25:00,0.96,1.55,2.15,0.005,2.14,15.27,72,7.17,180.8
2022-07-07 05:30:00,0.74,1.42,2.09,0,2.09,15.2,72,6.42,182.7
2022-07-07 05:35:00,0.48,1.39,2.07,0,2.07,15.16,72,4.86,183.4
2022-07-07 05:40:00,0.55,1.44,2.07,0,2.07,15.16,72,6.9,180.4
2022-07-07 05:45:00,0.21,1.6,2.06,0,2.06,15.19,72,6.17,181.6
2022-07-07 05:50:00,0.36,1.21,2.07,0,2.07,15.56,71,4.92,182.4
2022-07-07 05:55:00,0.4,1.62,2.06,0,2.06,15.89,70,6.25,178.4
2022-07-07 06:00:00,0.17,0.77,2.05,0,2.05,15.9,70,8.25,180.2
2022-07-07 06:05:00,0.05,0.85,2.05,0,2.05,16.15,69,8.23,167.9
2022-07-07 06:10:00,0.3,0.86,2.02,0,2.02,16.37,67,9.99,167.3
2022-07-07 06:15:00,0.13,0.7,2.04,0,2.04,16.49,67,8.09,166.4
2022-07-07 06:20:00,0.23,0.86,2.05,0,2.05,16.92,66,6.13,161.1
2022-07-07 06:25:00,0.19,1.02,2.06,0,2.06,17.09,65,7.77,169.1
2022-07-07 06:30:00,0.08,0.89,2.04,0,2.04,17.02,65,6.12,168.3
2022-07-07 06:35:00,0.06,0.9,2.05,0,2.05,17.64,64,5.69,175.7
2022-07-07 06:40:00,0.16,0.74,2.04,0,2.04,17.57,64,6.76,187.7
2022-07-07 06:45:00,0.2,1.03,2.04,0,2.04,17.59,63,7.37,182.1
2022-07-07 06:50:00,0.15,1.09,2.08,0,2.08,17.69,63,7.93,148.7
2022-07-07 06:55:00,0.06,0.9,2.39,0.079,2.31,18.06,62,7.65,160.7
2022-07-07 07:00:00,0.94,1.26,2.66,0.249,2.41,18.38,62,6.89,141.8
2022-07-07 07:05:00,1.72,1.6,2.77,0.364,2.41,18.29,62,5.99,143.3
2022-07-07 07:10:00,0.94,1.82,3,0.438,2.56,18.42,61,9.52,142.1
2022-07-07 07:15:00,0.31,1.35,2.94,0.368,2.57,18.64,59,6.82,141.5
2022-07-07 07:20:00,0.4,1.46,2.59,0.195,2.4,18.96,59,8.2,159.5
2022-07-07 07:25:00,0.17,1.33,2.59,0.208,2.38,19.03,58,9.44,165.5
2022-07-07 07:30:00,0.44,1.34,2.71,0.27,2.44,19.45,58,7.84,162.7
2022-07-07 07:35:00,0.26,1.07,2.75,0.288,2.46,19.59,56,10.34,150
2022-07-07 07:40:00,0.43,1.46,2.66,0.239,2.42,19.65,56,7.5,136.7
2022-07-07 07:45:00,0.2,1.33,2.62,0.212,2.41,19.74,55,8.59,139.8
2022-07-07 07:50:00,0.36,1.16,2.65,0.226,2.42,20.05,55,8.57,149.1
2022-07-07 07:55:00,0.33,1.2,2.52,0.149,2.37,20.18,54,8.32,151.2
2022-07-07 08:00:00,0.35,0.82,2.65,0.227,2.42,20.31,54,7.31,167.2
2022-07-07 08:05:00,0.46,1.06,2.62,0.219,2.4,20.38,53,6.8,180.6
2022-07-07 08:10:00,0.88,0.64,2.45,0.137,2.31,20.61,54,6.69,97
2022-07-07 08:15:00,1.64,1.44,2.32,0.128,2.19,20.58,54,6.3,110.2
2022-07-07 08:20:00,2.69,1.08,2.55,0.325,2.22,20.88,53,5.84,126.7
2022-07-07 08:25:00,3.68,1.17,2.66,0.411,2.25,21.17,52,5.04,122.1
2022-07-07 08:30:00,4.11,1.66,2.67,0.392,2.28,21.08,53,7.29,95.1
2022-07-07 08:35:00,4.57,1.5,2.66,0.378,2.28,21.32,53,6.21,142.3
2022-07-07 08:40:00,5.97,1.8,2.68,0.382,2.3,21.74,52,6.44,102.5
2022-07-07 08:45:00,4.95,1.7,2.52,0.248,2.27,21.93,51,8.49,138
2022-07-07 08:50:00,2.16,1.16,2.23,0,2.23,22.05,49,9.87,142.3
2022-07-07 08:55:00,2.91,1.41,2.2,0,2.2,22.1,50,8.93,140.1
2022-07-07 09:00:00,2.6,1.22,2.21,0,2.21,22.36,49,7.3,130.7
2022-07-07 09:05:00,3.66,1.36,2.23,0,2.23,22.33,49,7.98,102.3
2022-07-07 09:10:00,5.07,1.28,2.25,0.055,2.2,22.14,49,8.4,103.2
2022-07-07 09:15:00,6.55,1.33,2.33,0.1,2.23,22.44,49,8.33,139.5
2022-07-07 09:20:00,1.1,0.88,2.12,0,2.12,22.89,47,10.62,159
2022-07-07 09:25:00,0.63,0.93,2.09,0,2.09,23.34,46,9.76,146.6
2022-07-07 09:30:00,0.65,0.87,2.12,0,2.12,23.19,46,9.93,153
2022-07-07 09:35:00,1.73,0.91,2.11,0,2.11,23.54,46,10.6,138.1
2022-07-07 09:40:00,1.08,0.66,2.11,0,2.11,23.64,46,11.53,147.7
2022-07-07 09:45:00,0.92,0.63,2.11,0,2.11,23.85,44,14.2,142.8
2022-07-07 09:50:00,0.59,0.7,2.08,0,2.08,23.84,43,13.11,146.8
2022-07-07 09:55:00,0.45,1.19,2.06,0,2.06,24.2,43,13.21,166
2022-07-07 10:00:00,0.38,1.18,2.08,0,2.08,24.03,43,14.17,166.8
2022-07-07 10:05:00,0.5,0.58,2.05,0,2.05,24.38,43,11.36,162.3
2022-07-07 10:10:00,0.52,0.7,2.06,0,2.06,24.82,42,12.76,154.6
2022-07-07 10:15:00,0.38,0.99,2.08,0,2.08,24.66,42,13.54,150.5
2022-07-07 10:20:00,0.19,0.96,2.09,0,2.09,24.52,40,15.11,155.6
2022-07-07 10:25:00,0.44,0.86,2.02,0,2.02,24.77,38,14.11,154.3
2022-07-07 10:30:00,0.46,0.94,2,0,2,24.65,38,17.25,144.6
2022-07-07 10:35:00,0.38,1.03,2.02,0,2.02,24.64,39,15.8,146.9
2022-07-07 10:40:00,0.23,0.99,2,0,2,24.89,36,14.4,162.5
2022-07-07 10:45:00,0.07,0.93,1.95,0,1.95,24.95,36,13,127.7
2022-07-07 10:50:00,0.12,0.86,2.01,0,2.01,24.99,37,13.52,167.6
2022-07-07 10:55:00,0.13,0.45,2.01,0,2.01,25.39,35,14.26,151.4
2022-07-07 11:00:00,0.15,0.61,2.02,0,2.02,25.25,35,17.9,144.8
2022-07-07 11:05:00,0.25,0.62,2,0,2,24.95,35,18.99,144.5
2022-07-07 11:10:00,0.15,0.8,2.01,0,2.01,24.53,34,17.63,156
2022-07-07 11:15:00,0,0.98,2.02,0,2.02,24.28,36,14.91,160.9
2022-07-07 11:20:00,0.04,0.9,2.02,0,2.02,24.35,37,15.63,155.2
2022-07-07 11:25:00,0.05,0.52,2.02,0,2.02,24,36,14.44,153.9
2022-07-07 11:30:00,0,0.46,2.01,0,2.01,24.12,36,15.88,149.2
2022-07-07 11:35:00,0.06,1.21,2.01,0,2.01,23.93,37,16.98,177.6
2022-07-07 11:40:00,0.1,0.67,2,0,2,23.9,38,14.26,168.8
2022-07-07 11:45:00,0.08,0.86,2.02,0,2.02,24.09,37,13.39,157.1
2022-07-07 11:50:00,0.08,1.18,2.02,0,2.02,24.07,36,16.98,168.2
2022-07-07 11:55:00,0.08,1.04,2.01,0,2.01,24.2,36,12.55,159.6
2022-07-07 12:00:00,0.27,0.66,2.01,0,2.01,24.37,35,11.95,156.1
2022-07-07 12:05:00,0,0.54,2.02,0,2.02,24.43,33,13.15,157.2
2022-07-07 12:10:00,0.11,0.84,2.02,0,2.02,24.57,33,14.72,172.5
2022-07-07 12:15:00,0,0.86,2.03,0,2.03,24.98,32,14.23,162
2022-07-07 12:20:00,0,0.91,2,0,2,25.51,31,14.64,161.4
2022-07-07 12:25:00,0.11,0.83,1.99,0,1.99,25.42,30,17.69,154.3
2022-07-07 12:30:00,0,0.71,2,0,2,25.62,30,20.3,162.9
2022-07-07 12:35:00,0,0.79,1.99,0,1.99,25.47,29,19.55,153.4
2022-07-07 12:40:00,0.16,1.15,1.99,0,1.99,25.66,29,17.64,153.8
