Wood Buffalo Environmental Association - Continuous Ambient Air Quality Monitoring Program
For authorized use only
AMS27, L1, 5Mn
Exported On:,2022/08/24,11:06
Date Range:,2022/5/23,0:00,to,2022/8/23,23:00

Date/Time, SO2 (ppb), H2S (ppb), NO (ppb), NO2 (ppb), NOx (ppb), Temperature (deg. C), Relative Humidity (%), Wind Speed @ 10m (km/h), Wind Dir @ 10m (deg)
2022-07-21 11:35:00,0.01,Cal,-0.19,-0.05,-0.24,23.24,41,7.18,285.1
2022-07-21 11:40:00,-0.06,Cal,0.1,-0.08,0.02,23.29,42,7.77,321.1
2022-07-21 11:45:00,-0.11,Cal,0.04,-0.05,0,22.29,42,6.49,316.1
2022-07-21 11:50:00,-0.06,Cal,0.11,-0.14,-0.03,22.13,44,7.47,322.3
2022-07-21 11:55:00,0.09,Cal,0.19,-0.14,0.05,22.56,43,8.58,330.7
2022-07-21 12:00:00,-0.05,Cal,0.15,-0.09,0.06,22.38,45,6.91,333.6
2022-07-21 12:05:00,0.07,Cal,0.15,0.07,0.23,22.5,44,6.93,267.6
2022-07-21 12:10:00,-0.2,Cal,0,0.18,0.18,22.6,44,6.44,303.9
2022-07-21 12:15:00,-0.07,Cal,-0.16,0.15,-0.01,22.73,43,6.61,295.1
2022-07-21 12:20:00,1.51,Cal,0.07,0.39,0.47,22.89,42,8.34,294.5
2022-07-21 12:25:00,2.22,Cal,0.41,1.32,1.72,23.41,41,7.02,270.8
2022-07-21 12:30:00,0.16,Cal,-0.59,0.54,-0.05,23.09,41,5.25,318.3
2022-07-21 12:35:00,0.93,Cal,-0.55,0.27,-0.28,23.42,42,5.95,277.9
2022-07-21 12:40:00,2.54,Cal,0.21,1.22,1.43,23.77,40,9.3,282.1
2022-07-21 12:45:00,0.95,Cal,0.39,1.36,1.75,22.98,41,6.99,275.6
2022-07-21 12:50:00,1.19,Cal,0.27,1.23,1.5,23.52,41,9.57,306.4
2022-07-21 12:55:00,0.17,Cal,0,0.66,0.66,23.11,41,6.51,345.7
2022-07-21 13:00:00,-0.17,1,0.13,-0.02,0.1,23.51,40,7.48,335
2022-07-21 13:05:00,0.1,0.45,0.09,-0.03,0.05,23.26,40,7.67,318.3
2022-07-21 13:10:00,0.23,0.25,-0.18,0.29,0.11,23.58,40,7.33,270.6
2022-07-21 13:15:00,1.96,0.2,0.39,1.22,1.61,23.58,40,7.65,322.3
2022-07-21 13:20:00,-0.06,0.06,0.35,0.61,0.96,24.02,39,6.09,338.3
2022-07-21 13:25:00,-0.08,0.08,0.19,0.09,0.28,24.91,39,6.25,330.4
2022-07-21 13:30:00,0.11,-0.04,0.52,-0.08,0.44,25.35,37,6.52,338.2
2022-07-21 13:35:00,0.01,-0.1,0.47,-0.15,0.31,24.81,37,6.4,325.5
2022-07-21 13:40:00,0.6,-0.11,0.28,0.45,0.73,24.15,38,6.57,324.7
2022-07-21 13:45:00,-0.05,-0.12,0.51,0.26,0.76,23.84,38,6.55,318.7
2022-07-21 13:50:00,-0.17,-0.05,0.11,0.1,0.2,24.42,39,7.13,313
2022-07-21 13:55:00,-0.01,-0.03,0.1,0.16,0.26,24.34,38,8.51,330.2
2022-07-21 14:00:00,-0.23,-0.02,0.27,0.07,0.34,23.88,39,6.86,326.9
2022-07-21 14:05:00,-0.16,-0.06,0.32,0.1,0.41,24.12,37,7.54,314.7
2022-07-21 14:10:00,-0.02,-0.13,0.3,0.11,0.41,24.73,37,10.34,305.8
2022-07-21 14:15:00,0.09,-0.17,0.43,-0.16,0.27,25.03,35,7.15,344.8
2022-07-21 14:20:00,-0.05,-0.1,0.29,0.02,0.31,24.67,35,9.38,314.6
2022-07-21 14:25:00,-0.01,-0.12,0.03,0.37,0.4,24.73,35,7.66,358.3
2022-07-21 14:30:00,-0.07,-0.17,-0.1,0.3,0.2,24.64,35,7.58,330.7
2022-07-21 14:35:00,-0.08,-0.12,-0.04,0.34,0.31,24.18,36,5.64,331.3
2022-07-21 14:40:00,0.36,-0.08,0.16,0.26,0.41,23.5,38,8.91,293.7
2022-07-21 14:45:00,2.93,-0.08,0.85,1.57,2.42,23.21,39,5.48,297.5
2022-07-21 14:50:00,1.3,-0.1,0.88,2.37,3.25,23.43,40,5.41,311.4
2022-07-21 14:55:00,0.22,-0.13,0.34,1.06,1.39,23.42,39,5.44,307.6
2022-07-21 15:00:00,-0.13,-0.16,0.07,0.48,0.55,23.19,40,4.65,279.9
2022-07-21 15:05:00,-0.12,-0.01,0.18,0.27,0.46,23,41,3.36,271.3
2022-07-21 15:10:00,0.25,-0.06,0.75,0.46,1.21,23.03,43,4.35,281
2022-07-21 15:15:00,1.07,-0.19,0.96,1.5,2.45,22.9,43,4.42,315.6
2022-07-21 15:20:00,0.55,-0.21,0.64,1.39,2.03,22.97,43,5.16,294.2
2022-07-21 15:25:00,0.08,-0.24,0.31,0.63,0.94,23.09,43,4.09,282.1
2022-07-21 15:30:00,0.16,-0.22,0.11,0.4,0.51,23.13,42,4,265.8
2022-07-21 15:35:00,0.71,-0.23,0.17,1.41,1.58,23.34,44,2.8,298.9
2022-07-21 15:40:00,1.53,-0.23,0.27,2.2,2.47,23.54,44,5.52,279.3
2022-07-21 15:45:00,2.03,-0.27,0.41,2.05,2.47,23.57,40,6.31,320.1
2022-07-21 15:50:00,3.29,-0.18,0.56,2.78,3.34,23.56,42,3.46,275
2022-07-21 15:55:00,0.96,-0.17,0.49,2.46,2.95,23.09,43,5.91,273
2022-07-21 16:00:00,0.09,-0.27,0.25,0.9,1.15,22.65,45,4.4,302.2
2022-07-21 16:05:00,0.16,-0.2,0.07,0.65,0.72,21.16,57,12.94,264.3
2022-07-21 16:10:00,-0.02,-0.23,0.24,0.49,0.73,17.96,76,8.48,237.9
2022-07-21 16:15:00,-0.01,-0.08,1.28,1.14,2.42,16.98,83,6.97,176.6
2022-07-21 16:20:00,-0.03,-0.18,1.33,1.34,2.67,16.83,91,3.93,179.5
2022-07-21 16:25:00,0,-0.13,0.2,0.65,0.84,17.27,91,4.9,187.3
2022-07-21 16:30:00,0.04,-0.16,0.08,0.16,0.24,17.48,92,3.6,156.3
2022-07-21 16:35:00,0.02,-0.18,0.07,0.06,0.12,17.65,91,2.21,158.4
2022-07-21 16:40:00,-0.09,-0.13,-0.16,0.34,0.18,17.99,92,3.14,27.96
2022-07-21 16:45:00,0.03,-0.11,-0.31,0.29,-0.02,18.34,88,3.63,278.3
2022-07-21 16:50:00,0,-0.07,-0.18,0.14,-0.04,19.68,79,2.17,220.4
2022-07-21 16:55:00,-0.03,-0.07,-0.14,0.11,-0.03,19.48,86,3.71,51.09
2022-07-21 17:00:00,0.1,-0.09,-0.36,0.55,0.19,19.06,85,1.92,107.8
2022-07-21 17:05:00,0.09,-0.13,-0.02,0.28,0.27,19.55,82,1.19,183.8
2022-07-21 17:10:00,-0.13,-0.13,0.08,0.24,0.32,20.08,84,1.01,266.7
2022-07-21 17:15:00,0.04,-0.08,0.01,0.45,0.45,20.3,77,1.24,162.9
2022-07-21 17:20:00,0.02,-0.15,-0.12,0.68,0.56,20.37,78,3.27,212.4
2022-07-21 17:25:00,0.01,-0.09,-0.22,0.59,0.37,19.96,81,1.94,133.5
2022-07-21 17:30:00,0.19,-0.07,0.08,0.48,0.55,20.23,80,1.63,289.2
2022-07-21 17:35:00,0.02,-0.12,0.1,0.79,0.89,20.88,78,3.02,351.2
2022-07-21 17:40:00,0.1,-0.13,0.03,0.5,0.53,21.25,75,3.89,17.29
2022-07-21 17:45:00,0.06,-0.04,0,0.57,0.56,20.53,78,3.34,62.97
2022-07-21 17:50:00,0.24,-0.11,0.19,0.49,0.68,19.69,78,4.98,57.18
2022-07-21 17:55:00,0.1,-0.14,0.28,0.59,0.87,19.08,84,3.54,50.73
2022-07-21 18:00:00,0.11,-0.07,0.31,0.48,0.79,18.94,88,3.04,37.49
2022-07-21 18:05:00,0.39,-0.04,0.13,0.64,0.77,18.86,85,3.71,53.65
2022-07-21 18:10:00,0.08,-0.06,0.08,0.59,0.67,18.84,84,5.3,40.08
2022-07-21 18:15:00,0.46,-0.09,-0.2,0.54,0.35,19.17,76,4.59,44.66
2022-07-21 18:20:00,0.27,-0.11,-0.21,0.51,0.3,19.49,78,3.95,34.21
2022-07-21 18:25:00,0.27,-0.13,-0.01,0.46,0.46,20.13,73,3.63,37.92
2022-07-21 18:30:00,0.06,-0.13,-0.14,0.65,0.51,20.17,75,3.99,53.23
2022-07-21 18:35:00,0.15,-0.19,-0.11,0.34,0.23,19.83,77,3.37,45.51
2022-07-21 18:40:00,0.05,-0.12,-0.14,0.76,0.62,20.17,76,3.16,39.11
2022-07-21 18:45:00,0.01,-0.22,0.05,0.36,0.41,19.7,77,2.9,68.66
2022-07-21 18:50:00,0.07,-0.13,0.05,0.14,0.18,18.48,82,3.8,62.62
2022-07-21 18:55:00,0.06,-0.14,-0.23,0.23,0,17.79,87,4.14,69.14
2022-07-21 19:00:00,-0.08,-0.1,-0.24,0.17,-0.07,17.56,88,5.29,75.9
2022-07-21 19:05:00,0.23,-0.16,-0.06,0.29,0.24,17.89,83,4.73,70.97
2022-07-21 19:10:00,0.68,-0.2,0.07,0.67,0.74,17.92,83,5.63,61.16
2022-07-21 19:15:00,1.24,-0.2,0.49,0.95,1.44,17.88,82,6.76,69.05
2022-07-21 19:20:00,1.31,-0.25,0.44,1.54,1.98,17.68,81,6.13,59.37
2022-07-21 19:25:00,1.05,-0.21,0.15,1.69,1.84,17.56,81,5.55,51.05
2022-07-21 19:30:00,0.79,-0.12,0.12,1.38,1.5,17.41,81,4.5,59.16
2022-07-21 19:35:00,0.43,-0.15,-0.09,1.11,1.03,17.38,81,4.7,67.12
2022-07-21 19:40:00,0.56,-0.18,0.02,0.91,0.93,17.2,81,4.26,54.83
2022-07-21 19:45:00,0.36,-0.25,0.02,0.86,0.88,17.03,84,3.28,50.49
2022-07-21 19:50:00,0.32,-0.16,0.14,0.75,0.89,16.69,85,4.49,80.3
2022-07-21 19:55:00,0.15,-0.19,0.36,0.52,0.88,16.28,86,4.95,62.43
2022-07-21 20:00:00,0.23,-0.25,0.23,0.45,0.68,16.33,86,3.51,26.76
2022-07-21 20:05:00,0,-0.13,0.07,0.52,0.6,16.25,87,3.87,14.05
2022-07-21 20:10:00,0.2,-0.21,-0.1,0.6,0.49,16.56,82,8.69,89.9
2022-07-21 20:15:00,0.18,-0.21,0.26,0.38,0.65,16.85,79,9.47,76.07
2022-07-21 20:20:00,0.36,-0.28,0.2,0.67,0.87,16.9,78,7.64,55.59
2022-07-21 20:25:00,2.26,-0.17,0.3,1.55,1.86,17.11,74,7.32,96.7
2022-07-21 20:30:00,1.47,-0.16,0.3,2.48,2.78,16.88,77,2.61,44.21
2022-07-21 20:35:00,1,-0.21,0.17,2.6,2.77,16.41,80,2.84,206.1
2022-07-21 20:40:00,0.53,-0.15,0.47,1.88,2.34,16.03,83,3.26,230.9
2022-07-21 20:45:00,0.82,-0.17,0.56,1.9,2.46,15.84,85,2.36,219.4
2022-07-21 20:50:00,0.83,-0.16,0.29,1.91,2.2,15.64,85,3.25,205.8
2022-07-21 20:55:00,1.55,-0.12,-0.19,2.95,2.76,15.7,82,3.68,206.8
2022-07-21 21:00:00,0.77,-0.14,-0.22,2.66,2.44,15.48,84,4.6,245.8
2022-07-21 21:05:00,0.5,-0.1,0.07,1.85,1.92,15.39,85,5.51,247.6
2022-07-21 21:10:00,0.69,-0.1,0.28,1.52,1.8,15.73,83,9.95,229.8
2022-07-21 21:15:00,0.88,-0.18,0.26,1.52,1.78,16.3,79,10.21,231
2022-07-21 21:20:00,0.79,-0.21,0.16,1.18,1.34,16.7,75,5.79,258.1
2022-07-21 21:25:00,0.48,-0.17,0.11,0.94,1.05,16.31,78,4.02,250.8
2022-07-21 21:30:00,0.55,-0.13,0.1,0.91,1,16.08,78,4.75,278.5
2022-07-21 21:35:00,0.77,-0.12,0.21,1.13,1.34,16.19,76,6.43,277.6
2022-07-21 21:40:00,2.28,-0.14,0.57,2.94,3.5,16.49,73,4.18,279.1
2022-07-21 21:45:00,2.37,-0.21,0.41,4.53,4.94,16.23,74,5.75,282.7
2022-07-21 21:50:00,3.1,-0.25,0.26,4.08,4.34,16.35,72,7.49,276.8
2022-07-21 21:55:00,2.82,-0.16,0.3,4.46,4.76,16.38,71,6.88,269.4
2022-07-21 22:00:00,1.89,-0.19,0.24,3.42,3.67,16.37,70,7.56,298.1
2022-07-21 22:05:00,3.44,-0.18,0.18,3.67,3.85,16.33,70,5.44,282.2
2022-07-21 22:10:00,3.25,-0.25,0.65,5.54,6.19,16.1,71,4.39,272.4
2022-07-21 22:15:00,1.21,-0.25,0.46,3.8,4.26,15.76,73,4.65,271.5
2022-07-21 22:20:00,0.55,-0.19,0.3,0.83,1.13,15.58,74,4.5,276.2
2022-07-21 22:25:00,0.49,-0.09,0.27,0.1,0.37,15.43,75,5.28,283.5
2022-07-21 22:30:00,0.47,-0.1,0.18,0.29,0.48,15.26,75,6.18,283.4
2022-07-21 22:35:00,0.41,-0.16,0.01,0.65,0.66,15.39,74,6.27,277.6
2022-07-21 22:40:00,0.45,-0.21,0.07,0.44,0.51,15.47,74,6.72,277.5
2022-07-21 22:45:00,0.84,-0.22,0.19,0.55,0.73,15.34,75,6.11,283.9
2022-07-21 22:50:00,0.41,-0.2,0.26,0.78,1.04,15.15,76,6.55,264.6
2022-07-21 22:55:00,0.24,-0.22,0.17,0.5,0.67,14.97,78,6.4,268.8
2022-07-21 23:00:00,0.62,-0.24,-0.02,1.01,0.98,14.78,79,7.08,278.3
2022-07-21 23:05:00,0.62,-0.19,0.05,1.5,1.55,14.56,80,6.47,275.5
2022-07-21 23:10:00,0.57,-0.16,0.13,1.31,1.44,14.38,82,7.28,283.7
2022-07-21 23:15:00,0.82,-0.16,0.04,1.62,1.65,14.26,82,8.24,281.2
2022-07-21 23:20:00,1.66,-0.22,0.06,2.61,2.67,14.11,82,6.13,288.2
2022-07-21 23:25:00,1.14,-0.13,0.16,3.44,3.6,14.2,82,6.42,297.9
2022-07-21 23:30:00,0.49,-0.24,0.08,1.98,2.06,14.02,83,6.67,297.6
2022-07-21 23:35:00,0.36,-0.22,0.28,1.35,1.63,13.92,83,5.55,302.9
2022-07-21 23:40:00,0.42,-0.22,0.35,1.17,1.52,13.78,84,4.07,284.1
2022-07-21 23:45:00,0.21,-0.2,0.33,1.27,1.6,13.55,85,4.67,309.4
2022-07-21 23:50:00,0.04,-0.1,0.31,1.02,1.33,13.32,85,4.88,331.6
2022-07-21 23:55:00,0.22,-0.16,0.33,0.68,1.02,13.28,85,3.58,13.04
2022-07-22 00:00:00,0.04,-0.19,0.29,0.46,0.74,13.1,86,2.94,352
2022-07-22 00:05:00,Z/S,-0.15,0.31,0.53,0.85,12.81,87,2.28,240.1
2022-07-22 00:10:00,Z/S,-0.17,0.37,0.42,0.78,12.64,88,3.75,53.2
2022-07-22 00:15:00,Z/S,-0.26,0.22,0.57,0.79,12.43,88,3.34,284.1
2022-07-22 00:20:00,Z/S,-0.3,0.27,0.55,0.82,12.14,90,3.97,262.2
2022-07-22 00:25:00,Z/S,-0.23,0.35,0.71,1.06,12.1,90,5.23,275.9
2022-07-22 00:30:00,Z/S,-0.17,0.35,0.72,1.07,12.2,90,4.26,266.1
2022-07-22 00:35:00,Z/S,-0.12,0.31,1.52,1.83,12.15,90,5.2,296.9
2022-07-22 00:40:00,204,-0.23,0.29,1.65,1.94,12.18,90,6.22,277.9
2022-07-22 00:45:00,Z/S,-0.25,0.27,0.96,1.23,12.11,90,4.86,286.4
2022-07-22 00:50:00,Z/S,-0.21,0.11,1.34,1.45,11.89,91,3.59,282.3
2022-07-22 00:55:00,Z/S,-0.18,0.31,1.55,1.86,11.75,91,5.29,282
2022-07-22 01:00:00,0,-0.19,0.64,1.21,1.85,11.66,91,5.42,295.1
2022-07-22 01:05:00,-0.1,Z/S,0.37,1.2,1.57,11.61,91,4.18,276.7
2022-07-22 01:10:00,0.2,Z/S,0.31,2.62,2.93,11.39,91,4.71,270.2
2022-07-22 01:15:00,0.19,Z/S,0.24,2.98,3.21,11.23,92,4.04,270.6
2022-07-22 01:20:00,0.24,Z/S,0.28,2.62,2.9,11.1,92,4.73,265.3
2022-07-22 01:25:00,0.27,Z/S,0.34,2.33,2.67,11.01,93,4.8,264.3
2022-07-22 01:30:00,0.16,Z/S,0.33,1.3,1.63,11.01,93,5.59,285.8
2022-07-22 01:35:00,0,Z/S,0.35,0.82,1.17,11.05,93,5.19,282.6
2022-07-22 01:40:00,-0.07,16.44,0.08,0.71,0.8,11,93,6.77,277.6
2022-07-22 01:45:00,-0.15,Z/S,0.09,0.78,0.87,11,93,4.87,255.8
2022-07-22 01:50:00,-0.14,Z/S,0.15,0.85,1,11,93,6.43,275.4
2022-07-22 01:55:00,-0.01,Z/S,-0.28,0.88,0.6,10.93,93,7.73,279.5
2022-07-22 02:00:00,-0.1,Z/S,-0.36,0.87,0.5,10.9,94,5.92,280.7
2022-07-22 02:05:00,-0.11,-0.13,-0.26,0.69,0.43,10.93,94,4.88,282.2
2022-07-22 02:10:00,-0.01,-0.13,-0.19,1.1,0.91,11,94,5.03,272.4
2022-07-22 02:15:00,0.44,-0.11,0.06,1.82,1.89,11.06,94,4.35,271.5
2022-07-22 02:20:00,0.36,-0.13,0.26,2.13,2.39,11.1,94,4.68,286.5
2022-07-22 02:25:00,0.48,-0.09,0.17,2.07,2.24,11.11,93,6.2,288.1
2022-07-22 02:30:00,0.78,-0.1,0.12,2.7,2.83,11.2,93,6.67,274
2022-07-22 02:35:00,0.6,-0.03,0.23,2.34,2.57,11.2,93,4.85,280.6
2022-07-22 02:40:00,0.13,-0.09,0.07,1.19,1.27,11.21,93,5.74,269.9
2022-07-22 02:45:00,0.09,-0.03,-0.33,0.67,0.34,11.3,93,5.58,275.4
2022-07-22 02:50:00,-0.15,0,-0.34,0.56,0.22,11.37,93,5.63,288.7
2022-07-22 02:55:00,0.47,-0.05,-0.11,1.31,1.2,11.43,93,4.94,280
2022-07-22 03:00:00,0.33,-0.13,0.16,1.77,1.93,11.5,93,6.68,269.7
2022-07-22 03:05:00,0.03,-0.12,0.1,0.97,1.07,11.5,93,5.84,280.1
2022-07-22 03:10:00,0.18,-0.16,0.38,0.51,0.88,11.5,93,6.64,265.7
2022-07-22 03:15:00,0.19,-0.16,0.23,0.65,0.88,11.5,93,6.36,281.4
2022-07-22 03:20:00,0.02,-0.06,0.01,0.71,0.71,11.43,93,5.92,273.6
2022-07-22 03:25:00,0.04,-0.04,0.08,1.15,1.23,11.24,93,7.26,274.7
2022-07-22 03:30:00,-0.03,-0.04,0.16,1.65,1.81,11.12,93,5.84,272.1
2022-07-22 03:35:00,0.06,-0.1,0.07,0.5,0.57,11.1,94,7.46,271.3
2022-07-22 03:40:00,-0.06,-0.06,-0.01,0.5,0.49,11.2,94,6.43,280.6
2022-07-22 03:45:00,-0.02,-0.15,-0.05,0.87,0.83,11.29,93,7.48,280.1
2022-07-22 03:50:00,0.02,-0.14,-0.15,1.18,1.03,11.36,93,6.06,280.4
2022-07-22 03:55:00,0.09,-0.23,-0.05,1.25,1.19,11.4,93,4.23,301.8
2022-07-22 04:00:00,0.63,-0.17,0.05,2.1,2.14,11.4,93,5.28,282.3
2022-07-22 04:05:00,0.89,-0.14,Z/S,Z/S,Z/S,11.4,93,4.74,291.8
2022-07-22 04:10:00,0.6,-0.13,Z/S,Z/S,Z/S,11.5,93,6.35,291.2
2022-07-22 04:15:00,0.35,-0.18,Z/S,Z/S,Z/S,11.46,93,3.69,285.7
2022-07-22 04:20:00,0.17,-0.21,Z/S,Z/S,Z/S,11.34,94,3.74,306.8
2022-07-22 04:25:00,0.03,-0.23,Z/S,Z/S,Z/S,11.25,95,3.62,270.1
2022-07-22 04:30:00,0,-0.2,Z/S,Z/S,Z/S,11.2,95,5.08,284.9
2022-07-22 04:35:00,0.01,-0.26,Z/S,Z/S,Z/S,11.2,95,4.44,310.2
2022-07-22 04:40:00,0.1,-0.16,Z/S,Z/S,Z/S,11.2,95,3.37,277.9
2022-07-22 04:45:00,0.11,-0.13,Z/S,Z/S,Z/S,11.2,95,2.92,290.6
2022-07-22 04:50:00,0,-0.19,Z/S,Z/S,Z/S,11.2,95,3.62,300.7
2022-07-22 04:55:00,0.04,-0.16,Z/S,Z/S,Z/S,11.2,96,4.91,302.8
2022-07-22 05:00:00,-0.05,-0.11,Z/S,Z/S,Z/S,11.28,95,4.49,294.6
2022-07-22 05:05:00,0.16,-0.21,0.41,1.56,1.97,11.3,95,4.29,323.3
2022-07-22 05:10:00,0,-0.18,0.23,1.33,1.56,11.3,95,3.29,326.9
2022-07-22 05:15:00,0.03,-0.17,0.08,1.35,1.42,11.27,95,3.1,14.07
2022-07-22 05:20:00,-0.12,-0.21,-0.09,1.28,1.19,11.19,95,4.89,311.9
2022-07-22 05:25:00,-0.12,-0.23,0.12,0.84,0.96,11.18,95,4.19,320.3
2022-07-22 05:30:00,-0.16,-0.18,0.05,0.66,0.71,11.1,95,3.2,349.4
2022-07-22 05:35:00,-0.04,-0.15,0.07,0.62,0.69,11.08,95,2.95,283.7
2022-07-22 05:40:00,-0.09,-0.2,0.12,0.94,1.05,11,95,3.5,296.7
2022-07-22 05:45:00,0.02,-0.19,0.03,0.84,0.87,11,95,3.45,298.8
2022-07-22 05:50:00,-0.17,-0.15,0.15,0.51,0.66,11,94,4.14,305.7
2022-07-22 05:55:00,-0.24,-0.25,0.14,0.38,0.52,10.99,94,5.67,300.9
2022-07-22 06:00:00,-0.17,-0.21,0.24,0.42,0.67,10.98,93,5.82,302.4
2022-07-22 06:05:00,-0.08,-0.17,0.36,0.46,0.82,10.94,93,5.98,308.5
2022-07-22 06:10:00,-0.1,-0.1,0.42,0.39,0.81,10.89,93,7.49,290.2
2022-07-22 06:15:00,0.03,-0.22,0.25,0.57,0.82,10.81,93,4.8,309.6
2022-07-22 06:20:00,-0.1,-0.18,0.08,0.74,0.83,10.82,93,5.86,292.9
2022-07-22 06:25:00,0.06,-0.18,-0.07,0.64,0.57,10.8,93,6.3,335
2022-07-22 06:30:00,-0.12,-0.22,-0.1,0.46,0.36,10.83,93,6.69,289.9
2022-07-22 06:35:00,-0.06,-0.16,-0.13,0.76,0.64,10.89,93,7.01,296.4
2022-07-22 06:40:00,0.06,-0.18,0.03,1.1,1.13,11,92,6.76,320.7
2022-07-22 06:45:00,0,-0.24,0.22,0.92,1.14,11.06,91,8.27,296.1
2022-07-22 06:50:00,0.02,-0.13,0.35,0.68,1.03,11.21,90,8.71,302.5
2022-07-22 06:55:00,0.2,-0.17,0.41,0.82,1.23,11.46,89,6.3,298.6
2022-07-22 07:00:00,0.48,-0.21,0.52,1.2,1.72,11.75,88,5.84,312.6
2022-07-22 07:05:00,0.95,-0.14,0.7,1.96,2.66,11.86,87,6.09,298.5
2022-07-22 07:10:00,0.6,-0.13,0.36,2.04,2.4,11.89,88,3.99,300.5
2022-07-22 07:15:00,0.29,-0.15,0.34,0.95,1.3,11.87,86,6.02,312.4
2022-07-22 07:20:00,0.38,-0.14,0.26,0.95,1.21,11.73,87,9.29,292.1
2022-07-22 07:25:00,0.44,-0.2,0.37,1.1,1.47,11.72,87,5.6,316.4
2022-07-22 07:30:00,0.55,-0.24,0.28,1.26,1.54,11.8,87,6.43,318.3
2022-07-22 07:35:00,0.52,-0.16,0.28,1.46,1.74,11.88,87,4.58,276
2022-07-22 07:40:00,0.54,-0.18,0.35,1.35,1.7,12.01,86,4.71,292.1
2022-07-22 07:45:00,0.35,-0.18,0.38,0.93,1.31,12.07,86,6.35,304.8
2022-07-22 07:50:00,0.36,-0.14,0.3,0.76,1.06,12.14,85,9.03,316.9
2022-07-22 07:55:00,0.42,-0.2,0.18,0.82,1,12.44,84,7.21,313.9
2022-07-22 08:00:00,0.29,-0.18,0.27,0.7,0.97,12.61,83,9.34,295.5
2022-07-22 08:05:00,0.08,-0.14,-0.06,0.64,0.58,12.41,84,8.13,309.3
2022-07-22 08:10:00,0.28,-0.1,-0.01,0.5,0.49,12.51,83,7.93,312.2
2022-07-22 08:15:00,0.19,-0.22,0.27,0.32,0.59,12.58,82,8.06,315.6
2022-07-22 08:20:00,0.36,-0.18,0.27,0.32,0.59,12.6,83,7.96,318.4
2022-07-22 08:25:00,0.19,-0.16,0.1,0.36,0.46,12.6,82,8.15,307.5
2022-07-22 08:30:00,0.01,-0.23,0.36,0.1,0.46,12.5,83,5.6,312.8
2022-07-22 08:35:00,0.01,-0.27,0.06,0.4,0.46,12.53,84,5.62,325.5
2022-07-22 08:40:00,0.2,-0.18,0.06,0.36,0.42,12.52,83,7.58,325.7
2022-07-22 08:45:00,0.12,-0.22,0.25,0.35,0.59,12.6,83,6.83,309.3
2022-07-22 08:50:00,0.08,-0.24,0.15,0.31,0.46,12.61,83,6.32,298.1
2022-07-22 08:55:00,-0.05,-0.23,-0.06,0.57,0.52,12.75,82,8.49,321.4
2022-07-22 09:00:00,0.24,-0.25,0.08,0.48,0.56,13.05,81,8.03,311.8
2022-07-22 09:05:00,0.02,-0.28,0.38,0.38,0.77,13.15,80,9.01,313.6
2022-07-22 09:10:00,0.16,-0.29,0.52,0.39,0.91,13.21,79,6.55,301.7
2022-07-22 09:15:00,0.18,-0.25,0.78,0.19,0.96,13.65,79,5.81,301.1
2022-07-22 09:20:00,-0.01,-0.25,0.82,0.22,1.04,13.64,78,6.93,322.4
2022-07-22 09:25:00,0.16,-0.2,0.62,0.51,1.13,13.54,77,6.86,338.5
2022-07-22 09:30:00,0.25,-0.24,0.31,0.64,0.95,13.5,77,6.6,315.3
2022-07-22 09:35:00,0.26,-0.22,0.27,0.35,0.62,13.58,77,5.94,330.1
2022-07-22 09:40:00,0.38,-0.21,0.33,0.27,0.6,14.29,75,6.5,6.22
2022-07-22 09:45:00,0.23,-0.27,0.35,0.18,0.53,14.57,73,5.45,342.8
2022-07-22 09:50:00,0.51,-0.27,0.08,0.55,0.62,14.6,73,8.31,338.4
2022-07-22 09:55:00,0.4,-0.28,-0.13,0.93,0.8,13.84,75,6.9,315.3
2022-07-22 10:00:00,0.61,-0.26,0.12,0.68,0.8,13.42,77,9.12,332.6
2022-07-22 10:05:00,0.64,-0.23,0.35,0.78,1.13,13.07,78,8.1,350.5
2022-07-22 10:10:00,0.36,-0.17,0.71,0.81,1.52,13.1,81,4.81,311.5
2022-07-22 10:15:00,0.45,-0.22,0.72,0.97,1.69,13.42,79,6.48,307.1
2022-07-22 10:20:00,0.4,-0.27,0.56,0.77,1.33,13.87,77,4.87,293.1
2022-07-22 10:25:00,0.52,-0.17,0.52,0.64,1.16,14.43,75,5.71,321.1
2022-07-22 10:30:00,0.47,-0.25,0.24,0.72,0.96,15.3,71,7.9,292.5
2022-07-22 10:35:00,0.61,-0.16,0.38,0.55,0.93,15.43,70,9.3,312.8
2022-07-22 10:40:00,0.23,-0.25,0.1,0.64,0.74,15.1,69,7.96,308.6
2022-07-22 10:45:00,0.31,-0.27,0.09,0.59,0.68,14.71,70,6.45,315.4
2022-07-22 10:50:00,0.32,-0.26,0.2,0.61,0.81,14.44,72,6.11,1.07
2022-07-22 10:55:00,0.36,-0.24,0.34,0.54,0.88,14.22,73,5.4,328.3
2022-07-22 11:00:00,0.27,-0.28,0.29,0.61,0.9,14.11,73,6.44,2.52
2022-07-22 11:05:00,0.26,-0.23,0.31,0.71,1.02,13.74,77,8.23,45.9
2022-07-22 11:10:00,0.2,-0.24,0.25,0.95,1.2,13.03,84,11.09,43.65
2022-07-22 11:15:00,0.13,-0.31,0.68,0.75,1.43,12.79,87,10.87,35.95
2022-07-22 11:20:00,0.39,-0.24,0.67,0.85,1.51,12.91,86,8.34,18.31
