Wood Buffalo Environmental Association - Continuous Ambient Air Quality Monitoring Program
For authorized use only
AMS25, L1, 5Mn
Exported On:,2022/08/24,11:06
Date Range:,2022/5/23,0:00,to,2022/8/23,23:00

Date/Time, SO2 (ppb), H2S (ppb), Temperature (deg. C), Relative Humidity (%), Wind Speed @ 10m (km/h), Wind Dir @ 10m (deg)
2022-07-18 06:10:00,-0.01,0.16,17.1,80,3.9,157.2
2022-07-18 06:15:00,-0.06,0.17,17.28,80,4.6,162.5
2022-07-18 06:20:00,-0.17,0.18,17.52,80,4.58,167.3
2022-07-18 06:25:00,-0.05,0.2,17.57,79,5.45,166.6
2022-07-18 06:30:00,-0.1,0.17,17.69,79,4.1,169.6
2022-07-18 06:35:00,-0.22,0.19,17.83,79,3.61,165.7
2022-07-18 06:40:00,0.11,0.16,18.03,78,5.63,168.9
2022-07-18 06:45:00,-0.2,0.14,18.5,76,5.51,168.1
2022-07-18 06:50:00,-0.01,0.12,18.72,75,6.15,168.6
2022-07-18 06:55:00,0.16,0.15,19.04,74,7.02,174.9
2022-07-18 07:00:00,-0.21,0.12,19.23,73,6.11,175
2022-07-18 07:05:00,0,0.13,19.39,72,6.03,166.1
2022-07-18 07:10:00,-0.25,0.16,19.6,71,6.31,171.3
2022-07-18 07:15:00,-0.16,0.18,19.95,70,5.45,156.1
2022-07-18 07:20:00,-0.05,0.15,20.2,69,5.78,173.1
2022-07-18 07:25:00,0.1,0.13,20.3,68,7.28,163.6
2022-07-18 07:30:00,0.07,0.18,20.31,68,7.18,153.7
2022-07-18 07:35:00,-0.05,0.13,20.58,68,4.45,155.6
2022-07-18 07:40:00,0.01,0.11,20.76,67,7.02,169.2
2022-07-18 07:45:00,-0.02,0.15,20.74,67,6.99,158.8
2022-07-18 07:50:00,-0.02,0.08,20.84,66,7.87,166.6
2022-07-18 07:55:00,-0.09,0.14,21.08,66,5.37,157.5
2022-07-18 08:00:00,0.02,0.08,21.32,65,7.9,167
2022-07-18 08:05:00,-0.05,0.13,21.37,65,6.82,152.3
2022-07-18 08:10:00,0.13,0.09,21.63,64,6.26,160.7
2022-07-18 08:15:00,0.01,0.12,21.95,64,5.77,149.7
2022-07-18 08:20:00,0.04,0.12,22.11,63,7.58,157
2022-07-18 08:25:00,-0.03,0.11,22.3,62,7.98,151.9
2022-07-18 08:30:00,0.18,0.11,22.49,62,8.01,158.8
2022-07-18 08:35:00,-0.26,0.11,22.76,61,7.9,159.7
2022-07-18 08:40:00,0.18,0.14,23.02,60,8.17,158.8
2022-07-18 08:45:00,0.03,0.11,23.21,60,8.35,164.4
2022-07-18 08:50:00,-0.19,0.13,23.41,58,9.62,180.3
2022-07-18 08:55:00,0.08,0.12,23.76,58,10.06,177
2022-07-18 09:00:00,0.06,0.11,23.83,58,9.42,170.6
2022-07-18 09:05:00,0.22,0.91,24.23,59,6.19,160.1
2022-07-18 09:10:00,0.3,1.87,24.06,59,8.33,139.9
2022-07-18 09:15:00,0.58,1.85,24.4,59,6.41,145.2
2022-07-18 09:20:00,0.45,1.74,24.82,58,8.02,150.1
2022-07-18 09:25:00,0.7,2.17,25.06,57,6.7,133.7
2022-07-18 09:30:00,0.53,1.55,25.38,54,10.22,-9999
2022-07-18 09:35:00,0.07,0.33,25.54,54,7.24,-9999
2022-07-18 09:40:00,-0.01,0.25,26.23,53,7.3,-9999
2022-07-18 09:45:00,-0.12,0.11,25.99,52,9.58,175.5
2022-07-18 09:50:00,0.19,0.15,26.17,52,7.53,161.6
2022-07-18 09:55:00,-0.01,0.16,26.53,51,9.25,182.6
2022-07-18 10:00:00,0.09,0.17,26.66,50,10.23,193.3
2022-07-18 10:05:00,0.15,0.13,26.63,49,9.48,173.6
2022-07-18 10:10:00,-0.09,0.15,26.84,49,9.52,183.6
2022-07-18 10:15:00,-0.03,0.13,27.39,49,7.62,187.9
2022-07-18 10:20:00,0.21,0.14,27.42,47,8.61,185.9
2022-07-18 10:25:00,0.07,0.16,27.67,46,9.18,182.9
2022-07-18 10:30:00,0.01,0.13,27.52,45,10.68,177.5
2022-07-18 10:35:00,0.19,0.14,27.91,44,11.39,195
2022-07-18 10:40:00,0.12,0.11,27.84,43,10.99,170.8
2022-07-18 10:45:00,-0.09,0.13,27.93,43,10.69,178.9
2022-07-18 10:50:00,0.05,0.14,28.22,42,11.99,175.6
2022-07-18 10:55:00,0.3,0.05,28.18,42,11.49,166.8
2022-07-18 11:00:00,0.06,0.09,28.56,41,10.24,181.8
2022-07-18 11:05:00,-0.05,0.11,28.69,42,9.93,178.7
2022-07-18 11:10:00,0.01,0.13,28.83,41,12.75,186.8
2022-07-18 11:15:00,0.04,0.14,28.78,40,11.31,167.1
2022-07-18 11:20:00,-0.12,0.13,29.62,42,6.63,188.9
2022-07-18 11:25:00,-0.11,0.14,29.4,39,13.36,201.2
2022-07-18 11:30:00,-0.1,0.12,29.29,37,13.88,213.7
2022-07-18 11:35:00,-0.1,0.08,29.45,38,10.16,183
2022-07-18 11:40:00,-0.2,0.08,29.73,38,9.67,177.2
2022-07-18 11:45:00,-0.1,0.08,29.56,37,12.31,203.2
2022-07-18 11:50:00,0.04,0.1,29.44,38,10.74,206.6
2022-07-18 11:55:00,-0.06,0.08,29.74,38,10.8,219.1
2022-07-18 12:00:00,-0.27,0.06,30.16,36,14.29,194.9
2022-07-18 12:05:00,-0.16,0.07,29.35,36,14.34,217.1
2022-07-18 12:10:00,-0.23,0.06,29.48,37,11.98,197.9
2022-07-18 12:15:00,-0.07,0.08,29.7,36,14.78,208.4
2022-07-18 12:20:00,-0.13,0.04,29.85,36,8.59,219.3
2022-07-18 12:25:00,-0.05,0.06,29.68,37,12.72,191.9
2022-07-18 12:30:00,-0.12,0.06,29.62,36,11.88,-9999
2022-07-18 12:35:00,-0.13,0.08,30.11,33,14.61,-9999
2022-07-18 12:40:00,-0.17,0.02,30.11,30,17.25,-9999
2022-07-18 12:45:00,-0.03,0.09,30.17,30,16.41,218.7
2022-07-18 12:50:00,-0.08,0.09,30.19,30,12.07,218.4
2022-07-18 12:55:00,-0.24,0.08,30.67,30,13.22,204.5
2022-07-18 13:00:00,-0.24,0.09,30.93,30,11.46,-9999
2022-07-18 13:05:00,-0.41,0.06,30.41,30,14.29,-9999
2022-07-18 13:10:00,-0.08,0.02,30.23,31,11.28,-9999
2022-07-18 13:15:00,-0.06,0.07,30.58,31,13.25,204
2022-07-18 13:20:00,-0.13,0.06,30.41,29,14.15,198.6
2022-07-18 13:25:00,-0.03,0.07,30.61,29,15.61,195.7
2022-07-18 13:30:00,-0.17,0.08,30.59,29,15.09,201
2022-07-18 13:35:00,-0.22,0.06,30.87,29,13.26,199.9
2022-07-18 13:40:00,-0.02,0.06,31.2,29,12.84,222.4
2022-07-18 13:45:00,-0.13,0.06,31,28,15.84,206.4
2022-07-18 13:50:00,-0.23,0.06,30.54,29,12.55,219.8
2022-07-18 13:55:00,-0.24,0.04,30.76,28,10.42,250.6
2022-07-18 14:00:00,-0.04,0.06,31.28,29,9.31,225
2022-07-18 14:05:00,-0.15,0.04,31.31,28,12.53,218
2022-07-18 14:10:00,-0.32,0.06,31.02,28,12.7,227.5
2022-07-18 14:15:00,-0.27,0.11,30.76,28,12.69,224.8
2022-07-18 14:20:00,-0.29,0.07,31.03,29,11.42,219.8
2022-07-18 14:25:00,-0.12,0.04,31.12,28,11.3,245.8
2022-07-18 14:30:00,-0.25,0.05,31.08,28,9.54,268.1
2022-07-18 14:35:00,-0.22,0.1,31.49,28,9.01,225.8
2022-07-18 14:40:00,-0.14,0.13,31.43,27,10.6,256.6
2022-07-18 14:45:00,-0.33,0.05,31.49,28,8.73,214.6
2022-07-18 14:50:00,-0.23,0.1,31.03,27,11.56,217.4
2022-07-18 14:55:00,-0.32,0.08,30.63,27,10.68,231.2
2022-07-18 15:00:00,-0.39,0.04,30.95,27,6.1,188.6
2022-07-18 15:05:00,-0.23,0.06,31.47,27,7.15,218.8
2022-07-18 15:10:00,-0.28,0.07,31.52,27,8.63,194.7
2022-07-18 15:15:00,-0.05,0.07,31.34,27,11.96,203.6
2022-07-18 15:20:00,-0.06,0.02,31.23,25,12.04,226.3
2022-07-18 15:25:00,-0.11,0.02,31.18,24,8.58,221.8
2022-07-18 15:30:00,-0.12,0.02,31.45,25,10.96,226.1
2022-07-18 15:35:00,-0.27,0.08,31.22,24,11.5,219.8
2022-07-18 15:40:00,-0.14,0.05,31.52,25,8.34,234.9
2022-07-18 15:45:00,-0.33,0.04,31.48,25,11.63,214
2022-07-18 15:50:00,-0.27,0.09,31.27,24,10.03,219.5
2022-07-18 15:55:00,-0.23,0.11,31.36,23,10.12,224
2022-07-18 16:00:00,-0.21,0.07,31.48,23,12.52,236.7
2022-07-18 16:05:00,-0.19,0.08,31.37,22,9.23,209.4
2022-07-18 16:10:00,-0.23,0.06,31.2,23,9.66,191.6
2022-07-18 16:15:00,-0.4,0.08,31.27,24,9.2,182.6
2022-07-18 16:20:00,-0.16,0.1,31.08,23,13.17,196.4
2022-07-18 16:25:00,-0.28,0.07,30.98,24,9.53,216.1
2022-07-18 16:30:00,-0.26,0.04,31.27,24,8.82,214.2
2022-07-18 16:35:00,-0.22,0.07,31.38,24,8.96,247.9
2022-07-18 16:40:00,-0.44,0.04,31.24,23,9.47,234.9
2022-07-18 16:45:00,-0.11,0.08,31.09,24,8.43,203.9
2022-07-18 16:50:00,-0.34,0.04,31.08,24,10.53,207.6
2022-07-18 16:55:00,-0.28,0.07,31.11,25,7.54,215.9
2022-07-18 17:00:00,-0.37,0.08,31.3,26,5.23,169.6
2022-07-18 17:05:00,-0.26,0.06,31.53,24,10.97,224.2
2022-07-18 17:10:00,-0.22,0.07,31.11,23,11.44,211.3
2022-07-18 17:15:00,-0.07,0.07,31.02,22,10.29,228.9
2022-07-18 17:20:00,-0.27,0.05,30.53,24,9.69,258.2
2022-07-18 17:25:00,-0.32,0.1,30.09,24,8.61,290.1
2022-07-18 17:30:00,-0.08,0.05,29.81,24,7.81,278.1
2022-07-18 17:35:00,-0.19,0.03,29.64,24,7.33,290.3
2022-07-18 17:40:00,-0.43,0.08,29.83,25,4.93,276.2
2022-07-18 17:45:00,-0.41,0.11,30.44,24,5.29,277
2022-07-18 17:50:00,-0.4,0.09,30.76,25,3.63,258.5
2022-07-18 17:55:00,-0.4,0.1,30.91,24,3.65,275.7
2022-07-18 18:00:00,-0.09,0.07,30.97,24,3.64,224.9
2022-07-18 18:05:00,-0.22,0.09,30.89,24,4.64,210.7
2022-07-18 18:10:00,-0.28,0.12,30.62,25,5.29,176.9
2022-07-18 18:15:00,-0.25,0.05,30.35,25,4.44,200.6
2022-07-18 18:20:00,-0.22,0.09,30.54,26,4.05,183.7
2022-07-18 18:25:00,-0.32,0.09,30.31,25,4.16,164.8
2022-07-18 18:30:00,-0.26,0.11,29.86,31,3.08,124.9
2022-07-18 18:35:00,-0.44,0.07,29.48,31,3.26,144.6
2022-07-18 18:40:00,-0.15,0.12,29.53,31,2.4,144
2022-07-18 18:45:00,-0.18,0.11,30.13,29,2.7,153.3
2022-07-18 18:50:00,-0.07,0.12,29.89,32,1.47,127.3
2022-07-18 18:55:00,-0.09,0.12,29.58,29,4.27,159.2
2022-07-18 19:00:00,-0.12,0.11,29.72,30,3.39,151
2022-07-18 19:05:00,-0.22,0.12,29.41,31,3.25,155.9
2022-07-18 19:10:00,-0.1,0.12,29.4,30,3.62,161.6
2022-07-18 19:15:00,0.01,0.11,29.33,29,4.94,207.6
2022-07-18 19:20:00,-0.02,0.14,29.54,29,3.82,198.4
2022-07-18 19:25:00,-0.2,0.1,29.27,30,4.97,208.1
2022-07-18 19:30:00,-0.37,0.13,29.01,30,4.02,218.2
2022-07-18 19:35:00,-0.15,0.13,28.49,31,4.57,233
2022-07-18 19:40:00,-0.12,0.15,28.39,31,3.67,223.8
2022-07-18 19:45:00,-0.09,0.09,27.96,31,3.24,225.3
2022-07-18 19:50:00,-0.39,0.13,27.63,31,3.43,213.2
2022-07-18 19:55:00,-0.33,0.15,27.27,31,2.7,220.7
2022-07-18 20:00:00,-0.22,0.16,26.91,32,2.61,174.1
2022-07-18 20:05:00,-0.31,0.1,26.42,33,3.74,187.2
2022-07-18 20:10:00,-0.23,0.11,26.33,33,3.73,184.9
2022-07-18 20:15:00,-0.22,0.1,25.72,35,3.21,179.5
2022-07-18 20:20:00,-0.18,0.1,25.32,35,3.21,187.1
2022-07-18 20:25:00,-0.16,0.08,25.58,35,3.78,195.5
2022-07-18 20:30:00,-0.27,0.13,25.33,36,3.55,185.1
2022-07-18 20:35:00,-0.25,0.12,25.09,36,3.8,202.8
2022-07-18 20:40:00,-0.28,0.09,25.12,37,3.72,199.6
2022-07-18 20:45:00,-0.14,0.09,24.97,38,3.55,199.7
2022-07-18 20:50:00,-0.32,0.1,25.05,38,4.54,212.3
2022-07-18 20:55:00,-0.13,0.09,25.23,39,4.02,205.4
2022-07-18 21:00:00,-0.22,0.12,25.07,39,3.76,216.6
2022-07-18 21:05:00,-0.3,0.08,25.13,39,4.35,229.5
2022-07-18 21:10:00,-0.37,0.08,24.97,40,5.06,219.3
2022-07-18 21:15:00,-0.22,0.1,24.75,40,4.7,225.2
2022-07-18 21:20:00,-0.35,0.07,24.7,41,4.64,221.8
2022-07-18 21:25:00,-0.17,0.09,24.62,41,5.71,220.5
2022-07-18 21:30:00,-0.26,0.12,24.63,41,4.99,225.5
2022-07-18 21:35:00,-0.26,0.1,24.3,42,4.71,213
2022-07-18 21:40:00,-0.23,0.07,24.21,42,4.81,217.6
2022-07-18 21:45:00,-0.2,0.09,24.14,42,5.15,215.8
2022-07-18 21:50:00,-0.14,0.11,23.94,43,5.25,221.7
2022-07-18 21:55:00,-0.15,0.11,23.64,44,4.9,230.3
2022-07-18 22:00:00,-0.18,0.12,23.62,44,4.87,217.9
2022-07-18 22:05:00,-0.05,0.07,23.36,45,4.41,238.4
2022-07-18 22:10:00,-0.14,0.09,23.15,46,4.51,249.7
2022-07-18 22:15:00,-0.17,0.11,23.06,46,3.69,260.8
2022-07-18 22:20:00,-0.22,0.12,22.59,48,3.22,259.3
2022-07-18 22:25:00,-0.16,0.07,22.25,49,3.29,287.6
2022-07-18 22:30:00,-0.28,0.09,22.13,49,3.44,315.2
2022-07-18 22:35:00,-0.26,0.12,22.19,49,3.97,302.1
2022-07-18 22:40:00,-0.35,0.06,21.72,51,3.05,264.1
2022-07-18 22:45:00,-0.36,0.05,21.46,51,3.42,248.3
2022-07-18 22:50:00,-0.36,0.09,21.25,53,2.48,270.5
2022-07-18 22:55:00,-0.2,0.1,20.9,54,2.92,284.7
2022-07-18 23:00:00,-0.43,0.03,20.82,54,2.62,225.9
2022-07-18 23:05:00,-0.45,0.07,20.74,55,2,160.1
2022-07-18 23:10:00,-0.26,0.12,20.33,58,3.23,260.9
2022-07-18 23:15:00,-0.16,0.09,20.23,57,2.9,269.2
2022-07-18 23:20:00,-0.26,0.1,20.26,58,2.79,329.4
2022-07-18 23:25:00,-0.14,0.05,20.17,58,3.15,327.9
2022-07-18 23:30:00,-0.45,0.08,20.46,57,2.49,11.69
2022-07-18 23:35:00,-0.27,0.09,20.29,59,2.31,21.42
2022-07-18 23:40:00,-0.36,0.05,19.46,64,3.05,82.8
2022-07-18 23:45:00,-0.05,0.12,19.09,72,2.87,79.83
2022-07-18 23:50:00,-0.33,0.11,19.1,72,1.33,74.24
2022-07-18 23:55:00,-0.18,0.12,19.26,67,1.7,177.5
2022-07-19 00:00:00,-0.33,0.12,19.16,66,0.98,158.1
2022-07-19 00:05:00,-0.27,0.16,18.81,67,1.1,83.2
2022-07-19 00:10:00,-0.36,0.11,18.59,69,1.35,123.1
2022-07-19 00:15:00,-0.54,0.09,18.53,68,0.52,151.2
2022-07-19 00:20:00,-0.25,0.1,18.34,67,0.76,339.2
2022-07-19 00:25:00,-0.18,0.13,18.19,69,2.28,15.54
2022-07-19 00:30:00,-0.16,0.17,18.3,69,1.96,63.75
2022-07-19 00:35:00,-0.11,0.15,18.24,70,2.04,356.4
2022-07-19 00:40:00,-0.13,0.16,18.38,68,2.39,329.1
2022-07-19 00:45:00,-0.36,0.07,18.5,68,2,16.36
2022-07-19 00:50:00,-0.33,0.11,18.29,69,2.19,76.19
2022-07-19 00:55:00,-0.33,0.13,18.18,70,2.62,71.14
2022-07-19 01:00:00,-0.31,0.12,18,73,2.51,73.21
2022-07-19 01:05:00,-0.3,0.13,18.04,76,2.28,109.2
2022-07-19 01:10:00,-0.18,0.09,18.07,75,2.47,158
2022-07-19 01:15:00,-0.33,0.15,17.95,77,3.37,155.3
2022-07-19 01:20:00,-0.31,0.17,17.72,76,2.33,173.3
2022-07-19 01:25:00,-0.2,0.13,17.47,79,2.67,131.8
2022-07-19 01:30:00,-0.19,0.1,17.45,77,1.51,280.6
2022-07-19 01:35:00,-0.21,0.09,17.5,74,1.34,169.6
2022-07-19 01:40:00,-0.14,0.07,17.36,74,1.87,241.9
2022-07-19 01:45:00,-0.3,0.1,17.4,74,2.8,256.8
2022-07-19 01:50:00,-0.12,0.1,17.74,72,2.54,175.9
2022-07-19 01:55:00,-0.35,0.09,18.07,71,2.23,83.9
2022-07-19 02:00:00,-0.26,0.08,18.14,71,3.03,318.2
2022-07-19 02:05:00,-0.3,0.15,18.64,68,3.06,259.8
2022-07-19 02:10:00,-0.22,0.02,19.02,65,2.57,284.9
2022-07-19 02:15:00,-0.2,0.08,19,65,3.75,266.9
2022-07-19 02:20:00,-0.26,0.12,19.15,65,5.29,262.6
2022-07-19 02:25:00,-0.16,0.08,19.4,63,4.31,244.8
2022-07-19 02:30:00,-0.31,0.1,19.65,62,4.25,264.8
2022-07-19 02:35:00,-0.41,0.11,19.69,62,3.21,277.1
2022-07-19 02:40:00,-0.22,0.11,19.52,63,1.61,45.55
2022-07-19 02:45:00,-0.47,0.08,19.36,63,2.97,201.5
2022-07-19 02:50:00,-0.15,0.13,19.15,65,2.67,104.4
2022-07-19 02:55:00,-0.49,0.12,18.85,66,2.93,91
2022-07-19 03:00:00,-0.33,0.12,19.03,65,1.84,118.1
2022-07-19 03:05:00,Z/S,0.14,18.96,65,2.13,91.6
2022-07-19 03:10:00,Z/S,0.06,18.98,65,3.37,154.1
2022-07-19 03:15:00,Z/S,0.1,19.19,64,4.01,215.7
2022-07-19 03:20:00,Z/S,0.08,19.27,64,5.16,238
2022-07-19 03:25:00,Z/S,0.09,19.14,65,5.04,223.3
2022-07-19 03:30:00,796.8,0.06,19.3,64,5.54,227.1
2022-07-19 03:35:00,Z/S,0.05,19.35,63,4.96,194.2
2022-07-19 03:40:00,Z/S,0.11,19.42,63,5.23,188.7
2022-07-19 03:45:00,Z/S,0.08,19.37,64,4.72,158.4
2022-07-19 03:50:00,Z/S,0.05,19.1,65,3.58,160.1
2022-07-19 03:55:00,Z/S,0.11,19.03,66,2.98,125.7
2022-07-19 04:00:00,-0.01,Z/S,18.92,68,2.77,113.3
2022-07-19 04:05:00,-0.12,Z/S,18.9,70,2.78,138.7
2022-07-19 04:10:00,-0.15,Z/S,18.77,71,2.58,135.2
2022-07-19 04:15:00,-0.23,Z/S,18.43,75,3.01,140.3
2022-07-19 04:20:00,-0.11,Z/S,18.34,74,2.86,156.2
2022-07-19 04:25:00,-0.18,Z/S,18.39,75,3.6,177.3
2022-07-19 04:30:00,-0.2,77.77,18.23,75,3.12,160.3
2022-07-19 04:35:00,-0.07,Z/S,18.17,76,3.67,159
2022-07-19 04:40:00,-0.24,Z/S,18.2,76,3.48,157.4
2022-07-19 04:45:00,0.06,Z/S,18.19,76,3.53,155.9
2022-07-19 04:50:00,0.1,Z/S,18.22,75,3.72,157.3
2022-07-19 04:55:00,-0.25,Z/S,18.45,73,3.83,169.1
2022-07-19 05:00:00,-0.02,Z/S,18.72,72,4.52,171.7
2022-07-19 05:05:00,-0.2,0.38,19.03,70,4.8,191.1
2022-07-19 05:10:00,-0.12,0.32,19.12,70,3.47,187.3
2022-07-19 05:15:00,-0.16,0.32,19.41,69,4.73,207.9
2022-07-19 05:20:00,-0.03,0.23,20.03,66,4.89,231.5
2022-07-19 05:25:00,-0.29,0.22,20.23,65,5.85,237.2
2022-07-19 05:30:00,-0.16,0.18,20.38,65,6.1,271.1
2022-07-19 05:35:00,-0.31,0.17,20.59,64,7.66,251.5
2022-07-19 05:40:00,-0.32,0.15,20.61,64,9.77,245.1
2022-07-19 05:45:00,-0.22,0.12,20.57,64,8.51,249.3
2022-07-19 05:50:00,-0.25,0.1,20.52,64,7.17,248.2
2022-07-19 05:55:00,-0.04,0.14,20.47,64,7.53,251.4
2022-07-19 06:00:00,-0.03,0.1,20.42,64,8.22,247
2022-07-19 06:05:00,-0.33,0.11,20.34,65,8.04,240.4
2022-07-19 06:10:00,-0.21,0.1,20.31,65,7.19,238.6
2022-07-19 06:15:00,-0.31,0.14,20.29,66,8.38,239.8
2022-07-19 06:20:00,-0.22,0.14,20.3,65,6.21,236.2
2022-07-19 06:25:00,-0.43,0.13,20.3,66,5.1,276
2022-07-19 06:30:00,-0.14,0.12,20.2,66,6.17,260.8
2022-07-19 06:35:00,-0.24,0.14,20.2,66,6.45,261.7
2022-07-19 06:40:00,-0.12,0.16,20.17,67,8.2,252.4
2022-07-19 06:45:00,-0.28,0.16,20.1,68,5.59,266.1
2022-07-19 06:50:00,-0.37,0.1,20.1,68,6.14,253.2
2022-07-19 06:55:00,-0.27,0.16,20.17,67,7.43,265.7
2022-07-19 07:00:00,-0.1,0.12,20.2,67,6.38,271.1
2022-07-19 07:05:00,-0.29,0.15,20.13,68,5.11,251.7
2022-07-19 07:10:00,-0.19,0.16,19.91,70,5.32,247.1
2022-07-19 07:15:00,-0.25,0.11,19.54,74,5.32,260.4
2022-07-19 07:20:00,-0.16,0.16,19.37,77,4.84,247.9
2022-07-19 07:25:00,-0.28,0.11,19.33,78,4.17,252.7
2022-07-19 07:30:00,-0.32,0.18,19.63,78,2.73,258.3
2022-07-19 07:35:00,-0.21,0.11,19.93,76,3.21,281.8
2022-07-19 07:40:00,-0.11,0.13,20.09,74,2.13,83.1
2022-07-19 07:45:00,-0.2,0.14,20.1,72,3.43,217.3
2022-07-19 07:50:00,-0.3,0.14,20.13,72,3.61,230.2
2022-07-19 07:55:00,-0.19,0.16,20.14,75,3.7,209.7
2022-07-19 08:00:00,-0.26,0.14,20.1,74,4.33,189.6
2022-07-19 08:05:00,-0.38,0.15,20.14,73,4.23,216.7
2022-07-19 08:10:00,-0.26,0.13,20.18,74,3.8,256.3
2022-07-19 08:15:00,-0.23,0.16,20.44,73,3.8,310.8
2022-07-19 08:20:00,-0.15,0.11,20.77,72,5.95,264.5
2022-07-19 08:25:00,-0.32,0.08,20.96,69,7,262.3
2022-07-19 08:30:00,-0.15,0.15,21.15,69,7.36,265.9
2022-07-19 08:35:00,-0.14,0.1,21.34,68,6.39,275.8
2022-07-19 08:40:00,-0.24,0.11,21.45,67,7.21,259.8
2022-07-19 08:45:00,-0.21,0.11,21.4,68,5.82,248.2
2022-07-19 08:50:00,-0.35,0.14,21.4,68,4.1,274.4
2022-07-19 08:55:00,-0.21,0.13,21.45,68,3.8,9.45
2022-07-19 09:00:00,-0.28,0.11,21.44,70,3.77,251.5
2022-07-19 09:05:00,-0.12,0.11,21.39,70,5.57,224.4
2022-07-19 09:10:00,-0.41,0.11,21.3,69,4.86,228.9
2022-07-19 09:15:00,-0.31,0.11,21.18,70,4.74,224.1
2022-07-19 09:20:00,-0.37,0.16,21.15,70,4.29,205.9
2022-07-19 09:25:00,-0.26,0.16,21.27,70,4.33,225.1
2022-07-19 09:30:00,-0.26,0.1,21.46,69,6,230.1
2022-07-19 09:35:00,-0.13,0.12,21.67,69,4.72,257.6
2022-07-19 09:40:00,-0.19,0.12,22.16,66,9.31,248
2022-07-19 09:45:00,-0.17,0.09,22.7,63,6.98,273.2
2022-07-19 09:50:00,-0.23,0.08,22.83,62,7.6,274.3
2022-07-19 09:55:00,-0.39,0.13,22.59,62,9.63,270.4
2022-07-19 10:00:00,-0.24,0.11,22.67,61,7.54,282.3
2022-07-19 10:05:00,-0.21,0.08,22.94,61,6.51,257.2
2022-07-19 10:10:00,-0.3,0.08,22.86,60,7.16,234.1
2022-07-19 10:15:00,-0.07,0.12,22.91,59,7.35,226.3
2022-07-19 10:20:00,-0.15,0.09,23.03,58,5.48,233.4
2022-07-19 10:25:00,-0.13,0.12,23.31,57,5.27,272.7
2022-07-19 10:30:00,-0.16,0.11,23.48,56,4.82,211.9
2022-07-19 10:35:00,-0.14,0.12,23.63,56,4.72,220
2022-07-19 10:40:00,-0.33,0.09,23.73,54,7.35,203.7
2022-07-19 10:45:00,-0.01,0.12,24.05,53,8.25,212.4
2022-07-19 10:50:00,-0.22,0.05,24.33,49,7.89,229
2022-07-19 10:55:00,-0.17,0.11,24.08,49,11.03,210.7
2022-07-19 11:00:00,-0.19,0.14,24.01,50,8.82,247.4
2022-07-19 11:05:00,-0.21,0.1,24.12,49,8.86,211.3
2022-07-19 11:10:00,-0.33,0.07,23.99,49,5.43,221.4
2022-07-19 11:15:00,-0.16,0.13,24.23,50,6,204.8
2022-07-19 11:20:00,-0.29,0.09,24.13,49,9.38,216.9
2022-07-19 11:25:00,-0.24,0.1,24.56,47,15.3,215.4
2022-07-19 11:30:00,-0.17,0.1,24.54,47,13.77,252.2
2022-07-19 11:35:00,-0.32,0.08,23.46,49,16.97,297.7
2022-07-19 11:40:00,-0.23,0.08,22.84,49,18.96,296.8
2022-07-19 11:45:00,-0.21,0.1,22.91,50,17.63,299.8
2022-07-19 11:50:00,-0.09,0.1,22.53,51,16.64,299.2
2022-07-19 11:55:00,-0.27,0.04,22.13,54,16.72,307.4
2022-07-19 12:00:00,-0.2,0.11,22.04,56,13.37,315.3
2022-07-19 12:05:00,-0.3,0.12,22.21,57,16.77,325.3
2022-07-19 12:10:00,-0.11,0.09,21.64,57,19.6,315.3
2022-07-19 12:15:00,-0.39,0.11,21.7,56,16.17,315.5
2022-07-19 12:20:00,-0.39,0.08,22.07,55,18.13,323.2
2022-07-19 12:25:00,-0.26,0.13,22.11,55,15.54,336.2
2022-07-19 12:30:00,-0.34,0.09,22.1,55,10.86,316.4
2022-07-19 12:35:00,-0.23,0.09,22.71,54,10.32,321.3
2022-07-19 12:40:00,-0.23,0.11,22.31,55,11.05,316
2022-07-19 12:45:00,-0.31,0.11,22.54,54,12.23,323.4
2022-07-19 12:50:00,-0.39,0.11,22.53,54,11.22,322.8
2022-07-19 12:55:00,-0.37,0.11,22.37,54,11.03,314.3
2022-07-19 13:00:00,-0.5,0.12,22.29,54,10.86,301.6
2022-07-19 13:05:00,-0.3,0.15,22.4,54,9.61,307.8
2022-07-19 13:10:00,-0.32,0.12,22.84,52,14.87,312.9
2022-07-19 13:15:00,-0.23,0.09,22.6,51,18.01,307.6
2022-07-19 13:20:00,-0.16,0.12,22.01,51,14.39,299.9
2022-07-19 13:25:00,-0.18,0.12,22.24,51,14.18,300.9
2022-07-19 13:30:00,-0.34,0.09,22.98,48,18.83,304.2
2022-07-19 13:35:00,-0.26,0.1,23.12,46,17.5,315.8
2022-07-19 13:40:00,-0.13,0.06,23.04,46,21.02,316.7
2022-07-19 13:45:00,-0.02,0.06,22.66,47,20.87,319.5
2022-07-19 13:50:00,-0.34,0.08,22.58,48,21.23,314.5
2022-07-19 13:55:00,-0.25,0.07,22.51,49,13.26,314.2
2022-07-19 14:00:00,-0.33,0.08,22.38,49,18.84,307.7
2022-07-19 14:05:00,-0.35,0.08,22.64,48,14.23,306.6
2022-07-19 14:10:00,-0.35,0.11,23.16,45,15.61,293.5
2022-07-19 14:15:00,-0.17,0.1,23.3,44,12.49,301.8
