Wood Buffalo Environmental Association - Continuous Ambient Air Quality Monitoring Program
For authorized use only
AMS20, L1, 5Mn
Exported On:,2022/08/24,11:04
Date Range:,2022/5/23,0:00,to,2022/8/23,23:00

Date/Time, SO2 (ppb), H2S (ppb), THC (ppm), NO (ppb), NO2 (ppb), NOx (ppb), Wind Speed @ 10m (km/h), Wind Direction @ 10m (deg.), Relative Humitidy (%), Temp (deg. C), Precip (mm)
2022-07-03 19:15:00,0.08,0.25,2.01,-0.01,1.65,1.64,7.16,23.43,52,17.92,0
2022-07-03 19:20:00,-0.16,0.17,2,-0.03,1.63,1.6,6.14,29.62,54,17.56,0
2022-07-03 19:25:00,0.06,0.34,1.99,-0.02,1.53,1.51,5.4,28.87,56,17.18,0
2022-07-03 19:30:00,0.04,0.36,2,-0.07,1.56,1.49,5.33,21.97,58,16.83,0
2022-07-03 19:35:00,-0.11,0.37,1.99,-0.02,1.47,1.45,6.55,21.05,60,16.51,0
2022-07-03 19:40:00,0.15,0.2,2,-0.06,1.41,1.36,6.22,20.3,60,16.32,0
2022-07-03 19:45:00,0.19,0.2,1.99,-0.06,1.32,1.26,6.6,30.22,60,16.28,0
2022-07-03 19:50:00,0.12,0.22,2,-0.07,1.26,1.2,5.99,25,59,16.46,0
2022-07-03 19:55:00,-0.12,0.25,2.01,-0.08,1.24,1.15,6.35,22.49,57,16.74,0
2022-07-03 20:00:00,0.04,0.25,2,-0.09,1.17,1.08,4.82,22.25,57,16.86,0
2022-07-03 20:05:00,0.22,0.23,2,-0.09,1.17,1.08,4.56,18.69,58,16.6,0
2022-07-03 20:10:00,0.05,0.26,2,-0.1,1.14,1.04,5.03,20.07,60,16.28,0
2022-07-03 20:15:00,0.22,0.22,2.03,-0.1,1.07,0.97,6.86,19.7,60,16.02,0
2022-07-03 20:20:00,0.25,0.16,1.99,-0.09,1.03,0.94,6.14,9.88,60,15.84,0
2022-07-03 20:25:00,0.44,0.27,1.99,-0.1,1,0.91,6.02,11.47,60,15.7,0
2022-07-03 20:30:00,0.29,0.25,2,-0.1,1.05,0.95,6.37,14.61,61,15.58,0
2022-07-03 20:35:00,0.55,0.3,1.98,-0.12,1.11,0.99,5.68,20.34,60,15.57,0
2022-07-03 20:40:00,0.43,0.32,1.97,-0.07,1.02,0.95,5.85,14.46,60,15.45,0
2022-07-03 20:45:00,0.45,0.29,2,-0.11,1.04,0.93,5.12,16.94,62,15.22,0
2022-07-03 20:50:00,0.58,0.31,1.98,-0.12,1.16,1.04,6.31,17.29,62,15.01,0
2022-07-03 20:55:00,0.51,0.38,2,-0.13,1.19,1.06,6.76,25.45,63,14.88,0
2022-07-03 21:00:00,0.72,0.34,1.98,-0.11,1.29,1.17,7.87,27.46,62,14.82,0
2022-07-03 21:05:00,0.76,0.28,1.95,-0.11,1.34,1.23,8.15,25.95,61,14.85,0
2022-07-03 21:10:00,0.78,0.32,1.97,-0.1,1.35,1.25,7.18,24.36,61,14.8,0
2022-07-03 21:15:00,0.67,0.35,1.99,-0.08,1.32,1.24,5.64,25.18,62,14.65,0
2022-07-03 21:20:00,0.62,0.34,1.97,-0.12,1.32,1.2,4.95,22.09,63,14.44,0
2022-07-03 21:25:00,0.59,0.28,1.98,-0.16,1.43,1.28,5.17,13.03,63,14.33,0
2022-07-03 21:30:00,0.73,0.32,1.98,-0.12,1.44,1.32,5.72,13.1,64,14.21,0
2022-07-03 21:35:00,0.69,0.31,2,-0.11,1.52,1.41,6,14.37,64,14.17,0
2022-07-03 21:40:00,0.8,0.29,2,-0.11,1.66,1.56,5.57,13.6,64,14.06,0
2022-07-03 21:45:00,0.99,0.25,1.99,-0.12,1.74,1.62,5.9,16.12,64,13.97,0
2022-07-03 21:50:00,0.93,0.4,2,-0.12,1.85,1.72,5.95,21.66,65,13.83,0
2022-07-03 21:55:00,0.9,0.43,2.01,-0.13,1.93,1.8,5.26,25.09,66,13.65,0
2022-07-03 22:00:00,1.14,0.33,2,-0.14,2.08,1.94,4.62,18.41,67,13.5,0
2022-07-03 22:05:00,1.14,0.25,2.02,-0.14,2.11,1.97,5.44,16.21,67,13.45,0
2022-07-03 22:10:00,1.1,0.32,2.02,-0.12,2.19,2.07,5.04,26.5,67,13.4,0
2022-07-03 22:15:00,1.16,0.25,2.01,-0.11,2.38,2.27,4.6,22.46,67,13.36,0
2022-07-03 22:20:00,1.18,0.23,2.03,-0.11,2.51,2.39,5.56,19.3,66,13.49,0
2022-07-03 22:25:00,1.25,0.32,2.03,-0.1,2.55,2.45,6.16,20.88,66,13.41,0
2022-07-03 22:30:00,1.28,0.34,2.03,-0.12,2.62,2.51,6.83,23.05,66,13.37,0
2022-07-03 22:35:00,1.09,0.29,2.05,-0.13,2.72,2.59,6.76,27.55,66,13.22,0
2022-07-03 22:40:00,1.46,0.2,2.05,-0.11,2.85,2.74,7.94,24.79,66,13.22,0
2022-07-03 22:45:00,1.19,0.29,2.05,-0.16,2.91,2.76,6.82,29.1,66,13.15,0
2022-07-03 22:50:00,1.18,0.2,2.04,-0.13,2.88,2.75,7.13,31.38,66,13.1,0
2022-07-03 22:55:00,1.1,0.29,2.02,-0.12,2.88,2.76,7.72,25.52,65,13.14,0
2022-07-03 23:00:00,0.93,0.33,2.03,-0.15,2.8,2.65,8.14,28.01,65,13.1,0
2022-07-03 23:05:00,0.81,0.29,2.03,-0.08,2.69,2.61,7.89,27.23,65,13.01,0
2022-07-03 23:10:00,0.81,0.44,2.04,-0.12,2.67,2.55,7.48,27.21,65,13,0
2022-07-03 23:15:00,0.67,0.38,2.04,-0.11,2.64,2.53,7.15,22.95,65,12.98,0
2022-07-03 23:20:00,0.82,0.35,2.04,-0.12,2.61,2.49,6.79,31.05,66,12.87,0
2022-07-03 23:25:00,0.77,0.35,2.05,-0.1,2.62,2.52,8.12,25.83,66,12.8,0
2022-07-03 23:30:00,0.77,0.25,2.05,-0.14,2.58,2.44,6.64,24.88,66,12.73,0
2022-07-03 23:35:00,0.83,0.26,2.04,-0.13,2.55,2.41,7.15,22.57,67,12.62,0
2022-07-03 23:40:00,0.66,0.43,2.05,-0.11,2.5,2.39,6.73,29.22,67,12.58,0
2022-07-03 23:45:00,0.5,0.38,2.05,-0.12,2.42,2.3,5.8,32.03,68,12.47,0
2022-07-03 23:50:00,0.58,0.29,2.06,-0.1,2.35,2.25,5.09,24.98,68,12.4,0
2022-07-03 23:55:00,0.34,0.39,2.08,-0.11,2.29,2.17,4.9,18.14,68,12.39,0
2022-07-04 00:00:00,0.6,0.34,2.1,-0.11,2.2,2.08,4.88,27.35,69,12.23,0
2022-07-04 00:05:00,0.62,Z/S,2.08,-0.12,2.19,2.07,3.43,27.01,70,12.15,0
2022-07-04 00:10:00,0.3,Z/S,2.07,-0.11,2.1,1.99,3.69,31.09,71,11.97,0
2022-07-04 00:15:00,0.15,Z/S,2.11,-0.08,2.04,1.96,2.34,44.55,71,11.81,0
2022-07-04 00:20:00,0.41,Z/S,2.07,-0.11,2.02,1.92,3.24,21.94,72,11.58,0
2022-07-04 00:25:00,0.46,Z/S,2.07,-0.11,1.86,1.75,3.97,21.95,75,11.31,0
2022-07-04 00:30:00,0.22,Z/S,2.07,-0.12,1.86,1.75,3.85,38.21,76,11.06,0
2022-07-04 00:35:00,0.08,Z/S,2.06,-0.12,1.84,1.72,4.85,39.2,77,10.91,0
2022-07-04 00:40:00,0.17,Z/S,2.1,-0.09,1.99,1.91,5.04,38.87,76,10.95,0
2022-07-04 00:45:00,0.28,Z/S,2.08,-0.1,2.61,2.51,5.08,42.93,75,11.15,0
2022-07-04 00:50:00,0.53,Z/S,2.07,-0.11,3.23,3.12,5.03,38.57,75,11.2,0
2022-07-04 00:55:00,0.58,Z/S,2.07,-0.07,4,3.93,4.4,42.17,74,11.2,0
2022-07-04 01:00:00,0.67,Z/S,2.08,-0.15,5,4.85,4.32,36.5,75,11.12,0
2022-07-04 01:05:00,0.81,0.37,2.1,-0.13,6.46,6.34,4.36,28.31,75,11.04,0
2022-07-04 01:10:00,1.11,0.27,2.13,-0.1,7.77,7.67,4.33,22.89,75,11,0
2022-07-04 01:15:00,0.83,0.28,2.13,-0.13,8.8,8.67,4.8,26.45,75,10.94,0
2022-07-04 01:20:00,1.04,0.3,2.13,-0.08,9.71,9.63,5.25,28.93,76,10.81,0
2022-07-04 01:25:00,1.02,0.36,2.15,-0.06,10.82,10.76,4.97,34.19,77,10.7,0
2022-07-04 01:30:00,1.02,0.31,2.18,-0.07,12.04,11.98,5.08,33.06,78,10.59,0
2022-07-04 01:35:00,0.93,0.38,2.19,0,13.18,13.18,4.21,35,78,10.47,0
2022-07-04 01:40:00,0.89,0.47,2.22,0.02,14.71,14.74,4.71,30.21,79,10.33,0
2022-07-04 01:45:00,1.17,0.63,2.23,0.05,15.66,15.71,4.52,27.1,80,10.23,0
2022-07-04 01:50:00,0.98,0.54,2.25,0.12,15.53,15.64,3.89,23.59,80,10.14,0
2022-07-04 01:55:00,1.16,0.42,2.29,0.16,15.76,15.92,2.94,28.3,81,9.92,0
2022-07-04 02:00:00,0.91,0.55,2.32,0.16,16.04,16.19,3.33,28.22,82,9.72,0
2022-07-04 02:05:00,0.9,0.59,2.28,0.16,15.11,15.27,2.6,38.2,83,9.53,0
2022-07-04 02:10:00,0.75,0.54,2.25,0.16,14.71,14.87,3.72,30.59,84,9.25,0
2022-07-04 02:15:00,0.78,0.5,2.28,0.48,16.23,16.71,4.21,29.6,85,9.18,0
2022-07-04 02:20:00,0.75,0.51,2.31,1.28,17.13,18.41,4.44,31.37,84,9.27,0
2022-07-04 02:25:00,0.75,0.58,2.33,2.02,18.08,20.1,4.2,43.66,85,9.33,0
2022-07-04 02:30:00,0.8,0.56,2.35,2.42,18.95,21.37,4.45,36.09,84,9.44,0
2022-07-04 02:35:00,0.76,0.65,2.35,2.48,18.93,21.4,4.15,36.9,84,9.5,0
2022-07-04 02:40:00,0.81,0.63,2.35,1.93,18.09,20.02,3.23,37.38,84,9.41,0
2022-07-04 02:45:00,0.65,0.68,2.31,1.39,16.41,17.8,2.95,49.89,85,9.26,0
2022-07-04 02:50:00,0.52,0.59,2.3,1.34,15.31,16.66,2.64,56.21,85,8.96,0
2022-07-04 02:55:00,0.56,0.62,2.3,1.2,12.96,14.16,2.86,44.51,86,8.62,0
2022-07-04 03:00:00,0.55,0.63,2.35,1.34,11.95,13.28,2.95,10.63,87,8.19,0
2022-07-04 03:05:00,0.33,0.52,2.31,Z/S,Z/S,Z/S,2.73,333.6,87,7.92,0
2022-07-04 03:10:00,0.5,0.56,2.29,Z/S,Z/S,Z/S,1.58,302.7,88,7.72,0
2022-07-04 03:15:00,0.32,0.51,2.31,Z/S,Z/S,Z/S,2.65,286.5,89,7.51,0
2022-07-04 03:20:00,0.24,0.61,2.3,Z/S,Z/S,Z/S,1.52,274.1,90,7.35,0
2022-07-04 03:25:00,0.36,0.58,2.3,Z/S,Z/S,Z/S,0.01,293.2,91,7.35,0
2022-07-04 03:30:00,0.32,0.59,2.29,Z/S,Z/S,Z/S,1.21,68.16,92,7.27,0
2022-07-04 03:35:00,0.09,0.68,2.32,Z/S,Z/S,Z/S,1.27,94.1,93,7.14,0
2022-07-04 03:40:00,0.39,0.54,2.3,Z/S,Z/S,Z/S,1.02,39.13,93,6.95,0
2022-07-04 03:45:00,0.39,0.53,2.31,Z/S,Z/S,Z/S,2.94,8.09,93,6.65,0
2022-07-04 03:50:00,0.15,0.52,2.33,Z/S,Z/S,Z/S,3.85,8.07,92,6.31,0
2022-07-04 03:55:00,0.25,0.52,2.28,Z/S,Z/S,Z/S,3.5,16.48,92,6.05,0
2022-07-04 04:00:00,0.18,0.53,2.23,Z/S,Z/S,Z/S,3.44,29.15,93,6.08,0
2022-07-04 04:05:00,0.1,0.49,2.24,0.37,6.67,7.04,3.04,45.74,94,6.24,0
2022-07-04 04:10:00,0.11,0.52,2.27,0.52,5.82,6.34,3.76,24,95,6.35,0
2022-07-04 04:15:00,0.31,0.39,2.22,0.36,5.46,5.83,4.75,26.1,94,6.37,0
2022-07-04 04:20:00,0.32,0.47,2.18,0.35,5.31,5.66,3.75,29.87,94,6.71,0
2022-07-04 04:25:00,0.01,0.45,2.16,0.31,4.94,5.25,3.94,26.09,93,6.91,0
2022-07-04 04:30:00,0.39,0.47,2.19,0.34,4.64,4.98,4.03,27.39,93,7.31,0
2022-07-04 04:35:00,0.16,0.44,2.18,0.38,4.51,4.9,3.63,37.85,91,7.62,0
2022-07-04 04:40:00,0.49,0.48,2.16,0.38,4.17,4.54,3.25,33.24,90,7.93,0
2022-07-04 04:45:00,0.38,0.41,2.16,0.45,3.73,4.18,3.25,26.96,89,8,0
2022-07-04 04:50:00,0.45,0.4,2.14,0.48,3.74,4.22,2.8,26.82,89,8.11,0
2022-07-04 04:55:00,0.16,0.47,2.22,0.65,2.75,3.41,2.8,3.51,88,8.22,0
2022-07-04 05:00:00,0.19,0.41,Z/S,0.59,2.59,3.18,2.46,2.63,88,8.3,0
2022-07-04 05:05:00,Z/S,0.34,Z/S,0.55,2.54,3.09,2.92,352.9,88,8.42,0
2022-07-04 05:10:00,Z/S,0.39,Z/S,0.47,2.49,2.96,3.97,15.26,87,8.83,0
2022-07-04 05:15:00,Z/S,0.37,Z/S,0.4,2.2,2.6,3.35,28.64,84,9.45,0
2022-07-04 05:20:00,Z/S,0.27,Z/S,0.29,1.57,1.86,4.07,30.9,80,10.33,0
2022-07-04 05:25:00,Z/S,0.27,Z/S,0.25,1.39,1.64,4.34,9.11,78,10.73,0
2022-07-04 05:30:00,Z/S,0.37,Z/S,0.25,1.76,2,4.05,1.47,76,11.04,0
2022-07-04 05:35:00,Z/S,0.38,Z/S,0.21,1.29,1.5,3.89,19.38,76,11.24,0
2022-07-04 05:40:00,Z/S,0.36,Z/S,0.22,1.42,1.64,4.86,356.2,75,11.47,0
2022-07-04 05:45:00,Z/S,0.36,Z/S,0.2,1.5,1.7,5.23,9.33,73,11.72,0
2022-07-04 05:50:00,Z/S,0.33,Z/S,0.22,1.45,1.67,4.64,14.39,73,12.1,0
2022-07-04 05:55:00,Z/S,0.34,Z/S,0.21,1.36,1.57,4.99,35.27,71,12.55,0
2022-07-04 06:00:00,0.41,0.27,2.01,0.19,1.26,1.45,6.83,41.86,71,12.72,0
2022-07-04 06:05:00,0.22,0.34,1.99,0.18,1.31,1.49,6.94,35.25,71,12.55,0
2022-07-04 06:10:00,0.37,0.35,2,0.25,1.47,1.71,5.93,27.81,71,12.66,0
2022-07-04 06:15:00,0.52,0.3,2.06,0.54,2.02,2.56,4.68,37.62,70,12.98,0
2022-07-04 06:20:00,0.62,0.3,2.08,0.79,2.4,3.2,5.52,31.44,69,13.45,0
2022-07-04 06:25:00,0.94,0.37,2.05,0.92,2.76,3.69,6.8,30.1,69,13.31,0
2022-07-04 06:30:00,0.97,0.39,2.04,0.99,2.63,3.62,6.76,40.15,69,13.52,0
2022-07-04 06:35:00,0.63,0.36,2.02,0.81,2.39,3.2,7.03,37.17,68,13.92,0
2022-07-04 06:40:00,0.35,0.26,2,0.52,1.66,2.18,7.07,48.04,67,14.31,0
2022-07-04 06:45:00,0.31,0.31,1.99,0.35,1.32,1.66,9.19,51.37,65,14.62,0
2022-07-04 06:50:00,0.23,0.25,2,0.3,1.19,1.49,6.28,55.75,66,14.5,0
2022-07-04 06:55:00,0.4,0.18,1.97,0.5,1.53,2.04,7.2,44.74,65,14.72,0
2022-07-04 07:00:00,0.34,0.29,1.99,0.61,1.87,2.48,7.02,41.9,65,14.92,0
2022-07-04 07:05:00,0.38,0.31,1.98,0.56,1.78,2.34,8.63,34.91,65,14.89,0
2022-07-04 07:10:00,0.37,0.3,1.96,0.59,1.76,2.35,7.92,40.54,65,14.85,0
2022-07-04 07:15:00,0.31,0.34,1.98,0.64,1.76,2.4,7.51,43.47,64,14.98,0
2022-07-04 07:20:00,0.04,0.28,1.97,0.42,1.3,1.73,9.15,49.37,64,15.01,0
2022-07-04 07:25:00,0.19,0.32,1.98,0.28,1.21,1.49,9.56,57.99,64,15.09,0
2022-07-04 07:30:00,0.26,0.22,1.97,0.26,1.06,1.32,9.24,59.24,65,14.91,0
2022-07-04 07:35:00,0.05,0.17,1.97,0.29,1.22,1.51,9.35,56.22,65,15.07,0
2022-07-04 07:40:00,0.24,0.22,1.95,0.16,1,1.16,7.3,89.3,66,15.01,0
2022-07-04 07:45:00,0.05,0.26,1.95,0.18,1.06,1.24,6.64,86.1,65,15.55,0
2022-07-04 07:50:00,0.13,0.2,1.95,0.13,0.99,1.11,9.71,60.04,65,15.29,0
2022-07-04 07:55:00,0.18,0.2,1.97,0.08,1.01,1.09,9.11,56.17,65,15.41,0
2022-07-04 08:00:00,0.32,0.29,1.94,0.12,1.21,1.32,6.91,50.87,65,15.45,0
2022-07-04 08:05:00,0.14,0.17,1.95,0.13,1.1,1.22,8.32,46.02,65,15.37,0
2022-07-04 08:10:00,0.1,0.17,1.96,0.11,1.06,1.17,7.34,56.84,66,15.37,0
2022-07-04 08:15:00,0.38,0.22,1.94,0.13,1,1.13,9.05,62.1,64,16.13,0
2022-07-04 08:20:00,0.31,0.17,1.96,0.14,1,1.14,8.84,57.9,63,16.06,0
2022-07-04 08:25:00,0,0.23,1.97,0.12,1.14,1.26,8.46,56.65,65,15.82,0
2022-07-04 08:30:00,0.21,0.24,1.96,0.17,1.18,1.35,8.17,58.57,64,16.14,0
2022-07-04 08:35:00,0.36,0.18,1.98,0.17,1.14,1.32,6.94,65.79,64,16.53,0
2022-07-04 08:40:00,0.08,0.2,1.97,0.14,1.06,1.2,8.15,83.4,62,16.99,0
2022-07-04 08:45:00,0.14,0.12,1.98,0.09,0.99,1.07,9.43,77.27,61,17.43,0
2022-07-04 08:50:00,0.14,0.21,1.99,0.17,1.13,1.31,8.36,56.8,60,17.89,0
2022-07-04 08:55:00,0.15,0.21,2,0.16,1.16,1.32,8.45,65.68,59,18.05,0
2022-07-04 09:00:00,0.09,0.22,1.98,0.17,1.18,1.36,8.75,83.7,59,17.96,0
2022-07-04 09:05:00,0.11,0.4,1.96,0.2,1.27,1.47,10.9,65.08,59,17.89,0
2022-07-04 09:10:00,-0.03,0.36,1.97,0.15,1.18,1.32,10.93,55.96,58,18.07,0
2022-07-04 09:15:00,0.23,0.29,1.96,0.15,1.13,1.27,10.27,44.31,58,18.16,0
2022-07-04 09:20:00,0.02,0.31,1.96,0.01,0.84,0.84,10.5,50.78,58,18.38,0
2022-07-04 09:25:00,-0.11,0.3,1.97,-0.05,0.68,0.63,8.54,63.34,58,18.49,0
2022-07-04 09:30:00,0.1,0.25,1.95,0,0.67,0.67,11.35,57.15,57,18.68,0
2022-07-04 09:35:00,0.15,0.33,1.96,-0.03,0.64,0.61,10.99,86.6,57,18.51,0
2022-07-04 09:40:00,-0.01,0.24,1.95,-0.04,0.61,0.57,12.96,65.82,56,18.69,0
2022-07-04 09:45:00,0.02,0.25,1.96,0.04,0.81,0.85,10.34,73.83,56,18.73,0
2022-07-04 09:50:00,0.18,0.22,1.95,-0.01,0.69,0.68,10.73,61.9,56,18.76,0
2022-07-04 09:55:00,-0.1,0.25,1.95,-0.07,0.48,0.41,11.85,61.27,55,19.12,0
2022-07-04 10:00:00,0.08,0.3,1.95,-0.05,0.66,0.61,9.48,58.2,55,19.33,0
2022-07-04 10:05:00,0.01,0.3,1.95,-0.05,0.54,0.49,10.32,46.93,53,19.25,0
2022-07-04 10:10:00,0.2,0.21,1.96,-0.07,0.48,0.42,11.51,73.72,55,18.96,0
2022-07-04 10:15:00,-0.01,0.25,1.94,-0.09,0.49,0.4,11.48,61.54,54,19.4,0
2022-07-04 10:20:00,0.08,0.17,1.94,-0.05,0.5,0.45,10.53,69.82,53,19.38,0
2022-07-04 10:25:00,-0.04,0.24,1.93,-0.09,0.4,0.31,12.66,86.9,53,19.42,0
2022-07-04 10:30:00,-0.07,0.17,1.95,-0.1,0.37,0.27,13.08,101.9,52,19.31,0
2022-07-04 10:35:00,0.02,0.3,1.94,-0.08,0.36,0.27,11.61,94.4,53,19.46,0
2022-07-04 10:40:00,0.1,0.18,1.94,-0.09,0.42,0.33,10.67,84.2,53,19.53,0
2022-07-04 10:45:00,0.06,0.28,1.95,-0.1,0.37,0.27,10.96,97.9,53,19.42,0
2022-07-04 10:50:00,0.08,0.32,1.94,-0.11,0.42,0.32,11.61,105.1,52,19.93,0
2022-07-04 10:55:00,-0.12,0.33,1.96,-0.09,0.36,0.27,14.86,65.84,50,20.32,0
2022-07-04 11:00:00,0.19,0.26,1.93,-0.08,0.29,0.2,10.18,76.01,50,20.2,0
2022-07-04 11:05:00,0.21,0.19,1.95,-0.12,0.34,0.21,9.12,81.6,49,20.66,0
2022-07-04 11:10:00,0.05,0.29,1.98,-0.08,0.3,0.22,14.36,56.35,48,20.62,0
2022-07-04 11:15:00,0.06,0.2,1.95,-0.1,0.27,0.17,13.49,78.06,47,20.43,0
2022-07-04 11:20:00,0.03,0.25,1.95,-0.12,0.3,0.18,14.55,124.5,48,20.29,0
2022-07-04 11:25:00,0.17,0.26,1.96,-0.13,0.3,0.17,13.74,100.2,47,20.51,0
2022-07-04 11:30:00,0.01,0.25,1.95,-0.12,0.28,0.16,11.76,111.3,48,20.36,0
2022-07-04 11:35:00,0.06,0.18,1.95,-0.09,0.32,0.22,9.76,89.6,49,20.36,0
2022-07-04 11:40:00,0.01,0.2,1.95,-0.11,0.27,0.16,12.71,108,46,20.11,0
2022-07-04 11:45:00,0.2,0.29,1.94,-0.12,0.35,0.23,11.55,98.5,47,19.76,0
2022-07-04 11:50:00,0.16,0.3,1.96,-0.14,0.34,0.2,9.25,55.23,46,20.65,0
2022-07-04 11:55:00,0.07,0.28,1.95,-0.12,0.35,0.23,14.08,68.24,45,20.93,0
2022-07-04 12:00:00,0.06,0.29,1.95,-0.12,0.35,0.23,12.67,94.5,44,21.16,0
2022-07-04 12:05:00,0.17,0.26,1.94,-0.1,0.3,0.2,8.96,63.94,43,21.61,0
2022-07-04 12:10:00,0.26,0.28,1.97,-0.09,0.3,0.21,11.23,86.7,43,21.87,0
2022-07-04 12:15:00,-0.1,0.23,2.02,-0.12,0.34,0.22,9.47,96.4,43,21.79,0
2022-07-04 12:20:00,-0.18,0.27,2.02,-0.09,0.31,0.22,10.47,74.13,42,22.23,0
2022-07-04 12:25:00,0.07,0.34,1.96,-0.1,0.32,0.22,13.23,100.8,41,22.04,0
2022-07-04 12:30:00,0.04,0.22,1.94,-0.12,0.33,0.21,11.61,126.2,42,21.35,0
2022-07-04 12:35:00,0.32,0.28,1.94,-0.12,0.31,0.19,13.16,62.85,44,21.25,0
2022-07-04 12:40:00,0.07,0.32,1.94,-0.14,0.33,0.19,9.94,60.42,46,20.66,0
2022-07-04 12:45:00,0.23,0.27,1.94,-0.08,0.29,0.22,10.34,77.61,45,20.99,0
2022-07-04 12:50:00,0.21,0.26,1.95,-0.14,0.36,0.22,9.7,120.3,43,21.46,0
2022-07-04 12:55:00,0,0.2,1.95,-0.08,0.31,0.23,11,118.4,42,21.88,0
2022-07-04 13:00:00,0.06,0.19,1.95,-0.12,0.38,0.26,13.6,127.9,41,22.17,0
2022-07-04 13:05:00,-0.03,0.21,1.96,-0.12,0.35,0.23,12.75,134.3,43,20.89,0
2022-07-04 13:10:00,0.09,0.2,1.94,-0.09,0.31,0.22,13.45,105.4,43,21.47,0
2022-07-04 13:15:00,0.14,0.25,1.95,-0.1,0.36,0.26,11.04,119.6,40,21.71,0
2022-07-04 13:20:00,0.1,0.32,1.93,-0.09,0.34,0.25,12.21,77.68,40,21.86,0
2022-07-04 13:25:00,0.26,0.23,1.96,-0.16,0.4,0.25,10.22,115.2,39,22.06,0
2022-07-04 13:30:00,0.11,0.18,1.96,-0.08,0.33,0.25,9.43,120.8,37,22.22,0
2022-07-04 13:35:00,0.03,0.14,1.96,-0.12,0.38,0.26,9.12,111.2,37,22.31,0
2022-07-04 13:40:00,-0.05,0.24,1.96,-0.14,0.4,0.27,9.53,90.7,36,22.62,0
2022-07-04 13:45:00,0.1,0.28,1.98,-0.12,0.4,0.28,12.27,81.4,35,22.61,0
2022-07-04 13:50:00,0.18,0.27,1.98,-0.11,0.4,0.29,11.95,117.6,36,22.31,0
2022-07-04 13:55:00,0.02,0.23,1.98,-0.11,0.37,0.26,9.89,88.3,35,22.55,0
2022-07-04 14:00:00,0.07,0.25,1.97,-0.09,0.36,0.27,11.75,91.5,36,23.11,0
2022-07-04 14:05:00,-0.05,0.26,1.97,-0.09,0.31,0.23,10.35,60.14,36,22.72,0
2022-07-04 14:10:00,0.07,0.16,1.97,-0.11,0.31,0.21,10.51,42.04,35,23.37,0
2022-07-04 14:15:00,0.26,0.14,1.98,-0.13,0.36,0.23,11.45,52.3,35,22.9,0
2022-07-04 14:20:00,0.1,0.15,1.97,-0.08,0.31,0.22,10.22,52.12,37,22.45,0
2022-07-04 14:25:00,0.17,0.15,1.96,-0.08,0.28,0.2,11.21,49.44,36,22.62,0
2022-07-04 14:30:00,0.06,0.21,1.96,-0.13,0.37,0.24,9.13,86,37,22.21,0
2022-07-04 14:35:00,0.01,0.26,1.95,-0.11,0.34,0.23,10.24,106.8,36,21.89,0
2022-07-04 14:40:00,0.03,0.25,1.96,-0.12,0.32,0.2,12.81,106.8,37,21.44,0
2022-07-04 14:45:00,0.12,0.19,1.97,-0.13,0.31,0.17,9.71,120.9,38,21.03,0
2022-07-04 14:50:00,0.09,0.22,1.99,-0.12,0.32,0.2,6.96,50.28,38,21.16,0
2022-07-04 14:55:00,0.24,0.25,1.97,-0.1,0.3,0.21,11.34,6.43,39,21.42,0
2022-07-04 15:00:00,0.12,0.25,1.97,-0.1,0.33,0.22,12.8,28.6,40,21.82,0
2022-07-04 15:05:00,0.03,0.18,1.93,-0.1,0.34,0.24,11.35,49.42,37,22.8,0
2022-07-04 15:10:00,0.18,0.28,1.96,-0.09,0.39,0.31,10.44,52.5,38,22.36,0
2022-07-04 15:15:00,0.08,0.22,1.99,-0.12,0.36,0.25,8.12,44.53,39,21.4,0
2022-07-04 15:20:00,-0.13,0.21,1.99,-0.13,0.38,0.25,7.09,21.7,40,21.39,0
2022-07-04 15:25:00,-0.07,0.27,1.96,-0.11,0.31,0.21,8.75,22.11,38,21.96,0
2022-07-04 15:30:00,0.14,0.24,1.95,-0.13,0.31,0.18,7.88,66.2,36,21.99,0
2022-07-04 15:35:00,0.02,0.26,1.96,-0.13,0.33,0.19,11.49,105.9,36,21.92,0
2022-07-04 15:40:00,0.11,0.21,1.96,-0.13,0.32,0.19,11.99,68.13,35,22.51,0
2022-07-04 15:45:00,0.13,0.3,1.96,-0.12,0.34,0.22,10.61,72.46,35,23.26,0
2022-07-04 15:50:00,-0.03,0.2,1.97,-0.12,0.33,0.21,10.72,52.28,34,23.66,0
2022-07-04 15:55:00,-0.1,0.22,1.96,-0.13,0.39,0.26,11.12,47.62,35,22.85,0
2022-07-04 16:00:00,-0.03,0.13,1.96,-0.1,0.38,0.27,9.96,43,37,22.24,0
2022-07-04 16:05:00,-0.03,0.25,1.94,-0.14,0.37,0.24,12.12,49.73,35,22.91,0
2022-07-04 16:10:00,-0.12,0.3,1.96,-0.14,0.36,0.22,11.36,40.24,35,22.37,0
2022-07-04 16:15:00,-0.04,0.22,1.97,-0.11,0.36,0.25,9.95,60.21,34,22.65,0
2022-07-04 16:20:00,-0.1,0.28,1.96,-0.11,0.32,0.21,7.71,92.1,35,22.91,0
2022-07-04 16:25:00,0.02,0.26,1.96,-0.11,0.36,0.25,8.22,83.2,35,22.43,0
2022-07-04 16:30:00,-0.05,0.25,1.95,-0.11,0.29,0.18,8.83,112.4,36,21.76,0
